Local Government Area,State/Territory,Age Group,Population
Bayside,VIC,25 - 29,13225
Bayside,VIC,25 - 29,4078
Bayside,VIC,30 - 34,11661
Bayside,VIC,30 - 34,4496
Bayside,VIC,35 - 39,11393
Bayside,VIC,35 - 39,6931
Bayside,VIC,40 - 44,9792
Bayside,VIC,40 - 44,7373
Bayside,VIC,45 - 49,9429
Bayside,VIC,45 - 49,7753
Bayside,VIC,50 - 54,8328
Bayside,VIC,50 - 54,6898
Bayside,VIC,55 - 59,7652
Bayside,VIC,55 - 59,6215
Bayside,VIC,60 - 64,6999
Bayside,VIC,60 - 64,5690
Bayside,VIC,65 - 69,5553
Bayside,VIC,65 - 69,4065
Bayside,VIC,70 - 74,4890
Bayside,VIC,70 - 74,3098
Bayside,VIC,75 - 79,3965
Bayside,VIC,75 - 79,2880
Bayside,VIC,80 - 84,3198
Bayside,VIC,80 - 84,2799
Bayside,VIC,85 and over,3052
Bayside,VIC,85 and over,3075
Bayswater,WA,0 - 4,3810
Bayswater,WA,5 - 9,3095
Bayswater,WA,10 - 14,3119
Bayswater,WA,15 - 19,3499
Bayswater,WA,20 - 24,5260
Bayswater,WA,25 - 29,5738
Bayswater,WA,30 - 34,5145
Bayswater,WA,35 - 39,5023
Bayswater,WA,40 - 44,4519
Bayswater,WA,45 - 49,4472
Bayswater,WA,50 - 54,4159
Bayswater,WA,55 - 59,3889
Bayswater,WA,60 - 64,3461
Bayswater,WA,65 - 69,2570
Bayswater,WA,70 - 74,2125
Bayswater,WA,75 - 79,1646
Bayswater,WA,80 - 84,1338
Bayswater,WA,85 and over,1324
Bega Valley,NSW,0 - 4,1791
Bega Valley,NSW,5 - 9,1884
Bega Valley,NSW,10 - 14,2188
Bega Valley,NSW,15 - 19,2166
Bega Valley,NSW,20 - 24,1351
Bega Valley,NSW,25 - 29,1256
Bega Valley,NSW,30 - 34,1332
Bega Valley,NSW,35 - 39,1727
Bega Valley,NSW,40 - 44,2029
Bega Valley,NSW,45 - 49,2527
Bega Valley,NSW,50 - 54,2810
Bega Valley,NSW,55 - 59,2611
Bega Valley,NSW,60 - 64,2503
Bega Valley,NSW,65 - 69,2044
Bega Valley,NSW,70 - 74,1622
Bega Valley,NSW,75 - 79,1186
Bega Valley,NSW,80 - 84,876
Bega Valley,NSW,85 and over,717
Bellingen,NSW,0 - 4,679
Bellingen,NSW,5 - 9,814
Bellingen,NSW,10 - 14,965
Bellingen,NSW,15 - 19,846
Bellingen,NSW,20 - 24,509
Bellingen,NSW,25 - 29,426
Bellingen,NSW,30 - 34,459
Bellingen,NSW,35 - 39,760
Bellingen,NSW,40 - 44,835
Bellingen,NSW,45 - 49,1053
Bellingen,NSW,50 - 54,1155
Bellingen,NSW,55 - 59,1021
Bellingen,NSW,60 - 64,897
Bellingen,NSW,65 - 69,751
Bellingen,NSW,70 - 74,574
Bellingen,NSW,75 - 79,453
Bellingen,NSW,80 - 84,336
Bellingen,NSW,85 and over,304
Belmont,WA,0 - 4,2276
Belmont,WA,5 - 9,1803
Belmont,WA,10 - 14,1635
Belmont,WA,15 - 19,1980
Belmont,WA,20 - 24,3098
Belmont,WA,25 - 29,3428
Belmont,WA,30 - 34,2946
Belmont,WA,35 - 39,2877
Belmont,WA,40 - 44,2332
Belmont,WA,45 - 49,2276
Belmont,WA,50 - 54,2105
Belmont,WA,55 - 59,1842
Belmont,WA,60 - 64,1678
Belmont,WA,65 - 69,1335
Belmont,WA,70 - 74,1202
Belmont,WA,75 - 79,1023
Belmont,WA,80 - 84,743
Belmont,WA,85 and over,625
Belyuen,NT,0 - 4,20
Belyuen,NT,5 - 9,30
Belyuen,NT,10 - 14,14
Belyuen,NT,15 - 19,17
Belyuen,NT,20 - 24,16
Belyuen,NT,25 - 29,25
Belyuen,NT,30 - 34,12
Belyuen,NT,35 - 39,13
Belyuen,NT,40 - 44,19
Belyuen,NT,45 - 49,8
Belyuen,NT,50 - 54,7
Belyuen,NT,55 - 59,7
Belyuen,NT,60 - 64,3
Belyuen,NT,65 - 69,5
Belyuen,NT,70 - 74,1
Belyuen,NT,75 - 79,5
Belyuen,NT,80 - 84,1
Belyuen,NT,85 and over,0
Benalla,VIC,0 - 4,754
Benalla,VIC,5 - 9,766
Benalla,VIC,10 - 14,927
Benalla,VIC,15 - 19,974
Benalla,VIC,20 - 24,668
Benalla,VIC,25 - 29,604
Benalla,VIC,30 - 34,554
Benalla,VIC,35 - 39,717
Benalla,VIC,40 - 44,813
Benalla,VIC,45 - 49,1066
Benalla,VIC,50 - 54,1084
Benalla,VIC,55 - 59,1036
Benalla,VIC,60 - 64,969
Benalla,VIC,65 - 69,776
Benalla,VIC,70 - 74,643
Benalla,VIC,75 - 79,559
Benalla,VIC,80 - 84,500
Benalla,VIC,85 and over,386
Berri and Barmera,SA,0 - 4,677
Berri and Barmera,SA,5 - 9,758
Berri and Barmera,SA,10 - 14,729
Berri and Barmera,SA,15 - 19,733
Berri and Barmera,SA,20 - 24,592
Berri and Barmera,SA,25 - 29,604
Berri and Barmera,SA,30 - 34,594
Berri and Barmera,SA,35 - 39,712
Berri and Barmera,SA,40 - 44,697
Berri and Barmera,SA,45 - 49,815
Berri and Barmera,SA,50 - 54,827
Berri and Barmera,SA,55 - 59,757
Berri and Barmera,SA,60 - 64,675
Berri and Barmera,SA,65 - 69,434
Berri and Barmera,SA,70 - 74,431
Berri and Barmera,SA,75 - 79,355
Berri and Barmera,SA,80 - 84,289
Berri and Barmera,SA,85 and over,223
Berrigan,NSW,0 - 4,492
Berrigan,NSW,5 - 9,492
Berrigan,NSW,10 - 14,552
Berrigan,NSW,15 - 19,492
Berrigan,NSW,20 - 24,349
Berrigan,NSW,25 - 29,338
Berrigan,NSW,30 - 34,382
Berrigan,NSW,35 - 39,469
Berrigan,NSW,40 - 44,454
Berrigan,NSW,45 - 49,530
Berrigan,NSW,50 - 54,586
Berrigan,NSW,55 - 59,597
Berrigan,NSW,60 - 64,655
Berrigan,NSW,65 - 69,561
Berrigan,NSW,70 - 74,487
Berrigan,NSW,75 - 79,349
Berrigan,NSW,80 - 84,268
Berrigan,NSW,85 and over,229
Beverley,WA,0 - 4,100
Beverley,WA,5 - 9,114
Beverley,WA,10 - 14,83
Beverley,WA,15 - 19,76
Beverley,WA,20 - 24,41
Beverley,WA,25 - 29,62
Beverley,WA,30 - 34,55
Beverley,WA,35 - 39,91
Beverley,WA,40 - 44,107
Beverley,WA,45 - 49,112
Beverley,WA,50 - 54,151
Beverley,WA,55 - 59,139
Beverley,WA,60 - 64,146
Beverley,WA,65 - 69,139
Beverley,WA,70 - 74,94
Beverley,WA,75 - 79,60
Beverley,WA,80 - 84,40
Beverley,WA,85 and over,33
Blacktown,NSW,0 - 4,24937
Blacktown,NSW,5 - 9,23124
Blacktown,NSW,10 - 14,22554
Blacktown,NSW,15 - 19,21976
Blacktown,NSW,20 - 24,22656
Blacktown,NSW,25 - 29,23749
Blacktown,NSW,30 - 34,23520
Blacktown,NSW,35 - 39,23587
Blacktown,NSW,40 - 44,21018
Blacktown,NSW,45 - 49,20428
Blacktown,NSW,50 - 54,18056
Blacktown,NSW,55 - 59,15518
Blacktown,NSW,60 - 64,12885
Blacktown,NSW,65 - 69,8556
Blacktown,NSW,70 - 74,6339
Blacktown,NSW,75 - 79,4862
Blacktown,NSW,80 - 84,3283
Blacktown,NSW,85 and over,2402
Bland,NSW,0 - 4,431
Bland,NSW,5 - 9,456
Bland,NSW,10 - 14,426
Bland,NSW,15 - 19,375
Bland,NSW,20 - 24,282
Bland,NSW,25 - 29,331
Bland,NSW,30 - 34,341
Bland,NSW,35 - 39,352
Bland,NSW,40 - 44,355
Bland,NSW,45 - 49,447
Bland,NSW,50 - 54,432
Bland,NSW,55 - 59,382
Bland,NSW,60 - 64,367
Bland,NSW,65 - 69,310
Bland,NSW,70 - 74,262
Bland,NSW,75 - 79,238
Bland,NSW,80 - 84,181
Bland,NSW,85 and over,133
Blayney,NSW,0 - 4,508
Blayney,NSW,5 - 9,516
Blayney,NSW,10 - 14,528
Blayney,NSW,15 - 19,475
Blayney,NSW,20 - 24,340
Blayney,NSW,25 - 29,328
Blayney,NSW,30 - 34,330
Blayney,NSW,35 - 39,521
Blayney,NSW,40 - 44,457
Blayney,NSW,45 - 49,534
Blayney,NSW,50 - 54,495
Blayney,NSW,55 - 59,471
Blayney,NSW,60 - 64,417
Blayney,NSW,65 - 69,346
Blayney,NSW,70 - 74,295
Blayney,NSW,75 - 79,231
Blayney,NSW,80 - 84,157
Blayney,NSW,85 and over,92
Blue Mountains,NSW,0 - 4,5043
Blue Mountains,NSW,5 - 9,5005
Blue Mountains,NSW,10 - 14,5168
Blue Mountains,NSW,15 - 19,5163
Blue Mountains,NSW,20 - 24,4372
Blue Mountains,NSW,25 - 29,3802
Blue Mountains,NSW,30 - 34,4263
Blue Mountains,NSW,35 - 39,5480
Blue Mountains,NSW,40 - 44,5422
Blue Mountains,NSW,45 - 49,6049
Blue Mountains,NSW,50 - 54,6041
Blue Mountains,NSW,55 - 59,5871
Blue Mountains,NSW,60 - 64,5151
