Local Government Area,State/Territory,Age Group,Population
Alice Springs,NT,25 - 29,2475
Alice Springs,NT,30 - 34,2439
Alice Springs,NT,35 - 39,2097
Alice Springs,NT,40 - 44,2226
Alice Springs,NT,45 - 49,2042
Alice Springs,NT,50 - 54,2090
Alice Springs,NT,55 - 59,1875
Alice Springs,NT,60 - 64,1326
Alice Springs,NT,65 - 69,773
Alice Springs,NT,70 - 74,512
Alice Springs,NT,75 - 79,264
Alice Springs,NT,80 - 84,182
Alice Springs,NT,85 and over,109
Alpine,VIC,0 - 4,626
Alpine,VIC,5 - 9,722
Alpine,VIC,10 - 14,716
Alpine,VIC,15 - 19,715
Alpine,VIC,20 - 24,480
Alpine,VIC,25 - 29,454
Alpine,VIC,30 - 34,493
Alpine,VIC,35 - 39,631
Alpine,VIC,40 - 44,827
Alpine,VIC,45 - 49,839
Alpine,VIC,50 - 54,1055
Alpine,VIC,55 - 59,1040
Alpine,VIC,60 - 64,945
Alpine,VIC,65 - 69,897
Alpine,VIC,70 - 74,658
Alpine,VIC,75 - 79,496
Alpine,VIC,80 - 84,353
Alpine,VIC,85 and over,336
Anangu Pitjantjatjara,SA,0 - 4,238
Anangu Pitjantjatjara,SA,5 - 9,230
Anangu Pitjantjatjara,SA,10 - 14,177
Anangu Pitjantjatjara,SA,15 - 19,255
Anangu Pitjantjatjara,SA,20 - 24,292
Anangu Pitjantjatjara,SA,25 - 29,269
Anangu Pitjantjatjara,SA,30 - 34,199
Anangu Pitjantjatjara,SA,35 - 39,190
Anangu Pitjantjatjara,SA,40 - 44,191
Anangu Pitjantjatjara,SA,45 - 49,150
Anangu Pitjantjatjara,SA,50 - 54,109
Anangu Pitjantjatjara,SA,55 - 59,96
Anangu Pitjantjatjara,SA,60 - 64,92
Anangu Pitjantjatjara,SA,65 - 69,48
Anangu Pitjantjatjara,SA,70 - 74,30
Anangu Pitjantjatjara,SA,75 - 79,23
Anangu Pitjantjatjara,SA,80 - 84,14
Anangu Pitjantjatjara,SA,85 and over,19
Ararat,VIC,0 - 4,652
Ararat,VIC,5 - 9,673
Ararat,VIC,10 - 14,612
Ararat,VIC,15 - 19,661
Ararat,VIC,20 - 24,583
Ararat,VIC,25 - 29,550
Ararat,VIC,30 - 34,588
Ararat,VIC,35 - 39,671
Ararat,VIC,40 - 44,762
Ararat,VIC,45 - 49,761
Ararat,VIC,50 - 54,849
Ararat,VIC,55 - 59,852
Ararat,VIC,60 - 64,870
Ararat,VIC,65 - 69,720
Ararat,VIC,70 - 74,595
Ararat,VIC,75 - 79,430
Ararat,VIC,80 - 84,343
Ararat,VIC,85 and over,318
Armadale,WA,0 - 4,5868
Armadale,WA,5 - 9,5088
Armadale,WA,10 - 14,4505
Armadale,WA,15 - 19,4839
Armadale,WA,20 - 24,5793
Armadale,WA,25 - 29,6527
Armadale,WA,30 - 34,5950
Armadale,WA,35 - 39,4774
Armadale,WA,40 - 44,4906
Armadale,WA,45 - 49,4546
Armadale,WA,50 - 54,4549
Armadale,WA,55 - 59,3949
Armadale,WA,60 - 64,3576
Armadale,WA,65 - 69,2877
Armadale,WA,70 - 74,1908
Armadale,WA,75 - 79,1369
Armadale,WA,80 - 84,907
Armadale,WA,85 and over,731
Ashburton,WA,0 - 4,773
Ashburton,WA,5 - 9,604
Ashburton,WA,10 - 14,439
Ashburton,WA,15 - 19,321
Ashburton,WA,20 - 24,785
Ashburton,WA,25 - 29,1587
Ashburton,WA,30 - 34,1624
Ashburton,WA,35 - 39,1400
Ashburton,WA,40 - 44,1337
Ashburton,WA,45 - 49,1090
Ashburton,WA,50 - 54,912
Ashburton,WA,55 - 59,638
Ashburton,WA,60 - 64,312
Ashburton,WA,65 - 69,125
Ashburton,WA,70 - 74,37
Ashburton,WA,75 - 79,25
Ashburton,WA,80 - 84,6
Ashburton,WA,85 and over,10
Augusta-Margaret River,WA,0 - 4,1052
Augusta-Margaret River,WA,5 - 9,958
Augusta-Margaret River,WA,10 - 14,892
Augusta-Margaret River,WA,15 - 19,675
Augusta-Margaret River,WA,20 - 24,569
Augusta-Margaret River,WA,25 - 29,811
Augusta-Margaret River,WA,30 - 34,1031
Augusta-Margaret River,WA,35 - 39,1088
Augusta-Margaret River,WA,40 - 44,1133
Augusta-Margaret River,WA,45 - 49,923
Augusta-Margaret River,WA,50 - 54,988
Augusta-Margaret River,WA,55 - 59,894
Augusta-Margaret River,WA,60 - 64,805
Augusta-Margaret River,WA,65 - 69,572
Augusta-Margaret River,WA,70 - 74,407
Augusta-Margaret River,WA,75 - 79,286
Augusta-Margaret River,WA,80 - 84,209
Augusta-Margaret River,WA,85 and over,194
Aurukun,QLD,0 - 4,124
Aurukun,QLD,5 - 9,144
Aurukun,QLD,10 - 14,109
Aurukun,QLD,15 - 19,111
Aurukun,QLD,20 - 24,151
Aurukun,QLD,25 - 29,100
Aurukun,QLD,30 - 34,117
Aurukun,QLD,35 - 39,96
Aurukun,QLD,40 - 44,113
Aurukun,QLD,45 - 49,81
Aurukun,QLD,50 - 54,82
Aurukun,QLD,55 - 59,46
Aurukun,QLD,60 - 64,36
Aurukun,QLD,65 - 69,29
Aurukun,QLD,70 - 74,3
Aurukun,QLD,75 - 79,0
Aurukun,QLD,80 - 84,4
Aurukun,QLD,85 and over,4
Ballarat,VIC,0 - 4,6710
Ballarat,VIC,5 - 9,6426
Ballarat,VIC,10 - 14,6033
Ballarat,VIC,15 - 19,6800
Ballarat,VIC,20 - 24,7892
Ballarat,VIC,25 - 29,6712
Ballarat,VIC,30 - 34,6140
Ballarat,VIC,35 - 39,5957
Ballarat,VIC,40 - 44,6483
Ballarat,VIC,45 - 49,6088
Ballarat,VIC,50 - 54,6388
Ballarat,VIC,55 - 59,5903
Ballarat,VIC,60 - 64,5421
Ballarat,VIC,65 - 69,4715
Ballarat,VIC,70 - 74,3534
Ballarat,VIC,75 - 79,2816
Ballarat,VIC,80 - 84,2189
Ballarat,VIC,85 and over,2137
Ballina,NSW,0 - 4,2223
Ballina,NSW,5 - 9,2388
Ballina,NSW,10 - 14,2638
Ballina,NSW,15 - 19,2437
Ballina,NSW,20 - 24,1799
Ballina,NSW,25 - 29,1725
Ballina,NSW,30 - 34,1998
Ballina,NSW,35 - 39,2197
Ballina,NSW,40 - 44,2704
Ballina,NSW,45 - 49,2793
Ballina,NSW,50 - 54,3168
Ballina,NSW,55 - 59,3096
Ballina,NSW,60 - 64,3040
Ballina,NSW,65 - 69,2711
Ballina,NSW,70 - 74,2022
Ballina,NSW,75 - 79,1592
Ballina,NSW,80 - 84,1417
Ballina,NSW,85 and over,1562
Balonne,QLD,0 - 4,378
Balonne,QLD,5 - 9,422
Balonne,QLD,10 - 14,337
Balonne,QLD,15 - 19,258
Balonne,QLD,20 - 24,263
Balonne,QLD,25 - 29,294
Balonne,QLD,30 - 34,308
Balonne,QLD,35 - 39,302
Balonne,QLD,40 - 44,363
Balonne,QLD,45 - 49,323
Balonne,QLD,50 - 54,350
Balonne,QLD,55 - 59,284
Balonne,QLD,60 - 64,278
Balonne,QLD,65 - 69,204
Balonne,QLD,70 - 74,150
Balonne,QLD,75 - 79,111
Balonne,QLD,80 - 84,88
Balonne,QLD,85 and over,63
Balranald,NSW,0 - 4,194
Balranald,NSW,5 - 9,176
Balranald,NSW,10 - 14,155
Balranald,NSW,15 - 19,129
Balranald,NSW,20 - 24,129
Balranald,NSW,25 - 29,121
Balranald,NSW,30 - 34,133
Balranald,NSW,35 - 39,143
Balranald,NSW,40 - 44,171
Balranald,NSW,45 - 49,131
Balranald,NSW,50 - 54,197
Balranald,NSW,55 - 59,184
Balranald,NSW,60 - 64,159
Balranald,NSW,65 - 69,106
Balranald,NSW,70 - 74,83
Balranald,NSW,75 - 79,75
Balranald,NSW,80 - 84,54
Balranald,NSW,85 and over,41
Banana,QLD,0 - 4,1208
Banana,QLD,5 - 9,1155
Banana,QLD,10 - 14,985
Banana,QLD,15 - 19,844
Banana,QLD,20 - 24,856
Banana,QLD,25 - 29,1018
Banana,QLD,30 - 34,1107
Banana,QLD,35 - 39,1002
Banana,QLD,40 - 44,1027
Banana,QLD,45 - 49,972
Banana,QLD,50 - 54,1154
Banana,QLD,55 - 59,878
Banana,QLD,60 - 64,740
Banana,QLD,65 - 69,620
Banana,QLD,70 - 74,502
Banana,QLD,75 - 79,367
Banana,QLD,80 - 84,252
Banana,QLD,85 and over,261
Banyule,VIC,0 - 4,8226
Banyule,VIC,5 - 9,7239
Banyule,VIC,10 - 14,6689
Banyule,VIC,15 - 19,7153
Banyule,VIC,20 - 24,8452
Banyule,VIC,25 - 29,8591
Banyule,VIC,30 - 34,8702
Banyule,VIC,35 - 39,8836
Banyule,VIC,40 - 44,9053
Banyule,VIC,45 - 49,8175
Banyule,VIC,50 - 54,8197
Banyule,VIC,55 - 59,7705
Banyule,VIC,60 - 64,7008
Banyule,VIC,65 - 69,6280
Banyule,VIC,70 - 74,4586
Banyule,VIC,75 - 79,3472
Banyule,VIC,80 - 84,2866
Banyule,VIC,85 and over,3084
Barcaldine,QLD,0 - 4,220
Barcaldine,QLD,5 - 9,251
Barcaldine,QLD,10 - 14,198
Barcaldine,QLD,15 - 19,157
Barcaldine,QLD,20 - 24,187
Barcaldine,QLD,25 - 29,180
Barcaldine,QLD,30 - 34,210
Barcaldine,QLD,35 - 39,167
Barcaldine,QLD,40 - 44,220
Barcaldine,QLD,45 - 49,280
Barcaldine,QLD,50 - 54,234
Barcaldine,QLD,55 - 59,217
Barcaldine,QLD,60 - 64,187
Barcaldine,QLD,65 - 69,158
Barcaldine,QLD,70 - 74,136
Barcaldine,QLD,75 - 79,85
Barcaldine,QLD,80 - 84,88
Barcaldine,QLD,85 and over,57
Barcoo,QLD,0 - 4,3
Barcoo,QLD,5 - 9,18
Barcoo,QLD,10 - 14,17
Barcoo,QLD,15 - 19,20
Barcoo,QLD,20 - 24,21
Barcoo,QLD,25 - 29,20
Barcoo,QLD,30 - 34,26
Barcoo,QLD,35 - 39,18
Barcoo,QLD,40 - 44,27
Barcoo,QLD,45 - 49,27
Barcoo,QLD,50 - 54,37
Barcoo,QLD,55 - 59,24
Barcoo,QLD,60 - 64,25
Barcoo,QLD,65 - 69,21
Barcoo,QLD,70 - 74,13
Barcoo,QLD,75 - 79,11
Barcoo,QLD,80 - 84,2
Barcoo,QLD,85 and over,3
Barkly,NT,0 - 4,761
Barkly,NT,5 - 9,709
Barkly,NT,10 - 14,591
Barkly,NT,15 - 19,646
Barkly,NT,20 - 24,695
Barkly,NT,25 - 29,753
Barkly,NT,30 - 34,591
Barkly,NT,35 - 39,526
Barkly,NT,40 - 44,492
Barkly,NT,45 - 49,472
Barkly,NT,50 - 54,412
Barkly,NT,55 - 59,383
Barkly,NT,60 - 64,301
Barkly,NT,65 - 69,213
Barkly,NT,70 - 74,133
Barkly,NT,75 - 79,80
Barkly,NT,80 - 84,26
Barkly,NT,85 and over,26
Barossa,SA,0 - 4,1427
Barossa,SA,5 - 9,1537
Barossa,SA,10 - 14,1560
Barossa,SA,15 - 19,1440
Barossa,SA,20 - 24,1065
Barossa,SA,25 - 29,1168
Barossa,SA,30 - 34,1242
Barossa,SA,35 - 39,1408
Barossa,SA,40 - 44,1717
Barossa,SA,45 - 49,1596
Barossa,SA,50 - 54,1720
Barossa,SA,55 - 59,1643
Barossa,SA,60 - 64,1538
Barossa,SA,65 - 69,1314
Barossa,SA,70 - 74,948
Barossa,SA,75 - 79,694
Barossa,SA,80 - 84,553
Barossa,SA,85 and over,568
Barunga West,SA,0 - 4,99
Barunga West,SA,5 - 9,118
Barunga West,SA,10 - 14,109
Barunga West,SA,15 - 19,135
Barunga West,SA,20 - 24,70
Barunga West,SA,25 - 29,96
Barunga West,SA,30 - 34,78
Barunga West,SA,35 - 39,117
Barunga West,SA,40 - 44,161
Barunga West,SA,45 - 49,185
Barunga West,SA,50 - 54,207
Barunga West,SA,55 - 59,167
Barunga West,SA,60 - 64,244
Barunga West,SA,65 - 69,218
Barunga West,SA,70 - 74,164
Barunga West,SA,75 - 79,132
Barunga West,SA,80 - 84,94
Barunga West,SA,85 and over,101
Bass Coast,VIC,0 - 4,1835
Bass Coast,VIC,5 - 9,1794
Bass Coast,VIC,10 - 14,1715
Bass Coast,VIC,15 - 19,1562
Bass Coast,VIC,20 - 24,1259
Bass Coast,VIC,25 - 29,1463
Bass Coast,VIC,30 - 34,1556
Bass Coast,VIC,35 - 39,1644
Bass Coast,VIC,40 - 44,2033
Bass Coast,VIC,45 - 49,1918
Bass Coast,VIC,50 - 54,2102
Bass Coast,VIC,55 - 59,2281
Bass Coast,VIC,60 - 64,2456
Bass Coast,VIC,65 - 69,2567
Bass Coast,VIC,70 - 74,1841
Bass Coast,VIC,75 - 79,1311
Bass Coast,VIC,80 - 84,1046
Bass Coast,VIC,85 and over,948
Bassendean,WA,0 - 4,1105
Bassendean,WA,5 - 9,881
Bassendean,WA,10 - 14,787
Bassendean,WA,15 - 19,923
Bassendean,WA,20 - 24,1039
Bassendean,WA,25 - 29,1280
Bassendean,WA,30 - 34,1290
Bassendean,WA,35 - 39,1137
Bassendean,WA,40 - 44,1230
Bassendean,WA,45 - 49,1069
Bassendean,WA,50 - 54,1062
Bassendean,WA,55 - 59,944
Bassendean,WA,60 - 64,855
Bassendean,WA,65 - 69,693
Bassendean,WA,70 - 74,505
Bassendean,WA,75 - 79,423
Bassendean,WA,80 - 84,305
Bassendean,WA,85 and over,300
Bathurst Regional,NSW,0 - 4,2763
Bathurst Regional,NSW,5 - 9,2834
Bathurst Regional,NSW,10 - 14,2754
Bathurst Regional,NSW,15 - 19,3100
Bathurst Regional,NSW,20 - 24,3335
Bathurst Regional,NSW,25 - 29,2691
Bathurst Regional,NSW,30 - 34,2391
Bathurst Regional,NSW,35 - 39,2354
Bathurst Regional,NSW,40 - 44,2712
Bathurst Regional,NSW,45 - 49,2514
Bathurst Regional,NSW,50 - 54,2653
Bathurst Regional,NSW,55 - 59,2460
Bathurst Regional,NSW,60 - 64,2199
Bathurst Regional,NSW,65 - 69,1963
Bathurst Regional,NSW,70 - 74,1409
Bathurst Regional,NSW,75 - 79,1050
Bathurst Regional,NSW,80 - 84,781
Bathurst Regional,NSW,85 and over,764
Baw Baw,VIC,0 - 4,3137
Baw Baw,VIC,5 - 9,2984
Baw Baw,VIC,10 - 14,2925
Baw Baw,VIC,15 - 19,3122
Baw Baw,VIC,20 - 24,2510
Baw Baw,VIC,25 - 29,2673
Baw Baw,VIC,30 - 34,2375
Baw Baw,VIC,35 - 39,2491
Baw Baw,VIC,40 - 44,2994
Baw Baw,VIC,45 - 49,2947
Baw Baw,VIC,50 - 54,3326
Baw Baw,VIC,55 - 59,3122
Baw Baw,VIC,60 - 64,3011
Baw Baw,VIC,65 - 69,2652
Baw Baw,VIC,70 - 74,2021
Baw Baw,VIC,75 - 79,1433
Baw Baw,VIC,80 - 84,986
Baw Baw,VIC,85 and over,918
Bayside,VIC,0 - 4,10122
Bayside,VIC,0 - 4,5703
Bayside,VIC,5 - 9,8260
Bayside,VIC,5 - 9,6787
Bayside,VIC,10 - 14,7453
Bayside,VIC,10 - 14,6548
Bayside,VIC,15 - 19,8387
Bayside,VIC,15 - 19,5958
Bayside,VIC,20 - 24,11167
Bayside,VIC,20 - 24,5417
Bayside,VIC,25 - 29,14332
Bayside,VIC,25 - 29,4280
Bayside,VIC,30 - 34,13368
Bayside,VIC,30 - 34,4368
Bayside,VIC,35 - 39,11391
Bayside,VIC,35 - 39,5679
Bayside,VIC,40 - 44,11020
Bayside,VIC,40 - 44,7994
Bayside,VIC,45 - 49,9446
Bayside,VIC,45 - 49,7678
Bayside,VIC,50 - 54,9047
Bayside,VIC,50 - 54,7674
Bayside,VIC,55 - 59,7972
Bayside,VIC,55 - 59,6528
Bayside,VIC,60 - 64,7272
Bayside,VIC,60 - 64,5818
Bayside,VIC,65 - 69,6432
Bayside,VIC,65 - 69,5300
Bayside,VIC,70 - 74,4916
Bayside,VIC,70 - 74,3638
Bayside,VIC,75 - 79,4263
Bayside,VIC,75 - 79,2829
Bayside,VIC,80 - 84,3182
Bayside,VIC,80 - 84,2615
Bayside,VIC,85 and over,3279
Bayside,VIC,85 and over,3438
Bayswater,WA,0 - 4,4293
Bayswater,WA,5 - 9,3462
Bayswater,WA,10 - 14,3080
Bayswater,WA,15 - 19,3577
Bayswater,WA,20 - 24,5229
Bayswater,WA,25 - 29,7032
Bayswater,WA,30 - 34,6164
Bayswater,WA,35 - 39,5049
Bayswater,WA,40 - 44,4974
Bayswater,WA,45 - 49,4364
Bayswater,WA,50 - 54,4351
Bayswater,WA,55 - 59,4022
Bayswater,WA,60 - 64,3659
Bayswater,WA,65 - 69,3074
Bayswater,WA,70 - 74,2208
Bayswater,WA,75 - 79,1753
Bayswater,WA,80 - 84,1323
Bayswater,WA,85 and over,1469
Bega Valley,NSW,0 - 4,1757
Bega Valley,NSW,5 - 9,1879
Bega Valley,NSW,10 - 14,2018
Bega Valley,NSW,15 - 19,1984
Bega Valley,NSW,20 - 24,1323
Bega Valley,NSW,25 - 29,1277
Bega Valley,NSW,30 - 34,1313
Bega Valley,NSW,35 - 39,1507
Bega Valley,NSW,40 - 44,1920
Bega Valley,NSW,45 - 49,2195
Bega Valley,NSW,50 - 54,2814
Bega Valley,NSW,55 - 59,2982
Bega Valley,NSW,60 - 64,2802
Bega Valley,NSW,65 - 69,2538
Bega Valley,NSW,70 - 74,1912
Bega Valley,NSW,75 - 79,1387
Bega Valley,NSW,80 - 84,922
Bega Valley,NSW,85 and over,900
Bellingen,NSW,0 - 4,723
Bellingen,NSW,5 - 9,827
Bellingen,NSW,10 - 14,876
Bellingen,NSW,15 - 19,817
Bellingen,NSW,20 - 24,446
Bellingen,NSW,25 - 29,451
Bellingen,NSW,30 - 34,481
Bellingen,NSW,35 - 39,609
Bellingen,NSW,40 - 44,862
Bellingen,NSW,45 - 49,899
Bellingen,NSW,50 - 54,1075
Bellingen,NSW,55 - 59,1155
Bellingen,NSW,60 - 64,1000
Bellingen,NSW,65 - 69,876
Bellingen,NSW,70 - 74,659
Bellingen,NSW,75 - 79,483
Bellingen,NSW,80 - 84,354
Bellingen,NSW,85 and over,327
Belmont,WA,0 - 4,2651
Belmont,WA,5 - 9,2023
Belmont,WA,10 - 14,1708
Belmont,WA,15 - 19,2062
Belmont,WA,20 - 24,3612
Belmont,WA,25 - 29,4538
Belmont,WA,30 - 34,3844
Belmont,WA,35 - 39,3037
Belmont,WA,40 - 44,2729
Belmont,WA,45 - 49,2377
Belmont,WA,50 - 54,2370
Belmont,WA,55 - 59,2076
Belmont,WA,60 - 64,1745
Belmont,WA,65 - 69,1452
Belmont,WA,70 - 74,1197
Belmont,WA,75 - 79,1030
Belmont,WA,80 - 84,758
Belmont,WA,85 and over,710
Belyuen,NT,0 - 4,7
Belyuen,NT,5 - 9,24
Belyuen,NT,10 - 14,27
Belyuen,NT,15 - 19,14
Belyuen,NT,20 - 24,11
Belyuen,NT,25 - 29,14
Belyuen,NT,30 - 34,27
Belyuen,NT,35 - 39,12
Belyuen,NT,40 - 44,21
Belyuen,NT,45 - 49,13
Belyuen,NT,50 - 54,11
Belyuen,NT,55 - 59,4
Belyuen,NT,60 - 64,6
Belyuen,NT,65 - 69,0
Belyuen,NT,70 - 74,2
Belyuen,NT,75 - 79,1
Belyuen,NT,80 - 84,4
Belyuen,NT,85 and over,1
Benalla,VIC,0 - 4,764
Benalla,VIC,5 - 9,774
Benalla,VIC,10 - 14,825
Benalla,VIC,15 - 19,876
Benalla,VIC,20 - 24,655
Benalla,VIC,25 - 29,645
Benalla,VIC,30 - 34,598
Benalla,VIC,35 - 39,620
Benalla,VIC,40 - 44,792
Benalla,VIC,45 - 49,884
Benalla,VIC,50 - 54,1125
Benalla,VIC,55 - 59,1104
Benalla,VIC,60 - 64,1063
Benalla,VIC,65 - 69,910
Benalla,VIC,70 - 74,740
Benalla,VIC,75 - 79,567
Benalla,VIC,80 - 84,465
Benalla,VIC,85 and over,471
Berri and Barmera,SA,0 - 4,618
Berri and Barmera,SA,5 - 9,702
Berri and Barmera,SA,10 - 14,742
Berri and Barmera,SA,15 - 19,650
Berri and Barmera,SA,20 - 24,561
Berri and Barmera,SA,25 - 29,600
Berri and Barmera,SA,30 - 34,565
Berri and Barmera,SA,35 - 39,590
Berri and Barmera,SA,40 - 44,708
Berri and Barmera,SA,45 - 49,681
Berri and Barmera,SA,50 - 54,820
Berri and Barmera,SA,55 - 59,811
Berri and Barmera,SA,60 - 64,741
Berri and Barmera,SA,65 - 69,601
Berri and Barmera,SA,70 - 74,431
Berri and Barmera,SA,75 - 79,400
Berri and Barmera,SA,80 - 84,302
Berri and Barmera,SA,85 and over,281
Berrigan,NSW,0 - 4,474
Berrigan,NSW,5 - 9,505
Berrigan,NSW,10 - 14,476
Berrigan,NSW,15 - 19,503
Berrigan,NSW,20 - 24,364
Berrigan,NSW,25 - 29,340
Berrigan,NSW,30 - 34,348
Berrigan,NSW,35 - 39,413
Berrigan,NSW,40 - 44,476
Berrigan,NSW,45 - 49,454
Berrigan,NSW,50 - 54,554
Berrigan,NSW,55 - 59,634
Berrigan,NSW,60 - 64,696
Berrigan,NSW,65 - 69,676
Berrigan,NSW,70 - 74,553
Berrigan,NSW,75 - 79,417
Berrigan,NSW,80 - 84,281
Berrigan,NSW,85 and over,272
Beverley,WA,0 - 4,88
Beverley,WA,5 - 9,103
Beverley,WA,10 - 14,110
Beverley,WA,15 - 19,64
Beverley,WA,20 - 24,55
Beverley,WA,25 - 29,47
Beverley,WA,30 - 34,82
Beverley,WA,35 - 39,72
Beverley,WA,40 - 44,123
Beverley,WA,45 - 49,99
Beverley,WA,50 - 54,145
Beverley,WA,55 - 59,157
Beverley,WA,60 - 64,150
Beverley,WA,65 - 69,142
Beverley,WA,70 - 74,107
Beverley,WA,75 - 79,70
Beverley,WA,80 - 84,44
Beverley,WA,85 and over,34
Blacktown,NSW,0 - 4,27020
Blacktown,NSW,5 - 9,24908
Blacktown,NSW,10 - 14,23204
Blacktown,NSW,15 - 19,23091
Blacktown,NSW,20 - 24,23346
Blacktown,NSW,25 - 29,24821
Blacktown,NSW,30 - 34,26907
Blacktown,NSW,35 - 39,24662
Blacktown,NSW,40 - 44,23591
Blacktown,NSW,45 - 49,20958
Blacktown,NSW,50 - 54,19839
Blacktown,NSW,55 - 59,17332
Blacktown,NSW,60 - 64,14441
Blacktown,NSW,65 - 69,11443
Blacktown,NSW,70 - 74,7288
Blacktown,NSW,75 - 79,5196
Blacktown,NSW,80 - 84,3670
Blacktown,NSW,85 and over,3080
Bland,NSW,0 - 4,463
Bland,NSW,5 - 9,458
Bland,NSW,10 - 14,403
Bland,NSW,15 - 19,344
Bland,NSW,20 - 24,271
Bland,NSW,25 - 29,281
Bland,NSW,30 - 34,320
Bland,NSW,35 - 39,370
Bland,NSW,40 - 44,346
Bland,NSW,45 - 49,346
Bland,NSW,50 - 54,453
Bland,NSW,55 - 59,413
Bland,NSW,60 - 64,367
Bland,NSW,65 - 69,316
Bland,NSW,70 - 74,284
Bland,NSW,75 - 79,226
Bland,NSW,80 - 84,199
Bland,NSW,85 and over,168
Blayney,NSW,0 - 4,536
Blayney,NSW,5 - 9,536
Blayney,NSW,10 - 14,531
Blayney,NSW,15 - 19,460
Blayney,NSW,20 - 24,375
Blayney,NSW,25 - 29,347
Blayney,NSW,30 - 34,365
Blayney,NSW,35 - 39,396
Blayney,NSW,40 - 44,532
Blayney,NSW,45 - 49,495
Blayney,NSW,50 - 54,540
Blayney,NSW,55 - 59,486
Blayney,NSW,60 - 64,455
Blayney,NSW,65 - 69,393
Blayney,NSW,70 - 74,305
Blayney,NSW,75 - 79,246
Blayney,NSW,80 - 84,188
Blayney,NSW,85 and over,117
Blue Mountains,NSW,0 - 4,4725
Blue Mountains,NSW,5 - 9,5144
Blue Mountains,NSW,10 - 14,5067
Blue Mountains,NSW,15 - 19,4999
Blue Mountains,NSW,20 - 24,4076
Blue Mountains,NSW,25 - 29,3616
Blue Mountains,NSW,30 - 34,3957
Blue Mountains,NSW,35 - 39,4735
Blue Mountains,NSW,40 - 44,5867
Blue Mountains,NSW,45 - 49,5418
Blue Mountains,NSW,50 - 54,6091
Blue Mountains,NSW,55 - 59,5984
