Local Government Area,State/Territory,Age Group,Population
Barossa,SA,40 - 44,1685
Barossa,SA,45 - 49,1565
Barossa,SA,50 - 54,1489
Barossa,SA,55 - 59,1290
Barossa,SA,60 - 64,973
Barossa,SA,65 - 69,806
Barossa,SA,70 - 74,695
Barossa,SA,75 - 79,628
Barossa,SA,80 - 84,474
Barossa,SA,85 and over,402
Barunga West,SA,0 - 4,151
Barunga West,SA,5 - 9,169
Barunga West,SA,10 - 14,165
Barunga West,SA,15 - 19,116
Barunga West,SA,20 - 24,75
Barunga West,SA,25 - 29,125
Barunga West,SA,30 - 34,140
Barunga West,SA,35 - 39,160
Barunga West,SA,40 - 44,188
Barunga West,SA,45 - 49,176
Barunga West,SA,50 - 54,202
Barunga West,SA,55 - 59,212
Barunga West,SA,60 - 64,161
Barunga West,SA,65 - 69,143
Barunga West,SA,70 - 74,150
Barunga West,SA,75 - 79,129
Barunga West,SA,80 - 84,81
Barunga West,SA,85 and over,53
Bass Coast,VIC,0 - 4,1421
Bass Coast,VIC,5 - 9,1556
Bass Coast,VIC,10 - 14,1714
Bass Coast,VIC,15 - 19,1452
Bass Coast,VIC,20 - 24,994
Bass Coast,VIC,25 - 29,1118
Bass Coast,VIC,30 - 34,1510
Bass Coast,VIC,35 - 39,1597
Bass Coast,VIC,40 - 44,1791
Bass Coast,VIC,45 - 49,1790
Bass Coast,VIC,50 - 54,1842
Bass Coast,VIC,55 - 59,1932
Bass Coast,VIC,60 - 64,1727
Bass Coast,VIC,65 - 69,1599
Bass Coast,VIC,70 - 74,1598
Bass Coast,VIC,75 - 79,1270
Bass Coast,VIC,80 - 84,809
Bass Coast,VIC,85 and over,504
Bassendean,WA,0 - 4,852
Bassendean,WA,5 - 9,863
Bassendean,WA,10 - 14,848
Bassendean,WA,15 - 19,893
Bassendean,WA,20 - 24,860
Bassendean,WA,25 - 29,936
Bassendean,WA,30 - 34,1091
Bassendean,WA,35 - 39,1096
Bassendean,WA,40 - 44,1136
Bassendean,WA,45 - 49,1066
Bassendean,WA,50 - 54,964
Bassendean,WA,55 - 59,810
Bassendean,WA,60 - 64,627
Bassendean,WA,65 - 69,557
Bassendean,WA,70 - 74,529
Bassendean,WA,75 - 79,426
Bassendean,WA,80 - 84,280
Bassendean,WA,85 and over,196
Bathurst Regional,NSW,0 - 4,2415
Bathurst Regional,NSW,5 - 9,2437
Bathurst Regional,NSW,10 - 14,2754
Bathurst Regional,NSW,15 - 19,3396
Bathurst Regional,NSW,20 - 24,2931
Bathurst Regional,NSW,25 - 29,2176
Bathurst Regional,NSW,30 - 34,2485
Bathurst Regional,NSW,35 - 39,2362
Bathurst Regional,NSW,40 - 44,2728
Bathurst Regional,NSW,45 - 49,2490
Bathurst Regional,NSW,50 - 54,2237
Bathurst Regional,NSW,55 - 59,2002
Bathurst Regional,NSW,60 - 64,1467
Bathurst Regional,NSW,65 - 69,1178
Bathurst Regional,NSW,70 - 74,1031
Bathurst Regional,NSW,75 - 79,892
Bathurst Regional,NSW,80 - 84,587
Bathurst Regional,NSW,85 and over,516
Baw Baw,VIC,0 - 4,2259
Baw Baw,VIC,5 - 9,2726
Baw Baw,VIC,10 - 14,3057
Baw Baw,VIC,15 - 19,2818
Baw Baw,VIC,20 - 24,1786
Baw Baw,VIC,25 - 29,1772
Baw Baw,VIC,30 - 34,2264
Baw Baw,VIC,35 - 39,2363
Baw Baw,VIC,40 - 44,2932
Baw Baw,VIC,45 - 49,2730
Baw Baw,VIC,50 - 54,2572
Baw Baw,VIC,55 - 59,2164
Baw Baw,VIC,60 - 64,1801
Baw Baw,VIC,65 - 69,1470
Baw Baw,VIC,70 - 74,1219
Baw Baw,VIC,75 - 79,1054
Baw Baw,VIC,80 - 84,720
Baw Baw,VIC,85 and over,576
Bayside,VIC,0 - 4,8389
Bayside,VIC,0 - 4,5315
Bayside,VIC,5 - 9,7437
Bayside,VIC,5 - 9,5586
Bayside,VIC,10 - 14,6936
Bayside,VIC,10 - 14,5846
Bayside,VIC,15 - 19,7316
Bayside,VIC,15 - 19,5500
Bayside,VIC,20 - 24,9589
Bayside,VIC,20 - 24,4558
Bayside,VIC,25 - 29,10643
Bayside,VIC,25 - 29,3926
Bayside,VIC,30 - 34,11166
Bayside,VIC,30 - 34,5720
Bayside,VIC,35 - 39,10123
Bayside,VIC,35 - 39,6495
Bayside,VIC,40 - 44,9585
Bayside,VIC,40 - 44,7504
Bayside,VIC,45 - 49,8503
Bayside,VIC,45 - 49,6950
Bayside,VIC,50 - 54,7990
Bayside,VIC,50 - 54,6488
Bayside,VIC,55 - 59,7394
Bayside,VIC,55 - 59,5912
Bayside,VIC,60 - 64,5837
Bayside,VIC,60 - 64,3948
Bayside,VIC,65 - 69,5336
Bayside,VIC,65 - 69,3233
Bayside,VIC,70 - 74,4571
Bayside,VIC,70 - 74,3226
Bayside,VIC,75 - 79,4076
Bayside,VIC,75 - 79,3477
Bayside,VIC,80 - 84,3069
Bayside,VIC,80 - 84,2870
Bayside,VIC,85 and over,2638
Bayside,VIC,85 and over,2534
Bayswater,WA,0 - 4,3147
Bayswater,WA,5 - 9,3066
Bayswater,WA,10 - 14,2999
Bayswater,WA,15 - 19,3748
Bayswater,WA,20 - 24,4489
Bayswater,WA,25 - 29,4561
Bayswater,WA,30 - 34,4876
Bayswater,WA,35 - 39,4452
Bayswater,WA,40 - 44,4411
Bayswater,WA,45 - 49,4207
Bayswater,WA,50 - 54,4113
Bayswater,WA,55 - 59,3623
Bayswater,WA,60 - 64,2632
Bayswater,WA,65 - 69,2280
Bayswater,WA,70 - 74,1910
Bayswater,WA,75 - 79,1759
Bayswater,WA,80 - 84,1209
Bayswater,WA,85 and over,1012
Bega Valley,NSW,0 - 4,1696
Bega Valley,NSW,5 - 9,2147
Bega Valley,NSW,10 - 14,2500
Bega Valley,NSW,15 - 19,2099
Bega Valley,NSW,20 - 24,1095
Bega Valley,NSW,25 - 29,1167
Bega Valley,NSW,30 - 34,1597
Bega Valley,NSW,35 - 39,1895
Bega Valley,NSW,40 - 44,2449
Bega Valley,NSW,45 - 49,2559
Bega Valley,NSW,50 - 54,2292
Bega Valley,NSW,55 - 59,2193
Bega Valley,NSW,60 - 64,1933
Bega Valley,NSW,65 - 69,1630
Bega Valley,NSW,70 - 74,1414
Bega Valley,NSW,75 - 79,1158
Bega Valley,NSW,80 - 84,717
Bega Valley,NSW,85 and over,515
Bellingen,NSW,0 - 4,709
Bellingen,NSW,5 - 9,929
Bellingen,NSW,10 - 14,1062
Bellingen,NSW,15 - 19,857
Bellingen,NSW,20 - 24,395
Bellingen,NSW,25 - 29,415
Bellingen,NSW,30 - 34,632
Bellingen,NSW,35 - 39,813
Bellingen,NSW,40 - 44,1081
Bellingen,NSW,45 - 49,1106
Bellingen,NSW,50 - 54,972
Bellingen,NSW,55 - 59,827
Bellingen,NSW,60 - 64,741
Bellingen,NSW,65 - 69,639
Bellingen,NSW,70 - 74,561
Bellingen,NSW,75 - 79,424
Bellingen,NSW,80 - 84,319
Bellingen,NSW,85 and over,223
Belmont,WA,0 - 4,1866
Belmont,WA,5 - 9,1683
Belmont,WA,10 - 14,1608
Belmont,WA,15 - 19,1729
Belmont,WA,20 - 24,2350
Belmont,WA,25 - 29,2492
Belmont,WA,30 - 34,2725
Belmont,WA,35 - 39,2205
Belmont,WA,40 - 44,2146
Belmont,WA,45 - 49,1858
Belmont,WA,50 - 54,1810
Belmont,WA,55 - 59,1684
Belmont,WA,60 - 64,1430
Belmont,WA,65 - 69,1364
Belmont,WA,70 - 74,1197
Belmont,WA,75 - 79,1030
Belmont,WA,80 - 84,691
Belmont,WA,85 and over,490
Belyuen,NT,0 - 4,23
Belyuen,NT,5 - 9,25
Belyuen,NT,10 - 14,19
Belyuen,NT,15 - 19,17
Belyuen,NT,20 - 24,22
Belyuen,NT,25 - 29,14
Belyuen,NT,30 - 34,16
Belyuen,NT,35 - 39,17
Belyuen,NT,40 - 44,20
Belyuen,NT,45 - 49,10
Belyuen,NT,50 - 54,9
Belyuen,NT,55 - 59,8
Belyuen,NT,60 - 64,9
Belyuen,NT,65 - 69,2
Belyuen,NT,70 - 74,3
Belyuen,NT,75 - 79,0
Belyuen,NT,80 - 84,1
Belyuen,NT,85 and over,0
Benalla,VIC,0 - 4,833
Benalla,VIC,5 - 9,992
Benalla,VIC,10 - 14,1045
Benalla,VIC,15 - 19,1005
Benalla,VIC,20 - 24,577
Benalla,VIC,25 - 29,568
Benalla,VIC,30 - 34,705
Benalla,VIC,35 - 39,818
Benalla,VIC,40 - 44,1110
Benalla,VIC,45 - 49,1048
Benalla,VIC,50 - 54,1013
Benalla,VIC,55 - 59,888
Benalla,VIC,60 - 64,738
Benalla,VIC,65 - 69,653
Benalla,VIC,70 - 74,596
Benalla,VIC,75 - 79,582
Benalla,VIC,80 - 84,392
Benalla,VIC,85 and over,315
Berri and Barmera,SA,0 - 4,728
Berri and Barmera,SA,5 - 9,755
Berri and Barmera,SA,10 - 14,818
Berri and Barmera,SA,15 - 19,763
Berri and Barmera,SA,20 - 24,603
Berri and Barmera,SA,25 - 29,696
Berri and Barmera,SA,30 - 34,760
Berri and Barmera,SA,35 - 39,715
Berri and Barmera,SA,40 - 44,905
Berri and Barmera,SA,45 - 49,854
Berri and Barmera,SA,50 - 54,807
Berri and Barmera,SA,55 - 59,659
Berri and Barmera,SA,60 - 64,465
Berri and Barmera,SA,65 - 69,474
Berri and Barmera,SA,70 - 74,428
Berri and Barmera,SA,75 - 79,362
Berri and Barmera,SA,80 - 84,252
Berri and Barmera,SA,85 and over,182
Berrigan,NSW,0 - 4,476
Berrigan,NSW,5 - 9,536
Berrigan,NSW,10 - 14,588
Berrigan,NSW,15 - 19,512
Berrigan,NSW,20 - 24,328
Berrigan,NSW,25 - 29,389
Berrigan,NSW,30 - 34,445
Berrigan,NSW,35 - 39,443
Berrigan,NSW,40 - 44,536
Berrigan,NSW,45 - 49,576
Berrigan,NSW,50 - 54,545
Berrigan,NSW,55 - 59,556
Berrigan,NSW,60 - 64,486
Berrigan,NSW,65 - 69,462
Berrigan,NSW,70 - 74,413
Berrigan,NSW,75 - 79,346
Berrigan,NSW,80 - 84,217
Berrigan,NSW,85 and over,181
Beverley,WA,0 - 4,100
Beverley,WA,5 - 9,106
Beverley,WA,10 - 14,107
Beverley,WA,15 - 19,54
Beverley,WA,20 - 24,41
Beverley,WA,25 - 29,76
Beverley,WA,30 - 34,96
Beverley,WA,35 - 39,100
Beverley,WA,40 - 44,100
Beverley,WA,45 - 49,139
Beverley,WA,50 - 54,145
Beverley,WA,55 - 59,143
Beverley,WA,60 - 64,139
Beverley,WA,65 - 69,85
Beverley,WA,70 - 74,79
Beverley,WA,75 - 79,42
Beverley,WA,80 - 84,33
Beverley,WA,85 and over,33
Blacktown,NSW,0 - 4,22586
Blacktown,NSW,5 - 9,22500
Blacktown,NSW,10 - 14,21100
Blacktown,NSW,15 - 19,20097
Blacktown,NSW,20 - 24,20036
Blacktown,NSW,25 - 29,20471
Blacktown,NSW,30 - 34,22815
Blacktown,NSW,35 - 39,20991
Blacktown,NSW,40 - 44,20344
Blacktown,NSW,45 - 49,18094
Blacktown,NSW,50 - 54,16428
Blacktown,NSW,55 - 59,13394
Blacktown,NSW,60 - 64,8983
Blacktown,NSW,65 - 69,6949
Blacktown,NSW,70 - 74,5729
Blacktown,NSW,75 - 79,4214
Blacktown,NSW,80 - 84,2497
Blacktown,NSW,85 and over,1578
Bland,NSW,0 - 4,484
Bland,NSW,5 - 9,486
Bland,NSW,10 - 14,507
Bland,NSW,15 - 19,430
Bland,NSW,20 - 24,272
Bland,NSW,25 - 29,351
Bland,NSW,30 - 34,371
Bland,NSW,35 - 39,385
Bland,NSW,40 - 44,502
Bland,NSW,45 - 49,464
Bland,NSW,50 - 54,430
Bland,NSW,55 - 59,369
Bland,NSW,60 - 64,337
Bland,NSW,65 - 69,290
Bland,NSW,70 - 74,293
Bland,NSW,75 - 79,246
Bland,NSW,80 - 84,118
Bland,NSW,85 and over,118
Blayney,NSW,0 - 4,463
Blayney,NSW,5 - 9,516
Blayney,NSW,10 - 14,522
Blayney,NSW,15 - 19,454
Blayney,NSW,20 - 24,272
Blayney,NSW,25 - 29,294
Blayney,NSW,30 - 34,433
Blayney,NSW,35 - 39,450
Blayney,NSW,40 - 44,524
Blayney,NSW,45 - 49,470
Blayney,NSW,50 - 54,464
Blayney,NSW,55 - 59,409
Blayney,NSW,60 - 64,342
Blayney,NSW,65 - 69,318
Blayney,NSW,70 - 74,278
Blayney,NSW,75 - 79,174
Blayney,NSW,80 - 84,93
Blayney,NSW,85 and over,86
Blue Mountains,NSW,0 - 4,4823
Blue Mountains,NSW,5 - 9,5206
Blue Mountains,NSW,10 - 14,5612
Blue Mountains,NSW,15 - 19,5510
Blue Mountains,NSW,20 - 24,4098
Blue Mountains,NSW,25 - 29,3910
Blue Mountains,NSW,30 - 34,4850
Blue Mountains,NSW,35 - 39,5138
Blue Mountains,NSW,40 - 44,6227
Blue Mountains,NSW,45 - 49,6138
Blue Mountains,NSW,50 - 54,6010
Blue Mountains,NSW,55 - 59,5206
Blue Mountains,NSW,60 - 64,3442
Blue Mountains,NSW,65 - 69,2867
