Local Government Area,State/Territory,Age Group,Population
Armadale,WA,75 - 79,922
Armadale,WA,80 - 84,572
Armadale,WA,85 and over,441
Ashburton,WA,0 - 4,628
Ashburton,WA,5 - 9,634
Ashburton,WA,10 - 14,467
Ashburton,WA,15 - 19,309
Ashburton,WA,20 - 24,348
Ashburton,WA,25 - 29,569
Ashburton,WA,30 - 34,739
Ashburton,WA,35 - 39,680
Ashburton,WA,40 - 44,556
Ashburton,WA,45 - 49,391
Ashburton,WA,50 - 54,284
Ashburton,WA,55 - 59,159
Ashburton,WA,60 - 64,107
Ashburton,WA,65 - 69,34
Ashburton,WA,70 - 74,27
Ashburton,WA,75 - 79,19
Ashburton,WA,80 - 84,12
Ashburton,WA,85 and over,6
Augusta-Margaret River,WA,0 - 4,690
Augusta-Margaret River,WA,5 - 9,814
Augusta-Margaret River,WA,10 - 14,787
Augusta-Margaret River,WA,15 - 19,668
Augusta-Margaret River,WA,20 - 24,556
Augusta-Margaret River,WA,25 - 29,719
Augusta-Margaret River,WA,30 - 34,837
Augusta-Margaret River,WA,35 - 39,864
Augusta-Margaret River,WA,40 - 44,965
Augusta-Margaret River,WA,45 - 49,785
Augusta-Margaret River,WA,50 - 54,615
Augusta-Margaret River,WA,55 - 59,428
Augusta-Margaret River,WA,60 - 64,374
Augusta-Margaret River,WA,65 - 69,329
Augusta-Margaret River,WA,70 - 74,304
Augusta-Margaret River,WA,75 - 79,219
Augusta-Margaret River,WA,80 - 84,153
Augusta-Margaret River,WA,85 and over,121
Aurukun,QLD,0 - 4,122
Aurukun,QLD,5 - 9,111
Aurukun,QLD,10 - 14,100
Aurukun,QLD,15 - 19,98
Aurukun,QLD,20 - 24,98
Aurukun,QLD,25 - 29,91
Aurukun,QLD,30 - 34,94
Aurukun,QLD,35 - 39,85
Aurukun,QLD,40 - 44,52
Aurukun,QLD,45 - 49,64
Aurukun,QLD,50 - 54,64
Aurukun,QLD,55 - 59,35
Aurukun,QLD,60 - 64,30
Aurukun,QLD,65 - 69,10
Aurukun,QLD,70 - 74,10
Aurukun,QLD,75 - 79,5
Aurukun,QLD,80 - 84,5
Aurukun,QLD,85 and over,0
Ballarat,VIC,0 - 4,5545
Ballarat,VIC,5 - 9,5883
Ballarat,VIC,10 - 14,6080
Ballarat,VIC,15 - 19,6717
Ballarat,VIC,20 - 24,6110
Ballarat,VIC,25 - 29,5574
Ballarat,VIC,30 - 34,5582
Ballarat,VIC,35 - 39,5777
Ballarat,VIC,40 - 44,5917
Ballarat,VIC,45 - 49,5427
Ballarat,VIC,50 - 54,5100
Ballarat,VIC,55 - 59,3817
Ballarat,VIC,60 - 64,3290
Ballarat,VIC,65 - 69,2983
Ballarat,VIC,70 - 74,2998
Ballarat,VIC,75 - 79,2491
Ballarat,VIC,80 - 84,1615
Ballarat,VIC,85 and over,1427
Ballina,NSW,0 - 4,2175
Ballina,NSW,5 - 9,2544
Ballina,NSW,10 - 14,2827
Ballina,NSW,15 - 19,2566
Ballina,NSW,20 - 24,1681
Ballina,NSW,25 - 29,1782
Ballina,NSW,30 - 34,2061
Ballina,NSW,35 - 39,2494
Ballina,NSW,40 - 44,2906
Ballina,NSW,45 - 49,2978
Ballina,NSW,50 - 54,2776
Ballina,NSW,55 - 59,2074
Ballina,NSW,60 - 64,1854
Ballina,NSW,65 - 69,1739
Ballina,NSW,70 - 74,1880
Ballina,NSW,75 - 79,1667
Ballina,NSW,80 - 84,1070
Ballina,NSW,85 and over,782
Balonne,QLD,0 - 4,566
Balonne,QLD,5 - 9,489
Balonne,QLD,10 - 14,376
Balonne,QLD,15 - 19,303
Balonne,QLD,20 - 24,394
Balonne,QLD,25 - 29,454
Balonne,QLD,30 - 34,502
Balonne,QLD,35 - 39,456
Balonne,QLD,40 - 44,447
Balonne,QLD,45 - 49,305
Balonne,QLD,50 - 54,343
Balonne,QLD,55 - 59,251
Balonne,QLD,60 - 64,179
Balonne,QLD,65 - 69,145
Balonne,QLD,70 - 74,108
Balonne,QLD,75 - 79,79
Balonne,QLD,80 - 84,41
Balonne,QLD,85 and over,35
Balranald,NSW,0 - 4,208
Balranald,NSW,5 - 9,234
Balranald,NSW,10 - 14,215
Balranald,NSW,15 - 19,172
Balranald,NSW,20 - 24,156
Balranald,NSW,25 - 29,181
Balranald,NSW,30 - 34,202
Balranald,NSW,35 - 39,211
Balranald,NSW,40 - 44,234
Balranald,NSW,45 - 49,211
Balranald,NSW,50 - 54,161
Balranald,NSW,55 - 59,123
Balranald,NSW,60 - 64,117
Balranald,NSW,65 - 69,102
Balranald,NSW,70 - 74,88
Balranald,NSW,75 - 79,77
Balranald,NSW,80 - 84,42
Balranald,NSW,85 and over,17
Banana,QLD,0 - 4,1223
Banana,QLD,5 - 9,1257
Banana,QLD,10 - 14,1228
Banana,QLD,15 - 19,1005
Banana,QLD,20 - 24,959
Banana,QLD,25 - 29,1088
Banana,QLD,30 - 34,1116
Banana,QLD,35 - 39,1323
Banana,QLD,40 - 44,1260
Banana,QLD,45 - 49,1098
Banana,QLD,50 - 54,973
Banana,QLD,55 - 59,788
Banana,QLD,60 - 64,713
Banana,QLD,65 - 69,500
Banana,QLD,70 - 74,396
Banana,QLD,75 - 79,291
Banana,QLD,80 - 84,152
Banana,QLD,85 and over,164
Banyule,VIC,0 - 4,6974
Banyule,VIC,5 - 9,7179
Banyule,VIC,10 - 14,7647
Banyule,VIC,15 - 19,8064
Banyule,VIC,20 - 24,8258
Banyule,VIC,25 - 29,8493
Banyule,VIC,30 - 34,8615
Banyule,VIC,35 - 39,8581
Banyule,VIC,40 - 44,8736
Banyule,VIC,45 - 49,8449
Banyule,VIC,50 - 54,8391
Banyule,VIC,55 - 59,6613
Banyule,VIC,60 - 64,5095
Banyule,VIC,65 - 69,4437
Banyule,VIC,70 - 74,4331
Banyule,VIC,75 - 79,3824
Banyule,VIC,80 - 84,2379
Banyule,VIC,85 and over,1901
Barcaldine,QLD,0 - 4,285
Barcaldine,QLD,5 - 9,291
Barcaldine,QLD,10 - 14,246
Barcaldine,QLD,15 - 19,185
Barcaldine,QLD,20 - 24,200
Barcaldine,QLD,25 - 29,270
Barcaldine,QLD,30 - 34,292
Barcaldine,QLD,35 - 39,282
Barcaldine,QLD,40 - 44,259
Barcaldine,QLD,45 - 49,205
Barcaldine,QLD,50 - 54,196
Barcaldine,QLD,55 - 59,185
Barcaldine,QLD,60 - 64,167
Barcaldine,QLD,65 - 69,138
Barcaldine,QLD,70 - 74,109
Barcaldine,QLD,75 - 79,75
Barcaldine,QLD,80 - 84,61
Barcaldine,QLD,85 and over,37
Barcoo,QLD,0 - 4,36
Barcoo,QLD,5 - 9,43
Barcoo,QLD,10 - 14,15
Barcoo,QLD,15 - 19,33
Barcoo,QLD,20 - 24,34
Barcoo,QLD,25 - 29,46
Barcoo,QLD,30 - 34,43
Barcoo,QLD,35 - 39,44
Barcoo,QLD,40 - 44,38
Barcoo,QLD,45 - 49,35
Barcoo,QLD,50 - 54,23
Barcoo,QLD,55 - 59,25
Barcoo,QLD,60 - 64,13
Barcoo,QLD,65 - 69,10
Barcoo,QLD,70 - 74,8
Barcoo,QLD,75 - 79,4
Barcoo,QLD,80 - 84,4
Barcoo,QLD,85 and over,0
Barkly,NT,0 - 4,781
Barkly,NT,5 - 9,805
Barkly,NT,10 - 14,683
Barkly,NT,15 - 19,693
Barkly,NT,20 - 24,674
Barkly,NT,25 - 29,637
Barkly,NT,30 - 34,586
Barkly,NT,35 - 39,541
Barkly,NT,40 - 44,449
Barkly,NT,45 - 49,428
Barkly,NT,50 - 54,382
Barkly,NT,55 - 59,203
Barkly,NT,60 - 64,196
Barkly,NT,65 - 69,82
Barkly,NT,70 - 74,72
Barkly,NT,75 - 79,38
Barkly,NT,80 - 84,28
Barkly,NT,85 and over,37
Barossa,SA,0 - 4,1209
Barossa,SA,5 - 9,1280
Barossa,SA,10 - 14,1448
Barossa,SA,15 - 19,1285
Barossa,SA,20 - 24,911
Barossa,SA,25 - 29,1069
Barossa,SA,30 - 34,1244
Barossa,SA,35 - 39,1521
Barossa,SA,40 - 44,1620
Barossa,SA,45 - 49,1502
Barossa,SA,50 - 54,1439
Barossa,SA,55 - 59,1115
Barossa,SA,60 - 64,868
Barossa,SA,65 - 69,789
Barossa,SA,70 - 74,703
Barossa,SA,75 - 79,602
Barossa,SA,80 - 84,446
Barossa,SA,85 and over,367
Barunga West,SA,0 - 4,163
Barunga West,SA,5 - 9,160
Barunga West,SA,10 - 14,166
Barunga West,SA,15 - 19,124
Barunga West,SA,20 - 24,92
Barunga West,SA,25 - 29,122
Barunga West,SA,30 - 34,133
Barunga West,SA,35 - 39,176
Barunga West,SA,40 - 44,170
Barunga West,SA,45 - 49,176
Barunga West,SA,50 - 54,206
Barunga West,SA,55 - 59,204
Barunga West,SA,60 - 64,142
Barunga West,SA,65 - 69,173
Barunga West,SA,70 - 74,134
Barunga West,SA,75 - 79,124
Barunga West,SA,80 - 84,78
Barunga West,SA,85 and over,42
Bass Coast,VIC,0 - 4,1421
Bass Coast,VIC,5 - 9,1586
Bass Coast,VIC,10 - 14,1630
Bass Coast,VIC,15 - 19,1408
Bass Coast,VIC,20 - 24,969
Bass Coast,VIC,25 - 29,1186
Bass Coast,VIC,30 - 34,1438
Bass Coast,VIC,35 - 39,1596
Bass Coast,VIC,40 - 44,1712
Bass Coast,VIC,45 - 49,1674
Bass Coast,VIC,50 - 54,1727
Bass Coast,VIC,55 - 59,1695
Bass Coast,VIC,60 - 64,1606
Bass Coast,VIC,65 - 69,1611
Bass Coast,VIC,70 - 74,1650
Bass Coast,VIC,75 - 79,1175
Bass Coast,VIC,80 - 84,689
Bass Coast,VIC,85 and over,470
Bassendean,WA,0 - 4,902
Bassendean,WA,5 - 9,899
Bassendean,WA,10 - 14,865
Bassendean,WA,15 - 19,939
Bassendean,WA,20 - 24,825
Bassendean,WA,25 - 29,1054
Bassendean,WA,30 - 34,1068
Bassendean,WA,35 - 39,1129
Bassendean,WA,40 - 44,1143
Bassendean,WA,45 - 49,1064
Bassendean,WA,50 - 54,944
Bassendean,WA,55 - 59,672
Bassendean,WA,60 - 64,629
Bassendean,WA,65 - 69,577
Bassendean,WA,70 - 74,525
Bassendean,WA,75 - 79,397
Bassendean,WA,80 - 84,248
Bassendean,WA,85 and over,175
Bathurst Regional,NSW,0 - 4,2371
Bathurst Regional,NSW,5 - 9,2479
Bathurst Regional,NSW,10 - 14,2820
Bathurst Regional,NSW,15 - 19,3388
Bathurst Regional,NSW,20 - 24,2687
Bathurst Regional,NSW,25 - 29,2303
Bathurst Regional,NSW,30 - 34,2407
Bathurst Regional,NSW,35 - 39,2517
Bathurst Regional,NSW,40 - 44,2663
Bathurst Regional,NSW,45 - 49,2438
Bathurst Regional,NSW,50 - 54,2266
Bathurst Regional,NSW,55 - 59,1758
Bathurst Regional,NSW,60 - 64,1355
Bathurst Regional,NSW,65 - 69,1121
Bathurst Regional,NSW,70 - 74,1076
Bathurst Regional,NSW,75 - 79,812
Bathurst Regional,NSW,80 - 84,546
Bathurst Regional,NSW,85 and over,497
Baw Baw,VIC,0 - 4,2355
Baw Baw,VIC,5 - 9,2846
Baw Baw,VIC,10 - 14,3083
Baw Baw,VIC,15 - 19,2682
Baw Baw,VIC,20 - 24,1760
Baw Baw,VIC,25 - 29,1868
Baw Baw,VIC,30 - 34,2275
Baw Baw,VIC,35 - 39,2565
Baw Baw,VIC,40 - 44,2886
Baw Baw,VIC,45 - 49,2624
Baw Baw,VIC,50 - 54,2498
Baw Baw,VIC,55 - 59,1913
Baw Baw,VIC,60 - 64,1677
Baw Baw,VIC,65 - 69,1346
Baw Baw,VIC,70 - 74,1273
Baw Baw,VIC,75 - 79,1001
Baw Baw,VIC,80 - 84,654
Baw Baw,VIC,85 and over,544
Bayside,VIC,0 - 4,8370
Bayside,VIC,0 - 4,5190
Bayside,VIC,5 - 9,7404
Bayside,VIC,5 - 9,5680
Bayside,VIC,10 - 14,6821
Bayside,VIC,10 - 14,5763
Bayside,VIC,15 - 19,7543
Bayside,VIC,15 - 19,5349
Bayside,VIC,20 - 24,9019
Bayside,VIC,20 - 24,4387
Bayside,VIC,25 - 29,10755
Bayside,VIC,25 - 29,4392
Bayside,VIC,30 - 34,10654
Bayside,VIC,30 - 34,5747
Bayside,VIC,35 - 39,10436
Bayside,VIC,35 - 39,6819
Bayside,VIC,40 - 44,9229
Bayside,VIC,40 - 44,7289
Bayside,VIC,45 - 49,8349
Bayside,VIC,45 - 49,6773
Bayside,VIC,50 - 54,8240
Bayside,VIC,50 - 54,6618
Bayside,VIC,55 - 59,6853
Bayside,VIC,55 - 59,5143
Bayside,VIC,60 - 64,5947
Bayside,VIC,60 - 64,3701
Bayside,VIC,65 - 69,5047
Bayside,VIC,65 - 69,3169
Bayside,VIC,70 - 74,4739
Bayside,VIC,70 - 74,3518
Bayside,VIC,75 - 79,4112
Bayside,VIC,75 - 79,3648
Bayside,VIC,80 - 84,2999
Bayside,VIC,80 - 84,2670
Bayside,VIC,85 and over,2558
Bayside,VIC,85 and over,2406
Bayswater,WA,0 - 4,3280
Bayswater,WA,5 - 9,2960
Bayswater,WA,10 - 14,3160
Bayswater,WA,15 - 19,3870
Bayswater,WA,20 - 24,4456
Bayswater,WA,25 - 29,4772
Bayswater,WA,30 - 34,4798
Bayswater,WA,35 - 39,4563
Bayswater,WA,40 - 44,4361
Bayswater,WA,45 - 49,4268
Bayswater,WA,50 - 54,4233
Bayswater,WA,55 - 59,3084
Bayswater,WA,60 - 64,2600
Bayswater,WA,65 - 69,2230
Bayswater,WA,70 - 74,1949
Bayswater,WA,75 - 79,1734
Bayswater,WA,80 - 84,1124
Bayswater,WA,85 and over,1004
Bega Valley,NSW,0 - 4,1778
Bega Valley,NSW,5 - 9,2285
Bega Valley,NSW,10 - 14,2459
Bega Valley,NSW,15 - 19,1906
Bega Valley,NSW,20 - 24,1045
Bega Valley,NSW,25 - 29,1254
Bega Valley,NSW,30 - 34,1637
Bega Valley,NSW,35 - 39,1973
Bega Valley,NSW,40 - 44,2536
Bega Valley,NSW,45 - 49,2378
Bega Valley,NSW,50 - 54,2168
Bega Valley,NSW,55 - 59,1961
Bega Valley,NSW,60 - 64,1820
Bega Valley,NSW,65 - 69,1526
Bega Valley,NSW,70 - 74,1474
Bega Valley,NSW,75 - 79,1105
Bega Valley,NSW,80 - 84,661
Bega Valley,NSW,85 and over,459
Bellingen,NSW,0 - 4,751
Bellingen,NSW,5 - 9,982
Bellingen,NSW,10 - 14,1124
Bellingen,NSW,15 - 19,826
Bellingen,NSW,20 - 24,383
Bellingen,NSW,25 - 29,469
Bellingen,NSW,30 - 34,625
Bellingen,NSW,35 - 39,889
Bellingen,NSW,40 - 44,1126
Bellingen,NSW,45 - 49,1047
Bellingen,NSW,50 - 54,883
Bellingen,NSW,55 - 59,742
Bellingen,NSW,60 - 64,689
Bellingen,NSW,65 - 69,617
Bellingen,NSW,70 - 74,574
Bellingen,NSW,75 - 79,432
Bellingen,NSW,80 - 84,270
Bellingen,NSW,85 and over,205
Belmont,WA,0 - 4,1911
Belmont,WA,5 - 9,1688
Belmont,WA,10 - 14,1532
Belmont,WA,15 - 19,1760
Belmont,WA,20 - 24,2213
Belmont,WA,25 - 29,2691
Belmont,WA,30 - 34,2579
Belmont,WA,35 - 39,2239
Belmont,WA,40 - 44,2001
Belmont,WA,45 - 49,1756
Belmont,WA,50 - 54,1842
Belmont,WA,55 - 59,1533
Belmont,WA,60 - 64,1482
Belmont,WA,65 - 69,1311
Belmont,WA,70 - 74,1242
Belmont,WA,75 - 79,1053
Belmont,WA,80 - 84,621
Belmont,WA,85 and over,465
Belyuen,NT,0 - 4,26
Belyuen,NT,5 - 9,23
Belyuen,NT,10 - 14,15
Belyuen,NT,15 - 19,24
Belyuen,NT,20 - 24,22
Belyuen,NT,25 - 29,22
Belyuen,NT,30 - 34,22
Belyuen,NT,35 - 39,16
Belyuen,NT,40 - 44,18
Belyuen,NT,45 - 49,11
Belyuen,NT,50 - 54,9
Belyuen,NT,55 - 59,12
Belyuen,NT,60 - 64,4
Belyuen,NT,65 - 69,3
Belyuen,NT,70 - 74,1
Belyuen,NT,75 - 79,0
Belyuen,NT,80 - 84,1
Belyuen,NT,85 and over,1
Benalla,VIC,0 - 4,833
Benalla,VIC,5 - 9,1076
Benalla,VIC,10 - 14,1099
Benalla,VIC,15 - 19,995
Benalla,VIC,20 - 24,560
Benalla,VIC,25 - 29,591
Benalla,VIC,30 - 34,722
Benalla,VIC,35 - 39,945
Benalla,VIC,40 - 44,1091
Benalla,VIC,45 - 49,1034
Benalla,VIC,50 - 54,997
Benalla,VIC,55 - 59,802
Benalla,VIC,60 - 64,716
Benalla,VIC,65 - 69,600
Benalla,VIC,70 - 74,651
Benalla,VIC,75 - 79,551
Benalla,VIC,80 - 84,333
Benalla,VIC,85 and over,290
Berri and Barmera,SA,0 - 4,758
Berri and Barmera,SA,5 - 9,807
Berri and Barmera,SA,10 - 14,815
Berri and Barmera,SA,15 - 19,778
Berri and Barmera,SA,20 - 24,639
Berri and Barmera,SA,25 - 29,725
Berri and Barmera,SA,30 - 34,749
Berri and Barmera,SA,35 - 39,822
Berri and Barmera,SA,40 - 44,885
Berri and Barmera,SA,45 - 49,835
Berri and Barmera,SA,50 - 54,799
Berri and Barmera,SA,55 - 59,566
Berri and Barmera,SA,60 - 64,480
Berri and Barmera,SA,65 - 69,463
Berri and Barmera,SA,70 - 74,444
Berri and Barmera,SA,75 - 79,343
Berri and Barmera,SA,80 - 84,197
Berri and Barmera,SA,85 and over,168
Berrigan,NSW,0 - 4,480
Berrigan,NSW,5 - 9,568
Berrigan,NSW,10 - 14,594
Berrigan,NSW,15 - 19,499
Berrigan,NSW,20 - 24,357
Berrigan,NSW,25 - 29,404
Berrigan,NSW,30 - 34,437
Berrigan,NSW,35 - 39,487
Berrigan,NSW,40 - 44,580
Berrigan,NSW,45 - 49,575
Berrigan,NSW,50 - 54,554
Berrigan,NSW,55 - 59,511
Berrigan,NSW,60 - 64,483
Berrigan,NSW,65 - 69,427
Berrigan,NSW,70 - 74,434
Berrigan,NSW,75 - 79,316
Berrigan,NSW,80 - 84,204
Berrigan,NSW,85 and over,165
Beverley,WA,0 - 4,107
Beverley,WA,5 - 9,125
Beverley,WA,10 - 14,94
Beverley,WA,15 - 19,55
Beverley,WA,20 - 24,48
Beverley,WA,25 - 29,86
Beverley,WA,30 - 34,103
Beverley,WA,35 - 39,104
Beverley,WA,40 - 44,100
Beverley,WA,45 - 49,125
Beverley,WA,50 - 54,137
Beverley,WA,55 - 59,130
Beverley,WA,60 - 64,122
Beverley,WA,65 - 69,67
Beverley,WA,70 - 74,65
Beverley,WA,75 - 79,41
Beverley,WA,80 - 84,35
Beverley,WA,85 and over,35
Blacktown,NSW,0 - 4,22829
Blacktown,NSW,5 - 9,22418
Blacktown,NSW,10 - 14,20526
Blacktown,NSW,15 - 19,19892
Blacktown,NSW,20 - 24,19311
Blacktown,NSW,25 - 29,21253
Blacktown,NSW,30 - 34,21886
Blacktown,NSW,35 - 39,21259
Blacktown,NSW,40 - 44,19470
Blacktown,NSW,45 - 49,17583
Blacktown,NSW,50 - 54,16524
Blacktown,NSW,55 - 59,11621
Blacktown,NSW,60 - 64,8637
Blacktown,NSW,65 - 69,6772
Blacktown,NSW,70 - 74,5588
Blacktown,NSW,75 - 79,3996
Blacktown,NSW,80 - 84,2077
Blacktown,NSW,85 and over,1461
Bland,NSW,0 - 4,492
Bland,NSW,5 - 9,512
Bland,NSW,10 - 14,517
Bland,NSW,15 - 19,427
Bland,NSW,20 - 24,291
Bland,NSW,25 - 29,339
Bland,NSW,30 - 34,384
Bland,NSW,35 - 39,465
Bland,NSW,40 - 44,498
Bland,NSW,45 - 49,461
Bland,NSW,50 - 54,431
Bland,NSW,55 - 59,335
Bland,NSW,60 - 64,361
Bland,NSW,65 - 69,317
Bland,NSW,70 - 74,309
Bland,NSW,75 - 79,225
Bland,NSW,80 - 84,130
Bland,NSW,85 and over,109
Blayney,NSW,0 - 4,475
Blayney,NSW,5 - 9,515
Blayney,NSW,10 - 14,541
Blayney,NSW,15 - 19,412
Blayney,NSW,20 - 24,254
Blayney,NSW,25 - 29,343
Blayney,NSW,30 - 34,433
Blayney,NSW,35 - 39,483
Blayney,NSW,40 - 44,500
Blayney,NSW,45 - 49,476
Blayney,NSW,50 - 54,439
Blayney,NSW,55 - 59,371
Blayney,NSW,60 - 64,358
Blayney,NSW,65 - 69,287
Blayney,NSW,70 - 74,273
Blayney,NSW,75 - 79,146
Blayney,NSW,80 - 84,95
Blayney,NSW,85 and over,77
Blue Mountains,NSW,0 - 4,5007
Blue Mountains,NSW,5 - 9,5547
Blue Mountains,NSW,10 - 14,5837
Blue Mountains,NSW,15 - 19,5591
Blue Mountains,NSW,20 - 24,4174
Blue Mountains,NSW,25 - 29,4313
Blue Mountains,NSW,30 - 34,4861
Blue Mountains,NSW,35 - 39,5666
Blue Mountains,NSW,40 - 44,6369
Blue Mountains,NSW,45 - 49,6317
Blue Mountains,NSW,50 - 54,5853
Blue Mountains,NSW,55 - 59,4306
Blue Mountains,NSW,60 - 64,3268
Blue Mountains,NSW,65 - 69,2594
