Local Government Area,State/Territory,Age Group,Population
Ballina,NSW,55 - 59,2679
Ballina,NSW,60 - 64,2101
Ballina,NSW,65 - 69,1873
Ballina,NSW,70 - 74,1660
Ballina,NSW,75 - 79,1727
Ballina,NSW,80 - 84,1292
Ballina,NSW,85 and over,996
Balonne,QLD,0 - 4,498
Balonne,QLD,5 - 9,450
Balonne,QLD,10 - 14,322
Balonne,QLD,15 - 19,248
Balonne,QLD,20 - 24,300
Balonne,QLD,25 - 29,346
Balonne,QLD,30 - 34,423
Balonne,QLD,35 - 39,418
Balonne,QLD,40 - 44,372
Balonne,QLD,45 - 49,328
Balonne,QLD,50 - 54,268
Balonne,QLD,55 - 59,267
Balonne,QLD,60 - 64,190
Balonne,QLD,65 - 69,150
Balonne,QLD,70 - 74,130
Balonne,QLD,75 - 79,79
Balonne,QLD,80 - 84,45
Balonne,QLD,85 and over,44
Balranald,NSW,0 - 4,182
Balranald,NSW,5 - 9,176
Balranald,NSW,10 - 14,187
Balranald,NSW,15 - 19,166
Balranald,NSW,20 - 24,124
Balranald,NSW,25 - 29,157
Balranald,NSW,30 - 34,174
Balranald,NSW,35 - 39,175
Balranald,NSW,40 - 44,208
Balranald,NSW,45 - 49,213
Balranald,NSW,50 - 54,197
Balranald,NSW,55 - 59,160
Balranald,NSW,60 - 64,108
Balranald,NSW,65 - 69,95
Balranald,NSW,70 - 74,87
Balranald,NSW,75 - 79,68
Balranald,NSW,80 - 84,40
Balranald,NSW,85 and over,28
Banana,QLD,0 - 4,1222
Banana,QLD,5 - 9,1221
Banana,QLD,10 - 14,1126
Banana,QLD,15 - 19,963
Banana,QLD,20 - 24,982
Banana,QLD,25 - 29,1045
Banana,QLD,30 - 34,1155
Banana,QLD,35 - 39,1075
Banana,QLD,40 - 44,1203
Banana,QLD,45 - 49,1108
Banana,QLD,50 - 54,976
Banana,QLD,55 - 59,792
Banana,QLD,60 - 64,622
Banana,QLD,65 - 69,548
Banana,QLD,70 - 74,380
Banana,QLD,75 - 79,253
Banana,QLD,80 - 84,146
Banana,QLD,85 and over,96
Banyule,VIC,0 - 4,6750
Banyule,VIC,5 - 9,6819
Banyule,VIC,10 - 14,7118
Banyule,VIC,15 - 19,7873
Banyule,VIC,20 - 24,8357
Banyule,VIC,25 - 29,7842
Banyule,VIC,30 - 34,8610
Banyule,VIC,35 - 39,8398
Banyule,VIC,40 - 44,8512
Banyule,VIC,45 - 49,8443
Banyule,VIC,50 - 54,7971
Banyule,VIC,55 - 59,7572
Banyule,VIC,60 - 64,5773
Banyule,VIC,65 - 69,4507
Banyule,VIC,70 - 74,3932
Banyule,VIC,75 - 79,3673
Banyule,VIC,80 - 84,2896
Banyule,VIC,85 and over,2103
Barcaldine,QLD,0 - 4,258
Barcaldine,QLD,5 - 9,269
Barcaldine,QLD,10 - 14,231
Barcaldine,QLD,15 - 19,192
Barcaldine,QLD,20 - 24,210
Barcaldine,QLD,25 - 29,214
Barcaldine,QLD,30 - 34,223
Barcaldine,QLD,35 - 39,276
Barcaldine,QLD,40 - 44,276
Barcaldine,QLD,45 - 49,227
Barcaldine,QLD,50 - 54,215
Barcaldine,QLD,55 - 59,178
Barcaldine,QLD,60 - 64,184
Barcaldine,QLD,65 - 69,150
Barcaldine,QLD,70 - 74,95
Barcaldine,QLD,75 - 79,79
Barcaldine,QLD,80 - 84,37
Barcaldine,QLD,85 and over,45
Barcoo,QLD,0 - 4,20
Barcoo,QLD,5 - 9,22
Barcoo,QLD,10 - 14,19
Barcoo,QLD,15 - 19,25
Barcoo,QLD,20 - 24,35
Barcoo,QLD,25 - 29,28
Barcoo,QLD,30 - 34,34
Barcoo,QLD,35 - 39,25
Barcoo,QLD,40 - 44,34
Barcoo,QLD,45 - 49,27
Barcoo,QLD,50 - 54,30
Barcoo,QLD,55 - 59,21
Barcoo,QLD,60 - 64,25
Barcoo,QLD,65 - 69,19
Barcoo,QLD,70 - 74,9
Barcoo,QLD,75 - 79,7
Barcoo,QLD,80 - 84,1
Barcoo,QLD,85 and over,0
Barkly,NT,0 - 4,761
Barkly,NT,5 - 9,705
Barkly,NT,10 - 14,678
Barkly,NT,15 - 19,696
Barkly,NT,20 - 24,693
Barkly,NT,25 - 29,662
Barkly,NT,30 - 34,616
Barkly,NT,35 - 39,517
Barkly,NT,40 - 44,509
Barkly,NT,45 - 49,429
Barkly,NT,50 - 54,387
Barkly,NT,55 - 59,318
Barkly,NT,60 - 64,190
Barkly,NT,65 - 69,147
Barkly,NT,70 - 74,69
Barkly,NT,75 - 79,43
Barkly,NT,80 - 84,18
Barkly,NT,85 and over,17
Barossa,SA,0 - 4,1209
Barossa,SA,5 - 9,1355
Barossa,SA,10 - 14,1433
Barossa,SA,15 - 19,1396
Barossa,SA,20 - 24,1018
Barossa,SA,25 - 29,1037
Barossa,SA,30 - 34,1276
Barossa,SA,35 - 39,1411
Barossa,SA,40 - 44,1669
Barossa,SA,45 - 49,1731
Barossa,SA,50 - 54,1525
Barossa,SA,55 - 59,1451
Barossa,SA,60 - 64,1072
Barossa,SA,65 - 69,847
Barossa,SA,70 - 74,731
Barossa,SA,75 - 79,662
Barossa,SA,80 - 84,507
Barossa,SA,85 and over,421
Barunga West,SA,0 - 4,139
Barunga West,SA,5 - 9,151
Barunga West,SA,10 - 14,174
Barunga West,SA,15 - 19,115
Barunga West,SA,20 - 24,88
Barunga West,SA,25 - 29,102
Barunga West,SA,30 - 34,127
Barunga West,SA,35 - 39,159
Barunga West,SA,40 - 44,184
Barunga West,SA,45 - 49,188
Barunga West,SA,50 - 54,199
Barunga West,SA,55 - 59,228
Barunga West,SA,60 - 64,176
Barunga West,SA,65 - 69,137
Barunga West,SA,70 - 74,145
Barunga West,SA,75 - 79,121
Barunga West,SA,80 - 84,90
Barunga West,SA,85 and over,67
Bass Coast,VIC,0 - 4,1416
Bass Coast,VIC,5 - 9,1532
Bass Coast,VIC,10 - 14,1748
Bass Coast,VIC,15 - 19,1477
Bass Coast,VIC,20 - 24,1041
Bass Coast,VIC,25 - 29,1085
Bass Coast,VIC,30 - 34,1419
Bass Coast,VIC,35 - 39,1623
Bass Coast,VIC,40 - 44,1800
Bass Coast,VIC,45 - 49,1830
Bass Coast,VIC,50 - 54,1935
Bass Coast,VIC,55 - 59,2042
Bass Coast,VIC,60 - 64,1957
Bass Coast,VIC,65 - 69,1720
Bass Coast,VIC,70 - 74,1487
Bass Coast,VIC,75 - 79,1336
Bass Coast,VIC,80 - 84,879
Bass Coast,VIC,85 and over,567
Bassendean,WA,0 - 4,839
Bassendean,WA,5 - 9,830
Bassendean,WA,10 - 14,817
Bassendean,WA,15 - 19,880
Bassendean,WA,20 - 24,889
Bassendean,WA,25 - 29,836
Bassendean,WA,30 - 34,1121
Bassendean,WA,35 - 39,1037
Bassendean,WA,40 - 44,1100
Bassendean,WA,45 - 49,1079
Bassendean,WA,50 - 54,995
Bassendean,WA,55 - 59,882
Bassendean,WA,60 - 64,608
Bassendean,WA,65 - 69,550
Bassendean,WA,70 - 74,505
Bassendean,WA,75 - 79,450
Bassendean,WA,80 - 84,299
Bassendean,WA,85 and over,226
Bathurst Regional,NSW,0 - 4,2443
Bathurst Regional,NSW,5 - 9,2376
Bathurst Regional,NSW,10 - 14,2684
Bathurst Regional,NSW,15 - 19,3351
Bathurst Regional,NSW,20 - 24,3130
Bathurst Regional,NSW,25 - 29,2155
Bathurst Regional,NSW,30 - 34,2417
Bathurst Regional,NSW,35 - 39,2346
Bathurst Regional,NSW,40 - 44,2627
Bathurst Regional,NSW,45 - 49,2545
Bathurst Regional,NSW,50 - 54,2353
Bathurst Regional,NSW,55 - 59,2126
Bathurst Regional,NSW,60 - 64,1610
Bathurst Regional,NSW,65 - 69,1247
Bathurst Regional,NSW,70 - 74,1061
Bathurst Regional,NSW,75 - 79,931
Bathurst Regional,NSW,80 - 84,615
Bathurst Regional,NSW,85 and over,530
Baw Baw,VIC,0 - 4,2221
Baw Baw,VIC,5 - 9,2707
Baw Baw,VIC,10 - 14,3042
Baw Baw,VIC,15 - 19,2852
Baw Baw,VIC,20 - 24,1892
Baw Baw,VIC,25 - 29,1799
Baw Baw,VIC,30 - 34,2132
Baw Baw,VIC,35 - 39,2405
Baw Baw,VIC,40 - 44,2786
Baw Baw,VIC,45 - 49,2874
Baw Baw,VIC,50 - 54,2598
Baw Baw,VIC,55 - 59,2477
Baw Baw,VIC,60 - 64,1941
Baw Baw,VIC,65 - 69,1621
Baw Baw,VIC,70 - 74,1246
Baw Baw,VIC,75 - 79,1114
Baw Baw,VIC,80 - 84,748
Baw Baw,VIC,85 and over,624
Bayside,VIC,0 - 4,8297
Bayside,VIC,0 - 4,5498
Bayside,VIC,5 - 9,7583
Bayside,VIC,5 - 9,5536
Bayside,VIC,10 - 14,6994
Bayside,VIC,10 - 14,5857
Bayside,VIC,15 - 19,7120
Bayside,VIC,15 - 19,5767
Bayside,VIC,20 - 24,9856
Bayside,VIC,20 - 24,4622
Bayside,VIC,25 - 29,10988
Bayside,VIC,25 - 29,3637
Bayside,VIC,30 - 34,11255
Bayside,VIC,30 - 34,5299
Bayside,VIC,35 - 39,10133
Bayside,VIC,35 - 39,6459
Bayside,VIC,40 - 44,9717
Bayside,VIC,40 - 44,7415
Bayside,VIC,45 - 49,8607
Bayside,VIC,45 - 49,7200
Bayside,VIC,50 - 54,7884
Bayside,VIC,50 - 54,6620
Bayside,VIC,55 - 59,7601
Bayside,VIC,55 - 59,6124
Bayside,VIC,60 - 64,6110
Bayside,VIC,60 - 64,4517
Bayside,VIC,65 - 69,5470
Bayside,VIC,65 - 69,3307
Bayside,VIC,70 - 74,4507
Bayside,VIC,70 - 74,3052
Bayside,VIC,75 - 79,4074
Bayside,VIC,75 - 79,3199
Bayside,VIC,80 - 84,3172
Bayside,VIC,80 - 84,3080
Bayside,VIC,85 and over,2744
Bayside,VIC,85 and over,2684
Bayswater,WA,0 - 4,3137
Bayswater,WA,5 - 9,2994
Bayswater,WA,10 - 14,2902
Bayswater,WA,15 - 19,3594
Bayswater,WA,20 - 24,4535
Bayswater,WA,25 - 29,4524
Bayswater,WA,30 - 34,4783
Bayswater,WA,35 - 39,4401
Bayswater,WA,40 - 44,4351
Bayswater,WA,45 - 49,4098
Bayswater,WA,50 - 54,4063
Bayswater,WA,55 - 59,3797
Bayswater,WA,60 - 64,2789
Bayswater,WA,65 - 69,2380
Bayswater,WA,70 - 74,1906
Bayswater,WA,75 - 79,1664
Bayswater,WA,80 - 84,1311
Bayswater,WA,85 and over,1115
Bega Valley,NSW,0 - 4,1677
Bega Valley,NSW,5 - 9,2033
Bega Valley,NSW,10 - 14,2527
Bega Valley,NSW,15 - 19,2095
Bega Valley,NSW,20 - 24,1195
Bega Valley,NSW,25 - 29,1086
Bega Valley,NSW,30 - 34,1484
Bega Valley,NSW,35 - 39,1882
Bega Valley,NSW,40 - 44,2307
Bega Valley,NSW,45 - 49,2661
Bega Valley,NSW,50 - 54,2500
Bega Valley,NSW,55 - 59,2366
Bega Valley,NSW,60 - 64,2094
Bega Valley,NSW,65 - 69,1752
Bega Valley,NSW,70 - 74,1417
Bega Valley,NSW,75 - 79,1167
Bega Valley,NSW,80 - 84,788
Bega Valley,NSW,85 and over,577
Bellingen,NSW,0 - 4,645
Bellingen,NSW,5 - 9,917
Bellingen,NSW,10 - 14,1031
Bellingen,NSW,15 - 19,862
Bellingen,NSW,20 - 24,415
Bellingen,NSW,25 - 29,354
Bellingen,NSW,30 - 34,609
Bellingen,NSW,35 - 39,725
Bellingen,NSW,40 - 44,1011
Bellingen,NSW,45 - 49,1152
Bellingen,NSW,50 - 54,1029
Bellingen,NSW,55 - 59,896
Bellingen,NSW,60 - 64,785
Bellingen,NSW,65 - 69,690
Bellingen,NSW,70 - 74,532
Bellingen,NSW,75 - 79,452
Bellingen,NSW,80 - 84,318
Bellingen,NSW,85 and over,259
Belmont,WA,0 - 4,1868
Belmont,WA,5 - 9,1655
Belmont,WA,10 - 14,1599
Belmont,WA,15 - 19,1786
Belmont,WA,20 - 24,2409
Belmont,WA,25 - 29,2584
Belmont,WA,30 - 34,2730
Belmont,WA,35 - 39,2326
Belmont,WA,40 - 44,2126
Belmont,WA,45 - 49,1995
Belmont,WA,50 - 54,1837
Belmont,WA,55 - 59,1775
Belmont,WA,60 - 64,1448
Belmont,WA,65 - 69,1337
Belmont,WA,70 - 74,1174
Belmont,WA,75 - 79,1039
Belmont,WA,80 - 84,734
Belmont,WA,85 and over,544
Belyuen,NT,0 - 4,25
Belyuen,NT,5 - 9,28
Belyuen,NT,10 - 14,19
Belyuen,NT,15 - 19,15
Belyuen,NT,20 - 24,27
Belyuen,NT,25 - 29,11
Belyuen,NT,30 - 34,8
Belyuen,NT,35 - 39,17
Belyuen,NT,40 - 44,16
Belyuen,NT,45 - 49,11
Belyuen,NT,50 - 54,7
Belyuen,NT,55 - 59,6
Belyuen,NT,60 - 64,10
Belyuen,NT,65 - 69,3
Belyuen,NT,70 - 74,2
Belyuen,NT,75 - 79,0
Belyuen,NT,80 - 84,0
Belyuen,NT,85 and over,0
Benalla,VIC,0 - 4,743
Benalla,VIC,5 - 9,918
Benalla,VIC,10 - 14,1110
Benalla,VIC,15 - 19,949
Benalla,VIC,20 - 24,620
Benalla,VIC,25 - 29,538
Benalla,VIC,30 - 34,652
Benalla,VIC,35 - 39,779
Benalla,VIC,40 - 44,1016
Benalla,VIC,45 - 49,1073
Benalla,VIC,50 - 54,1040
Benalla,VIC,55 - 59,987
Benalla,VIC,60 - 64,791
Benalla,VIC,65 - 69,691
Benalla,VIC,70 - 74,583
Benalla,VIC,75 - 79,575
Benalla,VIC,80 - 84,440
Benalla,VIC,85 and over,324
Berri and Barmera,SA,0 - 4,723
Berri and Barmera,SA,5 - 9,768
Berri and Barmera,SA,10 - 14,811
Berri and Barmera,SA,15 - 19,737
Berri and Barmera,SA,20 - 24,598
Berri and Barmera,SA,25 - 29,659
Berri and Barmera,SA,30 - 34,730
Berri and Barmera,SA,35 - 39,737
Berri and Barmera,SA,40 - 44,823
Berri and Barmera,SA,45 - 49,839
Berri and Barmera,SA,50 - 54,808
Berri and Barmera,SA,55 - 59,738
Berri and Barmera,SA,60 - 64,483
Berri and Barmera,SA,65 - 69,471
Berri and Barmera,SA,70 - 74,434
Berri and Barmera,SA,75 - 79,387
Berri and Barmera,SA,80 - 84,264
Berri and Barmera,SA,85 and over,180
Berrigan,NSW,0 - 4,472
Berrigan,NSW,5 - 9,518
Berrigan,NSW,10 - 14,595
Berrigan,NSW,15 - 19,495
Berrigan,NSW,20 - 24,317
Berrigan,NSW,25 - 29,346
Berrigan,NSW,30 - 34,453
Berrigan,NSW,35 - 39,434
Berrigan,NSW,40 - 44,505
Berrigan,NSW,45 - 49,576
Berrigan,NSW,50 - 54,567
Berrigan,NSW,55 - 59,561
Berrigan,NSW,60 - 64,533
Berrigan,NSW,65 - 69,484
Berrigan,NSW,70 - 74,416
Berrigan,NSW,75 - 79,384
Berrigan,NSW,80 - 84,233
Berrigan,NSW,85 and over,187
Beverley,WA,0 - 4,99
Beverley,WA,5 - 9,99
Beverley,WA,10 - 14,105
Beverley,WA,15 - 19,60
Beverley,WA,20 - 24,46
Beverley,WA,25 - 29,61
Beverley,WA,30 - 34,95
Beverley,WA,35 - 39,96
Beverley,WA,40 - 44,90
Beverley,WA,45 - 49,136
Beverley,WA,50 - 54,147
Beverley,WA,55 - 59,155
Beverley,WA,60 - 64,155
Beverley,WA,65 - 69,112
Beverley,WA,70 - 74,74
Beverley,WA,75 - 79,47
Beverley,WA,80 - 84,29
Beverley,WA,85 and over,25
Blacktown,NSW,0 - 4,22701
Blacktown,NSW,5 - 9,22825
Blacktown,NSW,10 - 14,21558
Blacktown,NSW,15 - 19,20279
Blacktown,NSW,20 - 24,20514
Blacktown,NSW,25 - 29,21002
Blacktown,NSW,30 - 34,22808
Blacktown,NSW,35 - 39,21107
Blacktown,NSW,40 - 44,20761
Blacktown,NSW,45 - 49,18654
Blacktown,NSW,50 - 54,16612
Blacktown,NSW,55 - 59,14465
Blacktown,NSW,60 - 64,9897
Blacktown,NSW,65 - 69,7256
Blacktown,NSW,70 - 74,5730
Blacktown,NSW,75 - 79,4438
Blacktown,NSW,80 - 84,2781
Blacktown,NSW,85 and over,1818
Bland,NSW,0 - 4,467
Bland,NSW,5 - 9,483
Bland,NSW,10 - 14,466
Bland,NSW,15 - 19,400
Bland,NSW,20 - 24,286
Bland,NSW,25 - 29,345
Bland,NSW,30 - 34,360
Bland,NSW,35 - 39,373
Bland,NSW,40 - 44,458
Bland,NSW,45 - 49,458
Bland,NSW,50 - 54,421
Bland,NSW,55 - 59,413
Bland,NSW,60 - 64,321
Bland,NSW,65 - 69,283
Bland,NSW,70 - 74,264
Bland,NSW,75 - 79,237
Bland,NSW,80 - 84,136
Bland,NSW,85 and over,92
Blayney,NSW,0 - 4,475
Blayney,NSW,5 - 9,496
Blayney,NSW,10 - 14,523
Blayney,NSW,15 - 19,461
Blayney,NSW,20 - 24,288
Blayney,NSW,25 - 29,273
Blayney,NSW,30 - 34,425
Blayney,NSW,35 - 39,444
Blayney,NSW,40 - 44,522
Blayney,NSW,45 - 49,473
Blayney,NSW,50 - 54,470
Blayney,NSW,55 - 59,441
Blayney,NSW,60 - 64,358
Blayney,NSW,65 - 69,328
Blayney,NSW,70 - 74,274
Blayney,NSW,75 - 79,207
Blayney,NSW,80 - 84,106
Blayney,NSW,85 and over,85
Blue Mountains,NSW,0 - 4,4817
Blue Mountains,NSW,5 - 9,5009
Blue Mountains,NSW,10 - 14,5595
Blue Mountains,NSW,15 - 19,5475
Blue Mountains,NSW,20 - 24,4200
Blue Mountains,NSW,25 - 29,3623
Blue Mountains,NSW,30 - 34,4752
Blue Mountains,NSW,35 - 39,5152
Blue Mountains,NSW,40 - 44,5817
Blue Mountains,NSW,45 - 49,6076
Blue Mountains,NSW,50 - 54,6033
Blue Mountains,NSW,55 - 59,5416
Blue Mountains,NSW,60 - 64,3907
