Local Government Area,State/Territory,Age Group,Population
Alexandrina,SA,40 - 44,1639
Alexandrina,SA,45 - 49,1517
Alexandrina,SA,50 - 54,1854
Alexandrina,SA,55 - 59,1932
Alexandrina,SA,60 - 64,2077
Alexandrina,SA,65 - 69,2205
Alexandrina,SA,70 - 74,1721
Alexandrina,SA,75 - 79,1173
Alexandrina,SA,80 - 84,815
Alexandrina,SA,85 and over,698
Alice Springs,NT,0 - 4,2169
Alice Springs,NT,5 - 9,1894
Alice Springs,NT,10 - 14,1770
Alice Springs,NT,15 - 19,1604
Alice Springs,NT,20 - 24,1848
Alice Springs,NT,25 - 29,2462
Alice Springs,NT,30 - 34,2400
Alice Springs,NT,35 - 39,2018
Alice Springs,NT,40 - 44,2160
Alice Springs,NT,45 - 49,2018
Alice Springs,NT,50 - 54,2042
Alice Springs,NT,55 - 59,1853
Alice Springs,NT,60 - 64,1352
Alice Springs,NT,65 - 69,787
Alice Springs,NT,70 - 74,549
Alice Springs,NT,75 - 79,259
Alice Springs,NT,80 - 84,189
Alice Springs,NT,85 and over,112
Alpine,VIC,0 - 4,611
Alpine,VIC,5 - 9,741
Alpine,VIC,10 - 14,717
Alpine,VIC,15 - 19,682
Alpine,VIC,20 - 24,488
Alpine,VIC,25 - 29,484
Alpine,VIC,30 - 34,498
Alpine,VIC,35 - 39,595
Alpine,VIC,40 - 44,835
Alpine,VIC,45 - 49,836
Alpine,VIC,50 - 54,1049
Alpine,VIC,55 - 59,1029
Alpine,VIC,60 - 64,948
Alpine,VIC,65 - 69,950
Alpine,VIC,70 - 74,667
Alpine,VIC,75 - 79,514
Alpine,VIC,80 - 84,357
Alpine,VIC,85 and over,354
Anangu Pitjantjatjara,SA,0 - 4,236
Anangu Pitjantjatjara,SA,5 - 9,217
Anangu Pitjantjatjara,SA,10 - 14,180
Anangu Pitjantjatjara,SA,15 - 19,249
Anangu Pitjantjatjara,SA,20 - 24,296
Anangu Pitjantjatjara,SA,25 - 29,256
Anangu Pitjantjatjara,SA,30 - 34,199
Anangu Pitjantjatjara,SA,35 - 39,186
Anangu Pitjantjatjara,SA,40 - 44,191
Anangu Pitjantjatjara,SA,45 - 49,147
Anangu Pitjantjatjara,SA,50 - 54,117
Anangu Pitjantjatjara,SA,55 - 59,103
Anangu Pitjantjatjara,SA,60 - 64,87
Anangu Pitjantjatjara,SA,65 - 69,50
Anangu Pitjantjatjara,SA,70 - 74,31
Anangu Pitjantjatjara,SA,75 - 79,27
Anangu Pitjantjatjara,SA,80 - 84,14
Anangu Pitjantjatjara,SA,85 and over,19
Ararat,VIC,0 - 4,636
Ararat,VIC,5 - 9,667
Ararat,VIC,10 - 14,605
Ararat,VIC,15 - 19,634
Ararat,VIC,20 - 24,615
Ararat,VIC,25 - 29,559
Ararat,VIC,30 - 34,613
Ararat,VIC,35 - 39,653
Ararat,VIC,40 - 44,753
Ararat,VIC,45 - 49,776
Ararat,VIC,50 - 54,844
Ararat,VIC,55 - 59,880
Ararat,VIC,60 - 64,866
Ararat,VIC,65 - 69,733
Ararat,VIC,70 - 74,601
Ararat,VIC,75 - 79,444
Ararat,VIC,80 - 84,348
Ararat,VIC,85 and over,333
Armadale,WA,0 - 4,6392
Armadale,WA,5 - 9,5359
Armadale,WA,10 - 14,4560
Armadale,WA,15 - 19,4876
Armadale,WA,20 - 24,5782
Armadale,WA,25 - 29,6780
Armadale,WA,30 - 34,6446
Armadale,WA,35 - 39,5153
Armadale,WA,40 - 44,5036
Armadale,WA,45 - 49,4682
Armadale,WA,50 - 54,4653
Armadale,WA,55 - 59,4060
Armadale,WA,60 - 64,3628
Armadale,WA,65 - 69,3034
Armadale,WA,70 - 74,1978
Armadale,WA,75 - 79,1447
Armadale,WA,80 - 84,914
Armadale,WA,85 and over,779
Ashburton,WA,0 - 4,768
Ashburton,WA,5 - 9,617
Ashburton,WA,10 - 14,416
Ashburton,WA,15 - 19,323
Ashburton,WA,20 - 24,718
Ashburton,WA,25 - 29,1631
Ashburton,WA,30 - 34,1760
Ashburton,WA,35 - 39,1465
Ashburton,WA,40 - 44,1407
Ashburton,WA,45 - 49,1147
Ashburton,WA,50 - 54,996
Ashburton,WA,55 - 59,701
Ashburton,WA,60 - 64,357
Ashburton,WA,65 - 69,126
Ashburton,WA,70 - 74,41
Ashburton,WA,75 - 79,24
Ashburton,WA,80 - 84,9
Ashburton,WA,85 and over,9
Augusta-Margaret River,WA,0 - 4,1099
Augusta-Margaret River,WA,5 - 9,1024
Augusta-Margaret River,WA,10 - 14,931
Augusta-Margaret River,WA,15 - 19,682
Augusta-Margaret River,WA,20 - 24,565
Augusta-Margaret River,WA,25 - 29,812
Augusta-Margaret River,WA,30 - 34,1058
Augusta-Margaret River,WA,35 - 39,1139
Augusta-Margaret River,WA,40 - 44,1180
Augusta-Margaret River,WA,45 - 49,964
Augusta-Margaret River,WA,50 - 54,944
Augusta-Margaret River,WA,55 - 59,975
Augusta-Margaret River,WA,60 - 64,840
Augusta-Margaret River,WA,65 - 69,618
Augusta-Margaret River,WA,70 - 74,431
Augusta-Margaret River,WA,75 - 79,315
Augusta-Margaret River,WA,80 - 84,207
Augusta-Margaret River,WA,85 and over,212
Aurukun,QLD,0 - 4,120
Aurukun,QLD,5 - 9,139
Aurukun,QLD,10 - 14,111
Aurukun,QLD,15 - 19,107
Aurukun,QLD,20 - 24,141
Aurukun,QLD,25 - 29,105
Aurukun,QLD,30 - 34,113
Aurukun,QLD,35 - 39,95
Aurukun,QLD,40 - 44,105
Aurukun,QLD,45 - 49,86
Aurukun,QLD,50 - 54,80
Aurukun,QLD,55 - 59,52
Aurukun,QLD,60 - 64,39
Aurukun,QLD,65 - 69,22
Aurukun,QLD,70 - 74,10
Aurukun,QLD,75 - 79,0
Aurukun,QLD,80 - 84,2
Aurukun,QLD,85 and over,5
Ballarat,VIC,0 - 4,6746
Ballarat,VIC,5 - 9,6648
Ballarat,VIC,10 - 14,6082
Ballarat,VIC,15 - 19,6841
Ballarat,VIC,20 - 24,7897
Ballarat,VIC,25 - 29,6807
Ballarat,VIC,30 - 34,6292
Ballarat,VIC,35 - 39,5961
Ballarat,VIC,40 - 44,6475
Ballarat,VIC,45 - 49,6182
Ballarat,VIC,50 - 54,6432
Ballarat,VIC,55 - 59,6030
Ballarat,VIC,60 - 64,5549
Ballarat,VIC,65 - 69,4960
Ballarat,VIC,70 - 74,3706
Ballarat,VIC,75 - 79,2856
Ballarat,VIC,80 - 84,2213
Ballarat,VIC,85 and over,2237
Ballina,NSW,0 - 4,2218
Ballina,NSW,5 - 9,2398
Ballina,NSW,10 - 14,2617
Ballina,NSW,15 - 19,2451
Ballina,NSW,20 - 24,1789
Ballina,NSW,25 - 29,1735
Ballina,NSW,30 - 34,2038
Ballina,NSW,35 - 39,2157
Ballina,NSW,40 - 44,2675
Ballina,NSW,45 - 49,2760
Ballina,NSW,50 - 54,3190
Ballina,NSW,55 - 59,3123
Ballina,NSW,60 - 64,3110
Ballina,NSW,65 - 69,2826
Ballina,NSW,70 - 74,2109
Ballina,NSW,75 - 79,1679
Ballina,NSW,80 - 84,1375
Ballina,NSW,85 and over,1631
Balonne,QLD,0 - 4,350
Balonne,QLD,5 - 9,425
Balonne,QLD,10 - 14,320
Balonne,QLD,15 - 19,256
Balonne,QLD,20 - 24,244
Balonne,QLD,25 - 29,290
Balonne,QLD,30 - 34,298
Balonne,QLD,35 - 39,291
Balonne,QLD,40 - 44,351
Balonne,QLD,45 - 49,323
Balonne,QLD,50 - 54,344
Balonne,QLD,55 - 59,306
Balonne,QLD,60 - 64,268
Balonne,QLD,65 - 69,228
Balonne,QLD,70 - 74,155
Balonne,QLD,75 - 79,112
Balonne,QLD,80 - 84,90
Balonne,QLD,85 and over,75
Balranald,NSW,0 - 4,187
Balranald,NSW,5 - 9,183
Balranald,NSW,10 - 14,166
Balranald,NSW,15 - 19,128
Balranald,NSW,20 - 24,135
Balranald,NSW,25 - 29,128
Balranald,NSW,30 - 34,134
Balranald,NSW,35 - 39,131
Balranald,NSW,40 - 44,164
Balranald,NSW,45 - 49,130
Balranald,NSW,50 - 54,182
Balranald,NSW,55 - 59,196
Balranald,NSW,60 - 64,150
Balranald,NSW,65 - 69,119
Balranald,NSW,70 - 74,80
Balranald,NSW,75 - 79,69
Balranald,NSW,80 - 84,58
Balranald,NSW,85 and over,36
Banana,QLD,0 - 4,1194
Banana,QLD,5 - 9,1161
Banana,QLD,10 - 14,968
Banana,QLD,15 - 19,832
Banana,QLD,20 - 24,870
Banana,QLD,25 - 29,978
Banana,QLD,30 - 34,1101
Banana,QLD,35 - 39,992
Banana,QLD,40 - 44,1015
Banana,QLD,45 - 49,947
Banana,QLD,50 - 54,1117
Banana,QLD,55 - 59,907
Banana,QLD,60 - 64,772
Banana,QLD,65 - 69,616
Banana,QLD,70 - 74,496
Banana,QLD,75 - 79,383
Banana,QLD,80 - 84,266
Banana,QLD,85 and over,245
Banyule,VIC,0 - 4,8303
Banyule,VIC,5 - 9,7485
Banyule,VIC,10 - 14,6669
Banyule,VIC,15 - 19,7190
Banyule,VIC,20 - 24,8309
Banyule,VIC,25 - 29,8608
Banyule,VIC,30 - 34,8802
Banyule,VIC,35 - 39,8787
Banyule,VIC,40 - 44,9079
Banyule,VIC,45 - 49,8244
Banyule,VIC,50 - 54,8147
Banyule,VIC,55 - 59,7802
Banyule,VIC,60 - 64,6990
Banyule,VIC,65 - 69,6425
Banyule,VIC,70 - 74,4758
Banyule,VIC,75 - 79,3545
Banyule,VIC,80 - 84,2798
Banyule,VIC,85 and over,3166
Barcaldine,QLD,0 - 4,206
Barcaldine,QLD,5 - 9,256
Barcaldine,QLD,10 - 14,188
Barcaldine,QLD,15 - 19,153
Barcaldine,QLD,20 - 24,185
Barcaldine,QLD,25 - 29,175
Barcaldine,QLD,30 - 34,211
Barcaldine,QLD,35 - 39,158
Barcaldine,QLD,40 - 44,200
Barcaldine,QLD,45 - 49,256
Barcaldine,QLD,50 - 54,248
Barcaldine,QLD,55 - 59,212
Barcaldine,QLD,60 - 64,193
Barcaldine,QLD,65 - 69,151
Barcaldine,QLD,70 - 74,142
Barcaldine,QLD,75 - 79,96
Barcaldine,QLD,80 - 84,77
Barcaldine,QLD,85 and over,59
Barcoo,QLD,0 - 4,4
Barcoo,QLD,5 - 9,14
Barcoo,QLD,10 - 14,17
Barcoo,QLD,15 - 19,14
Barcoo,QLD,20 - 24,21
Barcoo,QLD,25 - 29,16
Barcoo,QLD,30 - 34,24
Barcoo,QLD,35 - 39,16
Barcoo,QLD,40 - 44,21
Barcoo,QLD,45 - 49,22
Barcoo,QLD,50 - 54,42
Barcoo,QLD,55 - 59,27
Barcoo,QLD,60 - 64,24
Barcoo,QLD,65 - 69,20
Barcoo,QLD,70 - 74,21
Barcoo,QLD,75 - 79,10
Barcoo,QLD,80 - 84,1
Barcoo,QLD,85 and over,3
Barkly,NT,0 - 4,753
Barkly,NT,5 - 9,675
Barkly,NT,10 - 14,584
Barkly,NT,15 - 19,606
Barkly,NT,20 - 24,709
Barkly,NT,25 - 29,731
Barkly,NT,30 - 34,593
Barkly,NT,35 - 39,513
Barkly,NT,40 - 44,458
Barkly,NT,45 - 49,494
Barkly,NT,50 - 54,414
Barkly,NT,55 - 59,382
Barkly,NT,60 - 64,281
Barkly,NT,65 - 69,213
Barkly,NT,70 - 74,129
Barkly,NT,75 - 79,79
Barkly,NT,80 - 84,25
Barkly,NT,85 and over,24
Barossa,SA,0 - 4,1423
Barossa,SA,5 - 9,1569
Barossa,SA,10 - 14,1555
Barossa,SA,15 - 19,1444
Barossa,SA,20 - 24,1106
Barossa,SA,25 - 29,1167
Barossa,SA,30 - 34,1274
Barossa,SA,35 - 39,1371
Barossa,SA,40 - 44,1705
Barossa,SA,45 - 49,1607
Barossa,SA,50 - 54,1731
Barossa,SA,55 - 59,1697
Barossa,SA,60 - 64,1576
Barossa,SA,65 - 69,1366
Barossa,SA,70 - 74,988
Barossa,SA,75 - 79,728
Barossa,SA,80 - 84,561
Barossa,SA,85 and over,600
Barunga West,SA,0 - 4,92
Barunga West,SA,5 - 9,133
Barunga West,SA,10 - 14,91
Barunga West,SA,15 - 19,126
Barunga West,SA,20 - 24,66
Barunga West,SA,25 - 29,95
Barunga West,SA,30 - 34,87
Barunga West,SA,35 - 39,97
Barunga West,SA,40 - 44,173
Barunga West,SA,45 - 49,186
Barunga West,SA,50 - 54,208
Barunga West,SA,55 - 59,163
Barunga West,SA,60 - 64,247
Barunga West,SA,65 - 69,248
Barunga West,SA,70 - 74,184
Barunga West,SA,75 - 79,119
Barunga West,SA,80 - 84,102
Barunga West,SA,85 and over,104
Bass Coast,VIC,0 - 4,1853
Bass Coast,VIC,5 - 9,1844
Bass Coast,VIC,10 - 14,1752
Bass Coast,VIC,15 - 19,1544
Bass Coast,VIC,20 - 24,1295
Bass Coast,VIC,25 - 29,1442
Bass Coast,VIC,30 - 34,1600
Bass Coast,VIC,35 - 39,1584
Bass Coast,VIC,40 - 44,1968
Bass Coast,VIC,45 - 49,1961
Bass Coast,VIC,50 - 54,2155
Bass Coast,VIC,55 - 59,2311
Bass Coast,VIC,60 - 64,2545
Bass Coast,VIC,65 - 69,2643
Bass Coast,VIC,70 - 74,1971
Bass Coast,VIC,75 - 79,1389
Bass Coast,VIC,80 - 84,1031
Bass Coast,VIC,85 and over,1029
Bassendean,WA,0 - 4,1137
Bassendean,WA,5 - 9,923
Bassendean,WA,10 - 14,779
Bassendean,WA,15 - 19,927
Bassendean,WA,20 - 24,975
Bassendean,WA,25 - 29,1299
Bassendean,WA,30 - 34,1323
Bassendean,WA,35 - 39,1152
Bassendean,WA,40 - 44,1232
Bassendean,WA,45 - 49,1097
Bassendean,WA,50 - 54,1059
Bassendean,WA,55 - 59,941
Bassendean,WA,60 - 64,878
Bassendean,WA,65 - 69,724
Bassendean,WA,70 - 74,511
Bassendean,WA,75 - 79,415
Bassendean,WA,80 - 84,319
Bassendean,WA,85 and over,312
Bathurst Regional,NSW,0 - 4,2722
Bathurst Regional,NSW,5 - 9,2899
Bathurst Regional,NSW,10 - 14,2798
Bathurst Regional,NSW,15 - 19,3097
Bathurst Regional,NSW,20 - 24,3284
Bathurst Regional,NSW,25 - 29,2769
Bathurst Regional,NSW,30 - 34,2470
Bathurst Regional,NSW,35 - 39,2291
Bathurst Regional,NSW,40 - 44,2719
Bathurst Regional,NSW,45 - 49,2549
Bathurst Regional,NSW,50 - 54,2653
Bathurst Regional,NSW,55 - 59,2482
Bathurst Regional,NSW,60 - 64,2238
Bathurst Regional,NSW,65 - 69,2040
Bathurst Regional,NSW,70 - 74,1475
Bathurst Regional,NSW,75 - 79,1102
Bathurst Regional,NSW,80 - 84,773
Bathurst Regional,NSW,85 and over,796
Baw Baw,VIC,0 - 4,3178
Baw Baw,VIC,5 - 9,3151
Baw Baw,VIC,10 - 14,2914
Baw Baw,VIC,15 - 19,3112
Baw Baw,VIC,20 - 24,2548
Baw Baw,VIC,25 - 29,2706
Baw Baw,VIC,30 - 34,2501
Baw Baw,VIC,35 - 39,2490
Baw Baw,VIC,40 - 44,2940
Baw Baw,VIC,45 - 49,3007
Baw Baw,VIC,50 - 54,3297
Baw Baw,VIC,55 - 59,3262
Baw Baw,VIC,60 - 64,3080
Baw Baw,VIC,65 - 69,2793
Baw Baw,VIC,70 - 74,2128
Baw Baw,VIC,75 - 79,1544
Baw Baw,VIC,80 - 84,1008
Baw Baw,VIC,85 and over,985
Bayside,VIC,0 - 4,10171
Bayside,VIC,0 - 4,5656
Bayside,VIC,5 - 9,8524
Bayside,VIC,5 - 9,6894
Bayside,VIC,10 - 14,7395
Bayside,VIC,10 - 14,6710
Bayside,VIC,15 - 19,8543
Bayside,VIC,15 - 19,6032
Bayside,VIC,20 - 24,11678
Bayside,VIC,20 - 24,5481
Bayside,VIC,25 - 29,15105
Bayside,VIC,25 - 29,4376
Bayside,VIC,30 - 34,14146
Bayside,VIC,30 - 34,4629
Bayside,VIC,35 - 39,11550
Bayside,VIC,35 - 39,5540
Bayside,VIC,40 - 44,11165
Bayside,VIC,40 - 44,8026
Bayside,VIC,45 - 49,9518
Bayside,VIC,45 - 49,7822
Bayside,VIC,50 - 54,9335
Bayside,VIC,50 - 54,7767
Bayside,VIC,55 - 59,8021
Bayside,VIC,55 - 59,6706
Bayside,VIC,60 - 64,7391
Bayside,VIC,60 - 64,5890
Bayside,VIC,65 - 69,6539
Bayside,VIC,65 - 69,5446
Bayside,VIC,70 - 74,5019
Bayside,VIC,70 - 74,3875
Bayside,VIC,75 - 79,4292
Bayside,VIC,75 - 79,2902
Bayside,VIC,80 - 84,3249
Bayside,VIC,80 - 84,2511
Bayside,VIC,85 and over,3339
Bayside,VIC,85 and over,3534
Bayswater,WA,0 - 4,4300
Bayswater,WA,5 - 9,3559
Bayswater,WA,10 - 14,3041
Bayswater,WA,15 - 19,3528
Bayswater,WA,20 - 24,5040
Bayswater,WA,25 - 29,7003
Bayswater,WA,30 - 34,6334
Bayswater,WA,35 - 39,5122
Bayswater,WA,40 - 44,4941
Bayswater,WA,45 - 49,4352
Bayswater,WA,50 - 54,4381
Bayswater,WA,55 - 59,3968
Bayswater,WA,60 - 64,3645
Bayswater,WA,65 - 69,3164
Bayswater,WA,70 - 74,2268
Bayswater,WA,75 - 79,1796
Bayswater,WA,80 - 84,1304
Bayswater,WA,85 and over,1510
Bega Valley,NSW,0 - 4,1702
Bega Valley,NSW,5 - 9,1898
Bega Valley,NSW,10 - 14,1954
Bega Valley,NSW,15 - 19,1934
Bega Valley,NSW,20 - 24,1371
Bega Valley,NSW,25 - 29,1285
Bega Valley,NSW,30 - 34,1359
Bega Valley,NSW,35 - 39,1462
Bega Valley,NSW,40 - 44,1875
Bega Valley,NSW,45 - 49,2149
Bega Valley,NSW,50 - 54,2755
Bega Valley,NSW,55 - 59,3043
Bega Valley,NSW,60 - 64,2851
Bega Valley,NSW,65 - 69,2637
Bega Valley,NSW,70 - 74,1966
Bega Valley,NSW,75 - 79,1439
Bega Valley,NSW,80 - 84,957
Bega Valley,NSW,85 and over,925
Bellingen,NSW,0 - 4,705
Bellingen,NSW,5 - 9,843
Bellingen,NSW,10 - 14,832
Bellingen,NSW,15 - 19,786
Bellingen,NSW,20 - 24,459
Bellingen,NSW,25 - 29,455
Bellingen,NSW,30 - 34,517
Bellingen,NSW,35 - 39,572
Bellingen,NSW,40 - 44,874
Bellingen,NSW,45 - 49,845
Bellingen,NSW,50 - 54,1055
Bellingen,NSW,55 - 59,1171
Bellingen,NSW,60 - 64,1040
Bellingen,NSW,65 - 69,880
Bellingen,NSW,70 - 74,703
Bellingen,NSW,75 - 79,500
Bellingen,NSW,80 - 84,353
Bellingen,NSW,85 and over,339
Belmont,WA,0 - 4,2663
Belmont,WA,5 - 9,2110
Belmont,WA,10 - 14,1729
Belmont,WA,15 - 19,2013
Belmont,WA,20 - 24,3644
Belmont,WA,25 - 29,4622
Belmont,WA,30 - 34,4039
Belmont,WA,35 - 39,3060
Belmont,WA,40 - 44,2780
Belmont,WA,45 - 49,2371
Belmont,WA,50 - 54,2372
Belmont,WA,55 - 59,2109
Belmont,WA,60 - 64,1775
Belmont,WA,65 - 69,1528
Belmont,WA,70 - 74,1196
Belmont,WA,75 - 79,1015
Belmont,WA,80 - 84,776
Belmont,WA,85 and over,729
Belyuen,NT,0 - 4,5
Belyuen,NT,5 - 9,15
Belyuen,NT,10 - 14,28
Belyuen,NT,15 - 19,6
Belyuen,NT,20 - 24,19
Belyuen,NT,25 - 29,13
Belyuen,NT,30 - 34,23
Belyuen,NT,35 - 39,13
Belyuen,NT,40 - 44,16
Belyuen,NT,45 - 49,13
Belyuen,NT,50 - 54,18
Belyuen,NT,55 - 59,5
Belyuen,NT,60 - 64,6
Belyuen,NT,65 - 69,1
Belyuen,NT,70 - 74,1
Belyuen,NT,75 - 79,1
Belyuen,NT,80 - 84,4
Belyuen,NT,85 and over,1
Benalla,VIC,0 - 4,749
Benalla,VIC,5 - 9,763
Benalla,VIC,10 - 14,808
Benalla,VIC,15 - 19,834
Benalla,VIC,20 - 24,680
Benalla,VIC,25 - 29,653
Benalla,VIC,30 - 34,606
Benalla,VIC,35 - 39,610
Benalla,VIC,40 - 44,772
Benalla,VIC,45 - 49,874
Benalla,VIC,50 - 54,1091
Benalla,VIC,55 - 59,1100
Benalla,VIC,60 - 64,1099
Benalla,VIC,65 - 69,981
Benalla,VIC,70 - 74,754
Benalla,VIC,75 - 79,588
Benalla,VIC,80 - 84,459
Benalla,VIC,85 and over,477
Berri and Barmera,SA,0 - 4,611
Berri and Barmera,SA,5 - 9,697
Berri and Barmera,SA,10 - 14,747
Berri and Barmera,SA,15 - 19,614
Berri and Barmera,SA,20 - 24,577
Berri and Barmera,SA,25 - 29,578
Berri and Barmera,SA,30 - 34,583
Berri and Barmera,SA,35 - 39,560
Berri and Barmera,SA,40 - 44,716
Berri and Barmera,SA,45 - 49,676
Berri and Barmera,SA,50 - 54,807
Berri and Barmera,SA,55 - 59,818
Berri and Barmera,SA,60 - 64,760
Berri and Barmera,SA,65 - 69,646
Berri and Barmera,SA,70 - 74,437
Berri and Barmera,SA,75 - 79,412
Berri and Barmera,SA,80 - 84,303
Berri and Barmera,SA,85 and over,305
Berrigan,NSW,0 - 4,486
Berrigan,NSW,5 - 9,516
Berrigan,NSW,10 - 14,477
Berrigan,NSW,15 - 19,487
Berrigan,NSW,20 - 24,363
Berrigan,NSW,25 - 29,367
Berrigan,NSW,30 - 34,365
Berrigan,NSW,35 - 39,401
Berrigan,NSW,40 - 44,490
Berrigan,NSW,45 - 49,434
Berrigan,NSW,50 - 54,542
Berrigan,NSW,55 - 59,627
Berrigan,NSW,60 - 64,703
Berrigan,NSW,65 - 69,719
Berrigan,NSW,70 - 74,545
Berrigan,NSW,75 - 79,438
Berrigan,NSW,80 - 84,283
Berrigan,NSW,85 and over,276
Beverley,WA,0 - 4,87
Beverley,WA,5 - 9,106
Beverley,WA,10 - 14,104
Beverley,WA,15 - 19,50
Beverley,WA,20 - 24,56
Beverley,WA,25 - 29,48
Beverley,WA,30 - 34,102
Beverley,WA,35 - 39,70
Beverley,WA,40 - 44,121
Beverley,WA,45 - 49,99
Beverley,WA,50 - 54,140
Beverley,WA,55 - 59,158
Beverley,WA,60 - 64,155
Beverley,WA,65 - 69,134
Beverley,WA,70 - 74,115
Beverley,WA,75 - 79,81
Beverley,WA,80 - 84,52
Beverley,WA,85 and over,29
Blacktown,NSW,0 - 4,27585
Blacktown,NSW,5 - 9,25725
Blacktown,NSW,10 - 14,23310
Blacktown,NSW,15 - 19,23424
Blacktown,NSW,20 - 24,23725
Blacktown,NSW,25 - 29,25043
Blacktown,NSW,30 - 34,27744
Blacktown,NSW,35 - 39,25362
Blacktown,NSW,40 - 44,24106
Blacktown,NSW,45 - 49,21069
Blacktown,NSW,50 - 54,20205
Blacktown,NSW,55 - 59,17697
Blacktown,NSW,60 - 64,14803
Blacktown,NSW,65 - 69,11975
Blacktown,NSW,70 - 74,7680
Blacktown,NSW,75 - 79,5444
Blacktown,NSW,80 - 84,3719
Blacktown,NSW,85 and over,3209
Bland,NSW,0 - 4,451
Bland,NSW,5 - 9,450
Bland,NSW,10 - 14,416
Bland,NSW,15 - 19,340
Bland,NSW,20 - 24,295
Bland,NSW,25 - 29,260
Bland,NSW,30 - 34,344
Bland,NSW,35 - 39,351
Bland,NSW,40 - 44,341
Bland,NSW,45 - 49,346
Bland,NSW,50 - 54,431
Bland,NSW,55 - 59,427
Bland,NSW,60 - 64,359
Bland,NSW,65 - 69,343
Bland,NSW,70 - 74,274
Bland,NSW,75 - 79,230
Bland,NSW,80 - 84,189
Bland,NSW,85 and over,187
Blayney,NSW,0 - 4,523
Blayney,NSW,5 - 9,525
Blayney,NSW,10 - 14,537
Blayney,NSW,15 - 19,461
Blayney,NSW,20 - 24,376
Blayney,NSW,25 - 29,362
Blayney,NSW,30 - 34,361
Blayney,NSW,35 - 39,391
Blayney,NSW,40 - 44,534
Blayney,NSW,45 - 49,483
Blayney,NSW,50 - 54,534
Blayney,NSW,55 - 59,506
Blayney,NSW,60 - 64,460
Blayney,NSW,65 - 69,399
Blayney,NSW,70 - 74,304
Blayney,NSW,75 - 79,262
Blayney,NSW,80 - 84,172
Blayney,NSW,85 and over,132
Blue Mountains,NSW,0 - 4,4647
Blue Mountains,NSW,5 - 9,5175
Blue Mountains,NSW,10 - 14,5021
Blue Mountains,NSW,15 - 19,4966
Blue Mountains,NSW,20 - 24,4048
Blue Mountains,NSW,25 - 29,3608
Blue Mountains,NSW,30 - 34,4012
Blue Mountains,NSW,35 - 39,4699
Blue Mountains,NSW,40 - 44,5780
Blue Mountains,NSW,45 - 49,5392
Blue Mountains,NSW,50 - 54,5967
Blue Mountains,NSW,55 - 59,5945
