Local Government Area,State/Territory,Age Group,Population
Aurukun,QLD,85 and over,3
Ballarat,VIC,0 - 4,6808
Ballarat,VIC,5 - 9,6811
Ballarat,VIC,10 - 14,6182
Ballarat,VIC,15 - 19,6733
Ballarat,VIC,20 - 24,7982
Ballarat,VIC,25 - 29,7000
Ballarat,VIC,30 - 34,6447
Ballarat,VIC,35 - 39,6009
Ballarat,VIC,40 - 44,6488
Ballarat,VIC,45 - 49,6212
Ballarat,VIC,50 - 54,6503
Ballarat,VIC,55 - 59,6099
Ballarat,VIC,60 - 64,5673
Ballarat,VIC,65 - 69,5199
Ballarat,VIC,70 - 74,3865
Ballarat,VIC,75 - 79,2968
Ballarat,VIC,80 - 84,2202
Ballarat,VIC,85 and over,2298
Ballina,NSW,0 - 4,2241
Ballina,NSW,5 - 9,2449
Ballina,NSW,10 - 14,2534
Ballina,NSW,15 - 19,2491
Ballina,NSW,20 - 24,1736
Ballina,NSW,25 - 29,1784
Ballina,NSW,30 - 34,2060
Ballina,NSW,35 - 39,2147
Ballina,NSW,40 - 44,2691
Ballina,NSW,45 - 49,2745
Ballina,NSW,50 - 54,3152
Ballina,NSW,55 - 59,3165
Ballina,NSW,60 - 64,3153
Ballina,NSW,65 - 69,2921
Ballina,NSW,70 - 74,2256
Ballina,NSW,75 - 79,1730
Ballina,NSW,80 - 84,1380
Ballina,NSW,85 and over,1701
Balonne,QLD,0 - 4,329
Balonne,QLD,5 - 9,405
Balonne,QLD,10 - 14,307
Balonne,QLD,15 - 19,269
Balonne,QLD,20 - 24,229
Balonne,QLD,25 - 29,291
Balonne,QLD,30 - 34,287
Balonne,QLD,35 - 39,271
Balonne,QLD,40 - 44,321
Balonne,QLD,45 - 49,325
Balonne,QLD,50 - 54,334
Balonne,QLD,55 - 59,312
Balonne,QLD,60 - 64,268
Balonne,QLD,65 - 69,232
Balonne,QLD,70 - 74,164
Balonne,QLD,75 - 79,114
Balonne,QLD,80 - 84,84
Balonne,QLD,85 and over,68
Balranald,NSW,0 - 4,186
Balranald,NSW,5 - 9,178
Balranald,NSW,10 - 14,174
Balranald,NSW,15 - 19,129
Balranald,NSW,20 - 24,144
Balranald,NSW,25 - 29,135
Balranald,NSW,30 - 34,136
Balranald,NSW,35 - 39,133
Balranald,NSW,40 - 44,147
Balranald,NSW,45 - 49,138
Balranald,NSW,50 - 54,158
Balranald,NSW,55 - 59,188
Balranald,NSW,60 - 64,163
Balranald,NSW,65 - 69,124
Balranald,NSW,70 - 74,73
Balranald,NSW,75 - 79,71
Balranald,NSW,80 - 84,48
Balranald,NSW,85 and over,39
Banana,QLD,0 - 4,1148
Banana,QLD,5 - 9,1180
Banana,QLD,10 - 14,952
Banana,QLD,15 - 19,833
Banana,QLD,20 - 24,833
Banana,QLD,25 - 29,975
Banana,QLD,30 - 34,1088
Banana,QLD,35 - 39,1008
Banana,QLD,40 - 44,975
Banana,QLD,45 - 49,947
Banana,QLD,50 - 54,1082
Banana,QLD,55 - 59,936
Banana,QLD,60 - 64,765
Banana,QLD,65 - 69,611
Banana,QLD,70 - 74,509
Banana,QLD,75 - 79,383
Banana,QLD,80 - 84,252
Banana,QLD,85 and over,230
Banyule,VIC,0 - 4,8323
Banyule,VIC,5 - 9,7792
Banyule,VIC,10 - 14,6687
Banyule,VIC,15 - 19,7156
Banyule,VIC,20 - 24,8202
Banyule,VIC,25 - 29,8693
Banyule,VIC,30 - 34,8888
Banyule,VIC,35 - 39,8893
Banyule,VIC,40 - 44,9030
Banyule,VIC,45 - 49,8384
Banyule,VIC,50 - 54,8153
Banyule,VIC,55 - 59,7815
Banyule,VIC,60 - 64,6989
Banyule,VIC,65 - 69,6513
Banyule,VIC,70 - 74,4919
Banyule,VIC,75 - 79,3677
Banyule,VIC,80 - 84,2772
Banyule,VIC,85 and over,3202
Barcaldine,QLD,0 - 4,199
Barcaldine,QLD,5 - 9,249
Barcaldine,QLD,10 - 14,185
Barcaldine,QLD,15 - 19,153
Barcaldine,QLD,20 - 24,167
Barcaldine,QLD,25 - 29,192
Barcaldine,QLD,30 - 34,199
Barcaldine,QLD,35 - 39,151
Barcaldine,QLD,40 - 44,170
Barcaldine,QLD,45 - 49,251
Barcaldine,QLD,50 - 54,246
Barcaldine,QLD,55 - 59,204
Barcaldine,QLD,60 - 64,190
Barcaldine,QLD,65 - 69,156
Barcaldine,QLD,70 - 74,147
Barcaldine,QLD,75 - 79,100
Barcaldine,QLD,80 - 84,66
Barcaldine,QLD,85 and over,57
Barcoo,QLD,0 - 4,4
Barcoo,QLD,5 - 9,8
Barcoo,QLD,10 - 14,18
Barcoo,QLD,15 - 19,11
Barcoo,QLD,20 - 24,24
Barcoo,QLD,25 - 29,13
Barcoo,QLD,30 - 34,22
Barcoo,QLD,35 - 39,8
Barcoo,QLD,40 - 44,19
Barcoo,QLD,45 - 49,18
Barcoo,QLD,50 - 54,48
Barcoo,QLD,55 - 59,23
Barcoo,QLD,60 - 64,27
Barcoo,QLD,65 - 69,18
Barcoo,QLD,70 - 74,19
Barcoo,QLD,75 - 79,5
Barcoo,QLD,80 - 84,9
Barcoo,QLD,85 and over,2
Barkly,NT,0 - 4,731
Barkly,NT,5 - 9,683
Barkly,NT,10 - 14,595
Barkly,NT,15 - 19,562
Barkly,NT,20 - 24,730
Barkly,NT,25 - 29,713
Barkly,NT,30 - 34,601
Barkly,NT,35 - 39,491
Barkly,NT,40 - 44,444
Barkly,NT,45 - 49,496
Barkly,NT,50 - 54,428
Barkly,NT,55 - 59,374
Barkly,NT,60 - 64,255
Barkly,NT,65 - 69,214
Barkly,NT,70 - 74,130
Barkly,NT,75 - 79,85
Barkly,NT,80 - 84,23
Barkly,NT,85 and over,17
Barossa,SA,0 - 4,1373
Barossa,SA,5 - 9,1615
Barossa,SA,10 - 14,1547
Barossa,SA,15 - 19,1501
Barossa,SA,20 - 24,1139
Barossa,SA,25 - 29,1154
Barossa,SA,30 - 34,1299
Barossa,SA,35 - 39,1369
Barossa,SA,40 - 44,1688
Barossa,SA,45 - 49,1633
Barossa,SA,50 - 54,1736
Barossa,SA,55 - 59,1757
Barossa,SA,60 - 64,1577
Barossa,SA,65 - 69,1443
Barossa,SA,70 - 74,1061
Barossa,SA,75 - 79,739
Barossa,SA,80 - 84,577
Barossa,SA,85 and over,621
Barunga West,SA,0 - 4,93
Barunga West,SA,5 - 9,123
Barunga West,SA,10 - 14,99
Barunga West,SA,15 - 19,118
Barunga West,SA,20 - 24,68
Barunga West,SA,25 - 29,89
Barunga West,SA,30 - 34,96
Barunga West,SA,35 - 39,81
Barunga West,SA,40 - 44,164
Barunga West,SA,45 - 49,184
Barunga West,SA,50 - 54,209
Barunga West,SA,55 - 59,182
Barunga West,SA,60 - 64,236
Barunga West,SA,65 - 69,267
Barunga West,SA,70 - 74,206
Barunga West,SA,75 - 79,104
Barunga West,SA,80 - 84,122
Barunga West,SA,85 and over,101
Bass Coast,VIC,0 - 4,1854
Bass Coast,VIC,5 - 9,1880
Bass Coast,VIC,10 - 14,1767
Bass Coast,VIC,15 - 19,1569
Bass Coast,VIC,20 - 24,1277
Bass Coast,VIC,25 - 29,1473
Bass Coast,VIC,30 - 34,1610
Bass Coast,VIC,35 - 39,1622
Bass Coast,VIC,40 - 44,1876
Bass Coast,VIC,45 - 49,2017
Bass Coast,VIC,50 - 54,2167
Bass Coast,VIC,55 - 59,2385
Bass Coast,VIC,60 - 64,2609
Bass Coast,VIC,65 - 69,2785
Bass Coast,VIC,70 - 74,2116
Bass Coast,VIC,75 - 79,1459
Bass Coast,VIC,80 - 84,1025
Bass Coast,VIC,85 and over,1085
Bassendean,WA,0 - 4,1136
Bassendean,WA,5 - 9,955
Bassendean,WA,10 - 14,792
Bassendean,WA,15 - 19,854
Bassendean,WA,20 - 24,953
Bassendean,WA,25 - 29,1197
Bassendean,WA,30 - 34,1323
Bassendean,WA,35 - 39,1174
Bassendean,WA,40 - 44,1220
Bassendean,WA,45 - 49,1072
Bassendean,WA,50 - 54,1041
Bassendean,WA,55 - 59,950
Bassendean,WA,60 - 64,870
Bassendean,WA,65 - 69,743
Bassendean,WA,70 - 74,508
Bassendean,WA,75 - 79,423
Bassendean,WA,80 - 84,311
Bassendean,WA,85 and over,320
Bathurst Regional,NSW,0 - 4,2753
Bathurst Regional,NSW,5 - 9,2929
Bathurst Regional,NSW,10 - 14,2842
Bathurst Regional,NSW,15 - 19,3080
Bathurst Regional,NSW,20 - 24,3310
Bathurst Regional,NSW,25 - 29,2809
Bathurst Regional,NSW,30 - 34,2557
Bathurst Regional,NSW,35 - 39,2273
Bathurst Regional,NSW,40 - 44,2682
Bathurst Regional,NSW,45 - 49,2598
Bathurst Regional,NSW,50 - 54,2658
Bathurst Regional,NSW,55 - 59,2501
Bathurst Regional,NSW,60 - 64,2285
Bathurst Regional,NSW,65 - 69,2104
Bathurst Regional,NSW,70 - 74,1555
Bathurst Regional,NSW,75 - 79,1117
Bathurst Regional,NSW,80 - 84,812
Bathurst Regional,NSW,85 and over,829
Baw Baw,VIC,0 - 4,3195
Baw Baw,VIC,5 - 9,3311
Baw Baw,VIC,10 - 14,2935
Baw Baw,VIC,15 - 19,3105
Baw Baw,VIC,20 - 24,2630
Baw Baw,VIC,25 - 29,2704
Baw Baw,VIC,30 - 34,2672
Baw Baw,VIC,35 - 39,2560
Baw Baw,VIC,40 - 44,2911
Baw Baw,VIC,45 - 49,3045
Baw Baw,VIC,50 - 54,3339
Baw Baw,VIC,55 - 59,3337
Baw Baw,VIC,60 - 64,3089
Baw Baw,VIC,65 - 69,3001
Baw Baw,VIC,70 - 74,2278
Baw Baw,VIC,75 - 79,1631
Baw Baw,VIC,80 - 84,1059
Baw Baw,VIC,85 and over,1035
Bayside,VIC,0 - 4,10293
Bayside,VIC,0 - 4,5603
Bayside,VIC,5 - 9,8640
Bayside,VIC,5 - 9,6948
Bayside,VIC,10 - 14,7472
Bayside,VIC,10 - 14,6871
Bayside,VIC,15 - 19,8524
Bayside,VIC,15 - 19,6227
Bayside,VIC,20 - 24,12312
Bayside,VIC,20 - 24,5495
Bayside,VIC,25 - 29,16104
Bayside,VIC,25 - 29,4459
Bayside,VIC,30 - 34,14941
Bayside,VIC,30 - 34,4767
Bayside,VIC,35 - 39,11945
Bayside,VIC,35 - 39,5541
Bayside,VIC,40 - 44,11268
Bayside,VIC,40 - 44,7881
Bayside,VIC,45 - 49,9706
Bayside,VIC,45 - 49,8154
Bayside,VIC,50 - 54,9408
Bayside,VIC,50 - 54,7787
Bayside,VIC,55 - 59,8261
Bayside,VIC,55 - 59,6905
Bayside,VIC,60 - 64,7458
Bayside,VIC,60 - 64,5972
Bayside,VIC,65 - 69,6639
Bayside,VIC,65 - 69,5540
Bayside,VIC,70 - 74,5129
Bayside,VIC,70 - 74,4133
Bayside,VIC,75 - 79,4401
Bayside,VIC,75 - 79,2977
Bayside,VIC,80 - 84,3261
Bayside,VIC,80 - 84,2438
Bayside,VIC,85 and over,3460
Bayside,VIC,85 and over,3570
Bayswater,WA,0 - 4,4248
Bayswater,WA,5 - 9,3627
Bayswater,WA,10 - 14,3041
Bayswater,WA,15 - 19,3429
Bayswater,WA,20 - 24,4885
Bayswater,WA,25 - 29,6773
Bayswater,WA,30 - 34,6550
Bayswater,WA,35 - 39,5146
Bayswater,WA,40 - 44,4918
Bayswater,WA,45 - 49,4330
Bayswater,WA,50 - 54,4302
Bayswater,WA,55 - 59,3970
Bayswater,WA,60 - 64,3708
Bayswater,WA,65 - 69,3234
Bayswater,WA,70 - 74,2331
Bayswater,WA,75 - 79,1851
Bayswater,WA,80 - 84,1291
Bayswater,WA,85 and over,1502
Bega Valley,NSW,0 - 4,1663
Bega Valley,NSW,5 - 9,1934
Bega Valley,NSW,10 - 14,1931
Bega Valley,NSW,15 - 19,1897
Bega Valley,NSW,20 - 24,1342
Bega Valley,NSW,25 - 29,1267
Bega Valley,NSW,30 - 34,1430
Bega Valley,NSW,35 - 39,1438
Bega Valley,NSW,40 - 44,1843
Bega Valley,NSW,45 - 49,2125
Bega Valley,NSW,50 - 54,2649
Bega Valley,NSW,55 - 59,3054
Bega Valley,NSW,60 - 64,2940
Bega Valley,NSW,65 - 69,2776
Bega Valley,NSW,70 - 74,2055
Bega Valley,NSW,75 - 79,1449
Bega Valley,NSW,80 - 84,975
Bega Valley,NSW,85 and over,945
Bellingen,NSW,0 - 4,679
Bellingen,NSW,5 - 9,849
Bellingen,NSW,10 - 14,822
Bellingen,NSW,15 - 19,763
Bellingen,NSW,20 - 24,453
Bellingen,NSW,25 - 29,480
Bellingen,NSW,30 - 34,501
Bellingen,NSW,35 - 39,571
Bellingen,NSW,40 - 44,869
Bellingen,NSW,45 - 49,820
Bellingen,NSW,50 - 54,1042
Bellingen,NSW,55 - 59,1163
Bellingen,NSW,60 - 64,1066
Bellingen,NSW,65 - 69,919
Bellingen,NSW,70 - 74,698
Bellingen,NSW,75 - 79,533
Bellingen,NSW,80 - 84,370
Bellingen,NSW,85 and over,338
Belmont,WA,0 - 4,2717
Belmont,WA,5 - 9,2136
Belmont,WA,10 - 14,1728
Belmont,WA,15 - 19,1986
Belmont,WA,20 - 24,3592
Belmont,WA,25 - 29,4731
Belmont,WA,30 - 34,4253
Belmont,WA,35 - 39,3118
Belmont,WA,40 - 44,2773
Belmont,WA,45 - 49,2411
Belmont,WA,50 - 54,2318
Belmont,WA,55 - 59,2116
Belmont,WA,60 - 64,1854
Belmont,WA,65 - 69,1566
Belmont,WA,70 - 74,1193
Belmont,WA,75 - 79,1016
Belmont,WA,80 - 84,779
Belmont,WA,85 and over,768
Belyuen,NT,0 - 4,0
Belyuen,NT,5 - 9,15
Belyuen,NT,10 - 14,25
Belyuen,NT,15 - 19,13
Belyuen,NT,20 - 24,20
Belyuen,NT,25 - 29,10
Belyuen,NT,30 - 34,23
Belyuen,NT,35 - 39,12
Belyuen,NT,40 - 44,9
Belyuen,NT,45 - 49,16
Belyuen,NT,50 - 54,18
Belyuen,NT,55 - 59,8
Belyuen,NT,60 - 64,6
Belyuen,NT,65 - 69,0
Belyuen,NT,70 - 74,1
Belyuen,NT,75 - 79,1
Belyuen,NT,80 - 84,2
Belyuen,NT,85 and over,3
Benalla,VIC,0 - 4,745
Benalla,VIC,5 - 9,766
Benalla,VIC,10 - 14,765
Benalla,VIC,15 - 19,819
Benalla,VIC,20 - 24,672
Benalla,VIC,25 - 29,678
Benalla,VIC,30 - 34,612
Benalla,VIC,35 - 39,615
Benalla,VIC,40 - 44,766
Benalla,VIC,45 - 49,857
Benalla,VIC,50 - 54,1040
Benalla,VIC,55 - 59,1117
Benalla,VIC,60 - 64,1111
Benalla,VIC,65 - 69,1040
Benalla,VIC,70 - 74,794
Benalla,VIC,75 - 79,597
Benalla,VIC,80 - 84,437
Benalla,VIC,85 and over,492
Berri and Barmera,SA,0 - 4,592
Berri and Barmera,SA,5 - 9,709
Berri and Barmera,SA,10 - 14,710
Berri and Barmera,SA,15 - 19,647
Berri and Barmera,SA,20 - 24,577
Berri and Barmera,SA,25 - 29,552
Berri and Barmera,SA,30 - 34,580
Berri and Barmera,SA,35 - 39,546
Berri and Barmera,SA,40 - 44,697
Berri and Barmera,SA,45 - 49,695
Berri and Barmera,SA,50 - 54,769
Berri and Barmera,SA,55 - 59,827
Berri and Barmera,SA,60 - 64,779
Berri and Barmera,SA,65 - 69,676
Berri and Barmera,SA,70 - 74,458
Berri and Barmera,SA,75 - 79,414
Berri and Barmera,SA,80 - 84,302
Berri and Barmera,SA,85 and over,324
Berrigan,NSW,0 - 4,494
Berrigan,NSW,5 - 9,538
Berrigan,NSW,10 - 14,468
Berrigan,NSW,15 - 19,462
Berrigan,NSW,20 - 24,367
Berrigan,NSW,25 - 29,404
Berrigan,NSW,30 - 34,375
Berrigan,NSW,35 - 39,386
Berrigan,NSW,40 - 44,499
Berrigan,NSW,45 - 49,425
Berrigan,NSW,50 - 54,522
Berrigan,NSW,55 - 59,614
Berrigan,NSW,60 - 64,695
Berrigan,NSW,65 - 69,734
Berrigan,NSW,70 - 74,570
Berrigan,NSW,75 - 79,446
Berrigan,NSW,80 - 84,282
Berrigan,NSW,85 and over,287
Beverley,WA,0 - 4,77
Beverley,WA,5 - 9,104
Beverley,WA,10 - 14,103
Beverley,WA,15 - 19,56
Beverley,WA,20 - 24,49
Beverley,WA,25 - 29,53
Beverley,WA,30 - 34,103
Beverley,WA,35 - 39,68
Beverley,WA,40 - 44,119
Beverley,WA,45 - 49,112
Beverley,WA,50 - 54,136
Beverley,WA,55 - 59,164
Beverley,WA,60 - 64,157
Beverley,WA,65 - 69,149
Beverley,WA,70 - 74,130
Beverley,WA,75 - 79,77
Beverley,WA,80 - 84,52
Beverley,WA,85 and over,23
Blacktown,NSW,0 - 4,28110
Blacktown,NSW,5 - 9,26594
Blacktown,NSW,10 - 14,23403
Blacktown,NSW,15 - 19,23808
Blacktown,NSW,20 - 24,24094
Blacktown,NSW,25 - 29,25546
Blacktown,NSW,30 - 34,28623
Blacktown,NSW,35 - 39,26338
Blacktown,NSW,40 - 44,24494
Blacktown,NSW,45 - 49,21372
Blacktown,NSW,50 - 54,20355
Blacktown,NSW,55 - 59,18067
Blacktown,NSW,60 - 64,15150
Blacktown,NSW,65 - 69,12602
Blacktown,NSW,70 - 74,8172
Blacktown,NSW,75 - 79,5602
Blacktown,NSW,80 - 84,3720
Blacktown,NSW,85 and over,3399
Bland,NSW,0 - 4,421
Bland,NSW,5 - 9,453
Bland,NSW,10 - 14,425
Bland,NSW,15 - 19,346
Bland,NSW,20 - 24,286
Bland,NSW,25 - 29,270
Bland,NSW,30 - 34,337
Bland,NSW,35 - 39,340
Bland,NSW,40 - 44,349
Bland,NSW,45 - 49,344
Bland,NSW,50 - 54,407
Bland,NSW,55 - 59,445
Bland,NSW,60 - 64,373
Bland,NSW,65 - 69,358
Bland,NSW,70 - 74,258
Bland,NSW,75 - 79,233
Bland,NSW,80 - 84,189
Bland,NSW,85 and over,193
Blayney,NSW,0 - 4,493
Blayney,NSW,5 - 9,549
Blayney,NSW,10 - 14,539
Blayney,NSW,15 - 19,451
Blayney,NSW,20 - 24,358
Blayney,NSW,25 - 29,393
Blayney,NSW,30 - 34,347
Blayney,NSW,35 - 39,392
Blayney,NSW,40 - 44,519
Blayney,NSW,45 - 49,490
Blayney,NSW,50 - 54,533
Blayney,NSW,55 - 59,501
Blayney,NSW,60 - 64,455
Blayney,NSW,65 - 69,406
Blayney,NSW,70 - 74,316
Blayney,NSW,75 - 79,272
Blayney,NSW,80 - 84,159
Blayney,NSW,85 and over,149
Blue Mountains,NSW,0 - 4,4579
Blue Mountains,NSW,5 - 9,5182
Blue Mountains,NSW,10 - 14,5024
Blue Mountains,NSW,15 - 19,4878
Blue Mountains,NSW,20 - 24,4046
Blue Mountains,NSW,25 - 29,3555
Blue Mountains,NSW,30 - 34,4048
Blue Mountains,NSW,35 - 39,4554
Blue Mountains,NSW,40 - 44,5713
Blue Mountains,NSW,45 - 49,5454
Blue Mountains,NSW,50 - 54,5768
Blue Mountains,NSW,55 - 59,5951
