Local Government Area,State/Territory,Age Group,Population
Balonne,QLD,20 - 24,274
Balonne,QLD,25 - 29,299
Balonne,QLD,30 - 34,305
Balonne,QLD,35 - 39,316
Balonne,QLD,40 - 44,366
Balonne,QLD,45 - 49,333
Balonne,QLD,50 - 54,337
Balonne,QLD,55 - 59,290
Balonne,QLD,60 - 64,275
Balonne,QLD,65 - 69,192
Balonne,QLD,70 - 74,136
Balonne,QLD,75 - 79,104
Balonne,QLD,80 - 84,82
Balonne,QLD,85 and over,56
Balranald,NSW,0 - 4,190
Balranald,NSW,5 - 9,172
Balranald,NSW,10 - 14,137
Balranald,NSW,15 - 19,126
Balranald,NSW,20 - 24,130
Balranald,NSW,25 - 29,122
Balranald,NSW,30 - 34,124
Balranald,NSW,35 - 39,152
Balranald,NSW,40 - 44,177
Balranald,NSW,45 - 49,152
Balranald,NSW,50 - 54,186
Balranald,NSW,55 - 59,177
Balranald,NSW,60 - 64,148
Balranald,NSW,65 - 69,115
Balranald,NSW,70 - 74,95
Balranald,NSW,75 - 79,73
Balranald,NSW,80 - 84,47
Balranald,NSW,85 and over,40
Banana,QLD,0 - 4,1203
Banana,QLD,5 - 9,1149
Banana,QLD,10 - 14,1030
Banana,QLD,15 - 19,847
Banana,QLD,20 - 24,896
Banana,QLD,25 - 29,1060
Banana,QLD,30 - 34,1084
Banana,QLD,35 - 39,976
Banana,QLD,40 - 44,1026
Banana,QLD,45 - 49,1029
Banana,QLD,50 - 54,1097
Banana,QLD,55 - 59,855
Banana,QLD,60 - 64,710
Banana,QLD,65 - 69,598
Banana,QLD,70 - 74,498
Banana,QLD,75 - 79,342
Banana,QLD,80 - 84,237
Banana,QLD,85 and over,215
Banyule,VIC,0 - 4,8041
Banyule,VIC,5 - 9,7060
Banyule,VIC,10 - 14,6710
Banyule,VIC,15 - 19,7180
Banyule,VIC,20 - 24,8729
Banyule,VIC,25 - 29,8599
Banyule,VIC,30 - 34,8578
Banyule,VIC,35 - 39,8875
Banyule,VIC,40 - 44,8955
Banyule,VIC,45 - 49,8178
Banyule,VIC,50 - 54,8221
Banyule,VIC,55 - 59,7614
Banyule,VIC,60 - 64,7057
Banyule,VIC,65 - 69,6025
Banyule,VIC,70 - 74,4425
Banyule,VIC,75 - 79,3415
Banyule,VIC,80 - 84,2886
Banyule,VIC,85 and over,3036
Barcaldine,QLD,0 - 4,238
Barcaldine,QLD,5 - 9,245
Barcaldine,QLD,10 - 14,212
Barcaldine,QLD,15 - 19,149
Barcaldine,QLD,20 - 24,194
Barcaldine,QLD,25 - 29,198
Barcaldine,QLD,30 - 34,188
Barcaldine,QLD,35 - 39,168
Barcaldine,QLD,40 - 44,245
Barcaldine,QLD,45 - 49,278
Barcaldine,QLD,50 - 54,229
Barcaldine,QLD,55 - 59,216
Barcaldine,QLD,60 - 64,180
Barcaldine,QLD,65 - 69,153
Barcaldine,QLD,70 - 74,146
Barcaldine,QLD,75 - 79,71
Barcaldine,QLD,80 - 84,88
Barcaldine,QLD,85 and over,51
Barcoo,QLD,0 - 4,13
Barcoo,QLD,5 - 9,17
Barcoo,QLD,10 - 14,16
Barcoo,QLD,15 - 19,19
Barcoo,QLD,20 - 24,24
Barcoo,QLD,25 - 29,19
Barcoo,QLD,30 - 34,22
Barcoo,QLD,35 - 39,21
Barcoo,QLD,40 - 44,29
Barcoo,QLD,45 - 49,37
Barcoo,QLD,50 - 54,27
Barcoo,QLD,55 - 59,30
Barcoo,QLD,60 - 64,20
Barcoo,QLD,65 - 69,24
Barcoo,QLD,70 - 74,16
Barcoo,QLD,75 - 79,6
Barcoo,QLD,80 - 84,3
Barcoo,QLD,85 and over,5
Barkly,NT,0 - 4,759
Barkly,NT,5 - 9,742
Barkly,NT,10 - 14,577
Barkly,NT,15 - 19,653
Barkly,NT,20 - 24,707
Barkly,NT,25 - 29,745
Barkly,NT,30 - 34,587
Barkly,NT,35 - 39,520
Barkly,NT,40 - 44,504
Barkly,NT,45 - 49,473
Barkly,NT,50 - 54,406
Barkly,NT,55 - 59,364
Barkly,NT,60 - 64,320
Barkly,NT,65 - 69,206
Barkly,NT,70 - 74,153
Barkly,NT,75 - 79,69
Barkly,NT,80 - 84,31
Barkly,NT,85 and over,26
Barossa,SA,0 - 4,1439
Barossa,SA,5 - 9,1507
Barossa,SA,10 - 14,1554
Barossa,SA,15 - 19,1426
Barossa,SA,20 - 24,1062
Barossa,SA,25 - 29,1170
Barossa,SA,30 - 34,1248
Barossa,SA,35 - 39,1395
Barossa,SA,40 - 44,1709
Barossa,SA,45 - 49,1617
Barossa,SA,50 - 54,1708
Barossa,SA,55 - 59,1612
Barossa,SA,60 - 64,1475
Barossa,SA,65 - 69,1268
Barossa,SA,70 - 74,879
Barossa,SA,75 - 79,709
Barossa,SA,80 - 84,530
Barossa,SA,85 and over,545
Barunga West,SA,0 - 4,102
Barunga West,SA,5 - 9,125
Barunga West,SA,10 - 14,127
Barunga West,SA,15 - 19,135
Barunga West,SA,20 - 24,68
Barunga West,SA,25 - 29,101
Barunga West,SA,30 - 34,69
Barunga West,SA,35 - 39,129
Barunga West,SA,40 - 44,162
Barunga West,SA,45 - 49,189
Barunga West,SA,50 - 54,186
Barunga West,SA,55 - 59,177
Barunga West,SA,60 - 64,241
Barunga West,SA,65 - 69,212
Barunga West,SA,70 - 74,141
Barunga West,SA,75 - 79,135
Barunga West,SA,80 - 84,91
Barunga West,SA,85 and over,98
Bass Coast,VIC,0 - 4,1837
Bass Coast,VIC,5 - 9,1710
Bass Coast,VIC,10 - 14,1679
Bass Coast,VIC,15 - 19,1586
Bass Coast,VIC,20 - 24,1254
Bass Coast,VIC,25 - 29,1479
Bass Coast,VIC,30 - 34,1532
Bass Coast,VIC,35 - 39,1705
Bass Coast,VIC,40 - 44,1998
Bass Coast,VIC,45 - 49,1892
Bass Coast,VIC,50 - 54,2063
Bass Coast,VIC,55 - 59,2232
Bass Coast,VIC,60 - 64,2443
Bass Coast,VIC,65 - 69,2448
Bass Coast,VIC,70 - 74,1734
Bass Coast,VIC,75 - 79,1289
Bass Coast,VIC,80 - 84,1028
Bass Coast,VIC,85 and over,902
Bassendean,WA,0 - 4,1031
Bassendean,WA,5 - 9,875
Bassendean,WA,10 - 14,796
Bassendean,WA,15 - 19,917
Bassendean,WA,20 - 24,1066
Bassendean,WA,25 - 29,1207
Bassendean,WA,30 - 34,1178
Bassendean,WA,35 - 39,1187
Bassendean,WA,40 - 44,1154
Bassendean,WA,45 - 49,1076
Bassendean,WA,50 - 54,1063
Bassendean,WA,55 - 59,957
Bassendean,WA,60 - 64,837
Bassendean,WA,65 - 69,645
Bassendean,WA,70 - 74,511
Bassendean,WA,75 - 79,429
Bassendean,WA,80 - 84,318
Bassendean,WA,85 and over,280
Bathurst Regional,NSW,0 - 4,2760
Bathurst Regional,NSW,5 - 9,2763
Bathurst Regional,NSW,10 - 14,2745
Bathurst Regional,NSW,15 - 19,3075
Bathurst Regional,NSW,20 - 24,3444
Bathurst Regional,NSW,25 - 29,2617
Bathurst Regional,NSW,30 - 34,2336
Bathurst Regional,NSW,35 - 39,2428
Bathurst Regional,NSW,40 - 44,2665
Bathurst Regional,NSW,45 - 49,2501
Bathurst Regional,NSW,50 - 54,2677
Bathurst Regional,NSW,55 - 59,2409
Bathurst Regional,NSW,60 - 64,2143
Bathurst Regional,NSW,65 - 69,1884
Bathurst Regional,NSW,70 - 74,1348
Bathurst Regional,NSW,75 - 79,1019
Bathurst Regional,NSW,80 - 84,778
Bathurst Regional,NSW,85 and over,709
Baw Baw,VIC,0 - 4,3056
Baw Baw,VIC,5 - 9,2792
Baw Baw,VIC,10 - 14,2968
Baw Baw,VIC,15 - 19,3139
Baw Baw,VIC,20 - 24,2499
Baw Baw,VIC,25 - 29,2561
Baw Baw,VIC,30 - 34,2315
Baw Baw,VIC,35 - 39,2421
Baw Baw,VIC,40 - 44,3000
Baw Baw,VIC,45 - 49,2944
Baw Baw,VIC,50 - 54,3286
Baw Baw,VIC,55 - 59,3030
Baw Baw,VIC,60 - 64,2925
Baw Baw,VIC,65 - 69,2479
Baw Baw,VIC,70 - 74,1902
Baw Baw,VIC,75 - 79,1356
Baw Baw,VIC,80 - 84,968
Baw Baw,VIC,85 and over,865
Bayside,VIC,0 - 4,9860
Bayside,VIC,0 - 4,5698
Bayside,VIC,5 - 9,8124
Bayside,VIC,5 - 9,6715
Bayside,VIC,10 - 14,7428
Bayside,VIC,10 - 14,6249
Bayside,VIC,15 - 19,8071
Bayside,VIC,15 - 19,5997
Bayside,VIC,20 - 24,10711
Bayside,VIC,20 - 24,5473
Bayside,VIC,25 - 29,13791
Bayside,VIC,25 - 29,4080
Bayside,VIC,30 - 34,12746
Bayside,VIC,30 - 34,4120
Bayside,VIC,35 - 39,11353
Bayside,VIC,35 - 39,5970
Bayside,VIC,40 - 44,10804
Bayside,VIC,40 - 44,7936
Bayside,VIC,45 - 49,9480
Bayside,VIC,45 - 49,7654
Bayside,VIC,50 - 54,8770
Bayside,VIC,50 - 54,7489
Bayside,VIC,55 - 59,7909
Bayside,VIC,55 - 59,6437
Bayside,VIC,60 - 64,7247
Bayside,VIC,60 - 64,5769
Bayside,VIC,65 - 69,6190
Bayside,VIC,65 - 69,5050
Bayside,VIC,70 - 74,4916
Bayside,VIC,70 - 74,3514
Bayside,VIC,75 - 79,4192
Bayside,VIC,75 - 79,2765
Bayside,VIC,80 - 84,3171
Bayside,VIC,80 - 84,2702
Bayside,VIC,85 and over,3265
Bayside,VIC,85 and over,3353
Bayswater,WA,0 - 4,4164
Bayswater,WA,5 - 9,3378
Bayswater,WA,10 - 14,3038
Bayswater,WA,15 - 19,3555
Bayswater,WA,20 - 24,5282
Bayswater,WA,25 - 29,6818
Bayswater,WA,30 - 34,5902
Bayswater,WA,35 - 39,5042
Bayswater,WA,40 - 44,4899
Bayswater,WA,45 - 49,4391
Bayswater,WA,50 - 54,4286
Bayswater,WA,55 - 59,4039
Bayswater,WA,60 - 64,3663
Bayswater,WA,65 - 69,2875
Bayswater,WA,70 - 74,2248
Bayswater,WA,75 - 79,1769
Bayswater,WA,80 - 84,1330
Bayswater,WA,85 and over,1464
Bega Valley,NSW,0 - 4,1792
Bega Valley,NSW,5 - 9,1857
Bega Valley,NSW,10 - 14,2071
Bega Valley,NSW,15 - 19,2077
Bega Valley,NSW,20 - 24,1253
Bega Valley,NSW,25 - 29,1259
Bega Valley,NSW,30 - 34,1320
Bega Valley,NSW,35 - 39,1526
Bega Valley,NSW,40 - 44,1966
Bega Valley,NSW,45 - 49,2215
Bega Valley,NSW,50 - 54,2888
Bega Valley,NSW,55 - 59,2959
Bega Valley,NSW,60 - 64,2768
Bega Valley,NSW,65 - 69,2393
Bega Valley,NSW,70 - 74,1861
Bega Valley,NSW,75 - 79,1317
Bega Valley,NSW,80 - 84,897
Bega Valley,NSW,85 and over,869
Bellingen,NSW,0 - 4,743
Bellingen,NSW,5 - 9,802
Bellingen,NSW,10 - 14,918
Bellingen,NSW,15 - 19,837
Bellingen,NSW,20 - 24,450
Bellingen,NSW,25 - 29,447
Bellingen,NSW,30 - 34,461
Bellingen,NSW,35 - 39,652
Bellingen,NSW,40 - 44,845
Bellingen,NSW,45 - 49,954
Bellingen,NSW,50 - 54,1098
Bellingen,NSW,55 - 59,1152
Bellingen,NSW,60 - 64,925
Bellingen,NSW,65 - 69,855
Bellingen,NSW,70 - 74,632
Bellingen,NSW,75 - 79,464
Bellingen,NSW,80 - 84,351
Bellingen,NSW,85 and over,323
Belmont,WA,0 - 4,2535
Belmont,WA,5 - 9,1978
Belmont,WA,10 - 14,1686
Belmont,WA,15 - 19,2061
Belmont,WA,20 - 24,3460
Belmont,WA,25 - 29,4221
Belmont,WA,30 - 34,3661
Belmont,WA,35 - 39,2975
Belmont,WA,40 - 44,2678
Belmont,WA,45 - 49,2355
Belmont,WA,50 - 54,2315
Belmont,WA,55 - 59,2003
Belmont,WA,60 - 64,1745
Belmont,WA,65 - 69,1399
Belmont,WA,70 - 74,1209
Belmont,WA,75 - 79,1042
Belmont,WA,80 - 84,776
Belmont,WA,85 and over,692
Belyuen,NT,0 - 4,17
Belyuen,NT,5 - 9,25
Belyuen,NT,10 - 14,23
Belyuen,NT,15 - 19,17
Belyuen,NT,20 - 24,8
Belyuen,NT,25 - 29,15
Belyuen,NT,30 - 34,26
Belyuen,NT,35 - 39,12
Belyuen,NT,40 - 44,22
Belyuen,NT,45 - 49,11
Belyuen,NT,50 - 54,7
Belyuen,NT,55 - 59,6
Belyuen,NT,60 - 64,4
Belyuen,NT,65 - 69,0
Belyuen,NT,70 - 74,3
Belyuen,NT,75 - 79,1
Belyuen,NT,80 - 84,5
Belyuen,NT,85 and over,0
Benalla,VIC,0 - 4,760
Benalla,VIC,5 - 9,789
Benalla,VIC,10 - 14,835
Benalla,VIC,15 - 19,945
Benalla,VIC,20 - 24,635
Benalla,VIC,25 - 29,628
Benalla,VIC,30 - 34,581
Benalla,VIC,35 - 39,644
Benalla,VIC,40 - 44,797
Benalla,VIC,45 - 49,924
Benalla,VIC,50 - 54,1120
Benalla,VIC,55 - 59,1104
Benalla,VIC,60 - 64,1040
Benalla,VIC,65 - 69,867
Benalla,VIC,70 - 74,710
Benalla,VIC,75 - 79,550
Benalla,VIC,80 - 84,474
Benalla,VIC,85 and over,446
Berri and Barmera,SA,0 - 4,632
Berri and Barmera,SA,5 - 9,707
Berri and Barmera,SA,10 - 14,756
Berri and Barmera,SA,15 - 19,660
Berri and Barmera,SA,20 - 24,547
Berri and Barmera,SA,25 - 29,618
Berri and Barmera,SA,30 - 34,544
Berri and Barmera,SA,35 - 39,616
Berri and Barmera,SA,40 - 44,732
Berri and Barmera,SA,45 - 49,704
Berri and Barmera,SA,50 - 54,821
Berri and Barmera,SA,55 - 59,778
Berri and Barmera,SA,60 - 64,724
Berri and Barmera,SA,65 - 69,558
Berri and Barmera,SA,70 - 74,429
Berri and Barmera,SA,75 - 79,403
Berri and Barmera,SA,80 - 84,289
Berri and Barmera,SA,85 and over,261
Berrigan,NSW,0 - 4,477
Berrigan,NSW,5 - 9,480
Berrigan,NSW,10 - 14,497
Berrigan,NSW,15 - 19,524
Berrigan,NSW,20 - 24,324
Berrigan,NSW,25 - 29,342
Berrigan,NSW,30 - 34,356
Berrigan,NSW,35 - 39,404
Berrigan,NSW,40 - 44,461
Berrigan,NSW,45 - 49,477
Berrigan,NSW,50 - 54,586
Berrigan,NSW,55 - 59,612
Berrigan,NSW,60 - 64,673
Berrigan,NSW,65 - 69,672
Berrigan,NSW,70 - 74,546
Berrigan,NSW,75 - 79,393
Berrigan,NSW,80 - 84,278
Berrigan,NSW,85 and over,263
Beverley,WA,0 - 4,79
Beverley,WA,5 - 9,122
Beverley,WA,10 - 14,96
Beverley,WA,15 - 19,59
Beverley,WA,20 - 24,52
Beverley,WA,25 - 29,46
Beverley,WA,30 - 34,65
Beverley,WA,35 - 39,71
Beverley,WA,40 - 44,122
Beverley,WA,45 - 49,107
Beverley,WA,50 - 54,139
Beverley,WA,55 - 59,154
Beverley,WA,60 - 64,155
Beverley,WA,65 - 69,142
Beverley,WA,70 - 74,105
Beverley,WA,75 - 79,70
Beverley,WA,80 - 84,32
Beverley,WA,85 and over,37
Blacktown,NSW,0 - 4,26411
Blacktown,NSW,5 - 9,24177
Blacktown,NSW,10 - 14,23076
Blacktown,NSW,15 - 19,22849
Blacktown,NSW,20 - 24,22867
Blacktown,NSW,25 - 29,24702
Blacktown,NSW,30 - 34,25964
Blacktown,NSW,35 - 39,24274
Blacktown,NSW,40 - 44,22957
Blacktown,NSW,45 - 49,20830
Blacktown,NSW,50 - 54,19481
Blacktown,NSW,55 - 59,16788
Blacktown,NSW,60 - 64,14157
Blacktown,NSW,65 - 69,10710
Blacktown,NSW,70 - 74,6961
Blacktown,NSW,75 - 79,5035
Blacktown,NSW,80 - 84,3573
Blacktown,NSW,85 and over,2923
Bland,NSW,0 - 4,464
Bland,NSW,5 - 9,457
Bland,NSW,10 - 14,407
Bland,NSW,15 - 19,346
Bland,NSW,20 - 24,256
Bland,NSW,25 - 29,300
Bland,NSW,30 - 34,314
Bland,NSW,35 - 39,380
Bland,NSW,40 - 44,338
Bland,NSW,45 - 49,383
Bland,NSW,50 - 54,449
Bland,NSW,55 - 59,399
Bland,NSW,60 - 64,372
Bland,NSW,65 - 69,298
Bland,NSW,70 - 74,294
Bland,NSW,75 - 79,225
Bland,NSW,80 - 84,193
Bland,NSW,85 and over,159
Blayney,NSW,0 - 4,538
Blayney,NSW,5 - 9,537
Blayney,NSW,10 - 14,533
Blayney,NSW,15 - 19,471
Blayney,NSW,20 - 24,371
Blayney,NSW,25 - 29,335
Blayney,NSW,30 - 34,359
Blayney,NSW,35 - 39,416
Blayney,NSW,40 - 44,525
Blayney,NSW,45 - 49,526
Blayney,NSW,50 - 54,502
Blayney,NSW,55 - 59,500
Blayney,NSW,60 - 64,439
Blayney,NSW,65 - 69,382
Blayney,NSW,70 - 74,297
Blayney,NSW,75 - 79,237
Blayney,NSW,80 - 84,195
Blayney,NSW,85 and over,111
Blue Mountains,NSW,0 - 4,4779
Blue Mountains,NSW,5 - 9,5101
Blue Mountains,NSW,10 - 14,5062
Blue Mountains,NSW,15 - 19,5098
Blue Mountains,NSW,20 - 24,4176
Blue Mountains,NSW,25 - 29,3584
Blue Mountains,NSW,30 - 34,3947
Blue Mountains,NSW,35 - 39,4869
Blue Mountains,NSW,40 - 44,5798
Blue Mountains,NSW,45 - 49,5532
Blue Mountains,NSW,50 - 54,6181
Blue Mountains,NSW,55 - 59,6047
