Local Government Area,State/Territory,Age Group,Population
Alice Springs,NT,15 - 19,1987
Alice Springs,NT,20 - 24,1985
Alice Springs,NT,25 - 29,2242
Alice Springs,NT,30 - 34,2247
Alice Springs,NT,35 - 39,2308
Alice Springs,NT,40 - 44,2232
Alice Springs,NT,45 - 49,2254
Alice Springs,NT,50 - 54,2087
Alice Springs,NT,55 - 59,1587
Alice Springs,NT,60 - 64,1029
Alice Springs,NT,65 - 69,637
Alice Springs,NT,70 - 74,346
Alice Springs,NT,75 - 79,237
Alice Springs,NT,80 - 84,162
Alice Springs,NT,85 and over,111
Alpine,VIC,0 - 4,640
Alpine,VIC,5 - 9,683
Alpine,VIC,10 - 14,798
Alpine,VIC,15 - 19,746
Alpine,VIC,20 - 24,475
Alpine,VIC,25 - 29,434
Alpine,VIC,30 - 34,573
Alpine,VIC,35 - 39,763
Alpine,VIC,40 - 44,818
Alpine,VIC,45 - 49,1027
Alpine,VIC,50 - 54,985
Alpine,VIC,55 - 59,904
Alpine,VIC,60 - 64,908
Alpine,VIC,65 - 69,741
Alpine,VIC,70 - 74,579
Alpine,VIC,75 - 79,469
Alpine,VIC,80 - 84,339
Alpine,VIC,85 and over,274
Anangu Pitjantjatjara,SA,0 - 4,227
Anangu Pitjantjatjara,SA,5 - 9,209
Anangu Pitjantjatjara,SA,10 - 14,221
Anangu Pitjantjatjara,SA,15 - 19,230
Anangu Pitjantjatjara,SA,20 - 24,249
Anangu Pitjantjatjara,SA,25 - 29,230
Anangu Pitjantjatjara,SA,30 - 34,183
Anangu Pitjantjatjara,SA,35 - 39,210
Anangu Pitjantjatjara,SA,40 - 44,152
Anangu Pitjantjatjara,SA,45 - 49,109
Anangu Pitjantjatjara,SA,50 - 54,110
Anangu Pitjantjatjara,SA,55 - 59,103
Anangu Pitjantjatjara,SA,60 - 64,58
Anangu Pitjantjatjara,SA,65 - 69,45
Anangu Pitjantjatjara,SA,70 - 74,34
Anangu Pitjantjatjara,SA,75 - 79,25
Anangu Pitjantjatjara,SA,80 - 84,6
Anangu Pitjantjatjara,SA,85 and over,15
Ararat,VIC,0 - 4,662
Ararat,VIC,5 - 9,624
Ararat,VIC,10 - 14,748
Ararat,VIC,15 - 19,707
Ararat,VIC,20 - 24,535
Ararat,VIC,25 - 29,538
Ararat,VIC,30 - 34,595
Ararat,VIC,35 - 39,721
Ararat,VIC,40 - 44,748
Ararat,VIC,45 - 49,833
Ararat,VIC,50 - 54,866
Ararat,VIC,55 - 59,868
Ararat,VIC,60 - 64,788
Ararat,VIC,65 - 69,628
Ararat,VIC,70 - 74,491
Ararat,VIC,75 - 79,429
Ararat,VIC,80 - 84,322
Ararat,VIC,85 and over,241
Armadale,WA,0 - 4,3958
Armadale,WA,5 - 9,3689
Armadale,WA,10 - 14,4045
Armadale,WA,15 - 19,4461
Armadale,WA,20 - 24,4384
Armadale,WA,25 - 29,3839
Armadale,WA,30 - 34,3302
Armadale,WA,35 - 39,3813
Armadale,WA,40 - 44,3786
Armadale,WA,45 - 49,3995
Armadale,WA,50 - 54,3671
Armadale,WA,55 - 59,3633
Armadale,WA,60 - 64,3064
Armadale,WA,65 - 69,2051
Armadale,WA,70 - 74,1580
Armadale,WA,75 - 79,1152
Armadale,WA,80 - 84,778
Armadale,WA,85 and over,608
Ashburton,WA,0 - 4,775
Ashburton,WA,5 - 9,710
Ashburton,WA,10 - 14,446
Ashburton,WA,15 - 19,334
Ashburton,WA,20 - 24,616
Ashburton,WA,25 - 29,983
Ashburton,WA,30 - 34,985
Ashburton,WA,35 - 39,957
Ashburton,WA,40 - 44,784
Ashburton,WA,45 - 49,654
Ashburton,WA,50 - 54,552
Ashburton,WA,55 - 59,379
Ashburton,WA,60 - 64,179
Ashburton,WA,65 - 69,71
Ashburton,WA,70 - 74,36
Ashburton,WA,75 - 79,10
Ashburton,WA,80 - 84,4
Ashburton,WA,85 and over,5
Augusta-Margaret River,WA,0 - 4,753
Augusta-Margaret River,WA,5 - 9,792
Augusta-Margaret River,WA,10 - 14,773
Augusta-Margaret River,WA,15 - 19,692
Augusta-Margaret River,WA,20 - 24,530
Augusta-Margaret River,WA,25 - 29,716
Augusta-Margaret River,WA,30 - 34,840
Augusta-Margaret River,WA,35 - 39,1040
Augusta-Margaret River,WA,40 - 44,899
Augusta-Margaret River,WA,45 - 49,979
Augusta-Margaret River,WA,50 - 54,856
Augusta-Margaret River,WA,55 - 59,754
Augusta-Margaret River,WA,60 - 64,554
Augusta-Margaret River,WA,65 - 69,427
Augusta-Margaret River,WA,70 - 74,330
Augusta-Margaret River,WA,75 - 79,257
Augusta-Margaret River,WA,80 - 84,165
Augusta-Margaret River,WA,85 and over,165
Aurukun,QLD,0 - 4,148
Aurukun,QLD,5 - 9,141
Aurukun,QLD,10 - 14,97
Aurukun,QLD,15 - 19,111
Aurukun,QLD,20 - 24,92
Aurukun,QLD,25 - 29,109
Aurukun,QLD,30 - 34,113
Aurukun,QLD,35 - 39,103
Aurukun,QLD,40 - 44,74
Aurukun,QLD,45 - 49,74
Aurukun,QLD,50 - 54,55
Aurukun,QLD,55 - 59,52
Aurukun,QLD,60 - 64,40
Aurukun,QLD,65 - 69,10
Aurukun,QLD,70 - 74,7
Aurukun,QLD,75 - 79,11
Aurukun,QLD,80 - 84,13
Aurukun,QLD,85 and over,2
Ballarat,VIC,0 - 4,5776
Ballarat,VIC,5 - 9,5619
Ballarat,VIC,10 - 14,6007
Ballarat,VIC,15 - 19,7083
Ballarat,VIC,20 - 24,7089
Ballarat,VIC,25 - 29,5959
Ballarat,VIC,30 - 34,5519
Ballarat,VIC,35 - 39,6017
Ballarat,VIC,40 - 44,5796
Ballarat,VIC,45 - 49,6173
Ballarat,VIC,50 - 54,5784
Ballarat,VIC,55 - 59,5258
Ballarat,VIC,60 - 64,4535
Ballarat,VIC,65 - 69,3484
Ballarat,VIC,70 - 74,2994
Ballarat,VIC,75 - 79,2630
Ballarat,VIC,80 - 84,2082
Ballarat,VIC,85 and over,1726
Ballina,NSW,0 - 4,2134
Ballina,NSW,5 - 9,2454
Ballina,NSW,10 - 14,2638
Ballina,NSW,15 - 19,2559
Ballina,NSW,20 - 24,1897
Ballina,NSW,25 - 29,1776
Ballina,NSW,30 - 34,1953
Ballina,NSW,35 - 39,2444
Ballina,NSW,40 - 44,2675
Ballina,NSW,45 - 49,3030
Ballina,NSW,50 - 54,3049
Ballina,NSW,55 - 59,2904
Ballina,NSW,60 - 64,2570
Ballina,NSW,65 - 69,2001
Ballina,NSW,70 - 74,1706
Ballina,NSW,75 - 79,1608
Ballina,NSW,80 - 84,1437
Ballina,NSW,85 and over,1185
Balonne,QLD,0 - 4,448
Balonne,QLD,5 - 9,442
Balonne,QLD,10 - 14,348
Balonne,QLD,15 - 19,249
Balonne,QLD,20 - 24,251
Balonne,QLD,25 - 29,330
Balonne,QLD,30 - 34,335
Balonne,QLD,35 - 39,411
Balonne,QLD,40 - 44,347
Balonne,QLD,45 - 49,348
Balonne,QLD,50 - 54,279
Balonne,QLD,55 - 59,282
Balonne,QLD,60 - 64,216
Balonne,QLD,65 - 69,160
Balonne,QLD,70 - 74,131
Balonne,QLD,75 - 79,107
Balonne,QLD,80 - 84,53
Balonne,QLD,85 and over,49
Balranald,NSW,0 - 4,164
Balranald,NSW,5 - 9,171
Balranald,NSW,10 - 14,153
Balranald,NSW,15 - 19,145
Balranald,NSW,20 - 24,123
Balranald,NSW,25 - 29,136
Balranald,NSW,30 - 34,145
Balranald,NSW,35 - 39,192
Balranald,NSW,40 - 44,157
Balranald,NSW,45 - 49,215
Balranald,NSW,50 - 54,192
Balranald,NSW,55 - 59,180
Balranald,NSW,60 - 64,120
Balranald,NSW,65 - 69,101
Balranald,NSW,70 - 74,80
Balranald,NSW,75 - 79,74
Balranald,NSW,80 - 84,47
Balranald,NSW,85 and over,38
Banana,QLD,0 - 4,1228
Banana,QLD,5 - 9,1133
Banana,QLD,10 - 14,1109
Banana,QLD,15 - 19,918
Banana,QLD,20 - 24,932
Banana,QLD,25 - 29,1116
Banana,QLD,30 - 34,1006
Banana,QLD,35 - 39,1129
Banana,QLD,40 - 44,1029
Banana,QLD,45 - 49,1190
Banana,QLD,50 - 54,965
Banana,QLD,55 - 59,808
Banana,QLD,60 - 64,673
Banana,QLD,65 - 69,544
Banana,QLD,70 - 74,416
Banana,QLD,75 - 79,288
Banana,QLD,80 - 84,226
Banana,QLD,85 and over,170
Banyule,VIC,0 - 4,7392
Banyule,VIC,5 - 9,6826
Banyule,VIC,10 - 14,6868
Banyule,VIC,15 - 19,7887
Banyule,VIC,20 - 24,8711
Banyule,VIC,25 - 29,8263
Banyule,VIC,30 - 34,8348
Banyule,VIC,35 - 39,9006
Banyule,VIC,40 - 44,8381
Banyule,VIC,45 - 49,8471
Banyule,VIC,50 - 54,8110
Banyule,VIC,55 - 59,7500
Banyule,VIC,60 - 64,6815
Banyule,VIC,65 - 69,4957
Banyule,VIC,70 - 74,3978
Banyule,VIC,75 - 79,3552
Banyule,VIC,80 - 84,2950
Banyule,VIC,85 and over,2565
Barcaldine,QLD,0 - 4,261
Barcaldine,QLD,5 - 9,242
Barcaldine,QLD,10 - 14,217
Barcaldine,QLD,15 - 19,194
Barcaldine,QLD,20 - 24,191
Barcaldine,QLD,25 - 29,223
Barcaldine,QLD,30 - 34,192
Barcaldine,QLD,35 - 39,240
Barcaldine,QLD,40 - 44,277
Barcaldine,QLD,45 - 49,234
Barcaldine,QLD,50 - 54,230
Barcaldine,QLD,55 - 59,193
Barcaldine,QLD,60 - 64,174
Barcaldine,QLD,65 - 69,162
Barcaldine,QLD,70 - 74,110
Barcaldine,QLD,75 - 79,94
Barcaldine,QLD,80 - 84,46
Barcaldine,QLD,85 and over,42
Barcoo,QLD,0 - 4,16
Barcoo,QLD,5 - 9,21
Barcoo,QLD,10 - 14,23
Barcoo,QLD,15 - 19,17
Barcoo,QLD,20 - 24,36
Barcoo,QLD,25 - 29,30
Barcoo,QLD,30 - 34,29
Barcoo,QLD,35 - 39,22
Barcoo,QLD,40 - 44,32
Barcoo,QLD,45 - 49,22
Barcoo,QLD,50 - 54,23
Barcoo,QLD,55 - 59,33
Barcoo,QLD,60 - 64,21
Barcoo,QLD,65 - 69,18
Barcoo,QLD,70 - 74,19
Barcoo,QLD,75 - 79,1
Barcoo,QLD,80 - 84,7
Barcoo,QLD,85 and over,1
Barkly,NT,0 - 4,802
Barkly,NT,5 - 9,702
Barkly,NT,10 - 14,650
Barkly,NT,15 - 19,707
Barkly,NT,20 - 24,750
Barkly,NT,25 - 29,658
Barkly,NT,30 - 34,593
Barkly,NT,35 - 39,542
Barkly,NT,40 - 44,477
Barkly,NT,45 - 49,471
Barkly,NT,50 - 54,421
Barkly,NT,55 - 59,383
Barkly,NT,60 - 64,262
Barkly,NT,65 - 69,162
Barkly,NT,70 - 74,98
Barkly,NT,75 - 79,54
Barkly,NT,80 - 84,19
Barkly,NT,85 and over,22
Barossa,SA,0 - 4,1256
Barossa,SA,5 - 9,1376
Barossa,SA,10 - 14,1440
Barossa,SA,15 - 19,1417
Barossa,SA,20 - 24,1123
Barossa,SA,25 - 29,1051
Barossa,SA,30 - 34,1213
Barossa,SA,35 - 39,1496
Barossa,SA,40 - 44,1530
Barossa,SA,45 - 49,1711
Barossa,SA,50 - 54,1647
Barossa,SA,55 - 59,1567
Barossa,SA,60 - 64,1344
Barossa,SA,65 - 69,1012
Barossa,SA,70 - 74,794
Barossa,SA,75 - 79,664
Barossa,SA,80 - 84,500
Barossa,SA,85 and over,500
Barunga West,SA,0 - 4,134
Barunga West,SA,5 - 9,126
Barunga West,SA,10 - 14,180
Barunga West,SA,15 - 19,121
Barunga West,SA,20 - 24,88
Barunga West,SA,25 - 29,75
Barunga West,SA,30 - 34,114
Barunga West,SA,35 - 39,156
Barunga West,SA,40 - 44,170
Barunga West,SA,45 - 49,204
Barunga West,SA,50 - 54,188
Barunga West,SA,55 - 59,220
Barunga West,SA,60 - 64,218
Barunga West,SA,65 - 69,157
Barunga West,SA,70 - 74,131
Barunga West,SA,75 - 79,125
Barunga West,SA,80 - 84,89
Barunga West,SA,85 and over,79
Bass Coast,VIC,0 - 4,1514
Bass Coast,VIC,5 - 9,1559
Bass Coast,VIC,10 - 14,1627
Bass Coast,VIC,15 - 19,1618
Bass Coast,VIC,20 - 24,1200
Bass Coast,VIC,25 - 29,1189
Bass Coast,VIC,30 - 34,1348
Bass Coast,VIC,35 - 39,1730
Bass Coast,VIC,40 - 44,1713
Bass Coast,VIC,45 - 49,1904
Bass Coast,VIC,50 - 54,1960
Bass Coast,VIC,55 - 59,2055
Bass Coast,VIC,60 - 64,2238
Bass Coast,VIC,65 - 69,1834
Bass Coast,VIC,70 - 74,1498
Bass Coast,VIC,75 - 79,1335
Bass Coast,VIC,80 - 84,956
Bass Coast,VIC,85 and over,703
Bassendean,WA,0 - 4,903
Bassendean,WA,5 - 9,806
Bassendean,WA,10 - 14,850
Bassendean,WA,15 - 19,927
Bassendean,WA,20 - 24,959
Bassendean,WA,25 - 29,921
Bassendean,WA,30 - 34,1039
Bassendean,WA,35 - 39,1144
Bassendean,WA,40 - 44,1087
Bassendean,WA,45 - 49,1066
Bassendean,WA,50 - 54,995
Bassendean,WA,55 - 59,903
Bassendean,WA,60 - 64,747
Bassendean,WA,65 - 69,535
Bassendean,WA,70 - 74,494
Bassendean,WA,75 - 79,427
Bassendean,WA,80 - 84,305
Bassendean,WA,85 and over,250
Bathurst Regional,NSW,0 - 4,2583
Bathurst Regional,NSW,5 - 9,2477
Bathurst Regional,NSW,10 - 14,2621
Bathurst Regional,NSW,15 - 19,3282
Bathurst Regional,NSW,20 - 24,3287
Bathurst Regional,NSW,25 - 29,2380
Bathurst Regional,NSW,30 - 34,2238
Bathurst Regional,NSW,35 - 39,2570
Bathurst Regional,NSW,40 - 44,2409
Bathurst Regional,NSW,45 - 49,2667
Bathurst Regional,NSW,50 - 54,2449
Bathurst Regional,NSW,55 - 59,2186
Bathurst Regional,NSW,60 - 64,1961
Bathurst Regional,NSW,65 - 69,1424
Bathurst Regional,NSW,70 - 74,1121
Bathurst Regional,NSW,75 - 79,925
Bathurst Regional,NSW,80 - 84,738
Bathurst Regional,NSW,85 and over,586
Baw Baw,VIC,0 - 4,2426
Baw Baw,VIC,5 - 9,2605
Baw Baw,VIC,10 - 14,3002
Baw Baw,VIC,15 - 19,3021
Baw Baw,VIC,20 - 24,2278
Baw Baw,VIC,25 - 29,1892
Baw Baw,VIC,30 - 34,2032
Baw Baw,VIC,35 - 39,2575
Baw Baw,VIC,40 - 44,2600
Baw Baw,VIC,45 - 49,3042
Baw Baw,VIC,50 - 54,2835
Baw Baw,VIC,55 - 59,2672
Baw Baw,VIC,60 - 64,2341
Baw Baw,VIC,65 - 69,1894
Baw Baw,VIC,70 - 74,1464
Baw Baw,VIC,75 - 79,1117
Baw Baw,VIC,80 - 84,865
Baw Baw,VIC,85 and over,728
Bayside,VIC,0 - 4,9083
Bayside,VIC,0 - 4,5935
Bayside,VIC,5 - 9,7724
Bayside,VIC,5 - 9,6160
Bayside,VIC,10 - 14,7196
Bayside,VIC,10 - 14,5783
Bayside,VIC,15 - 19,7953
Bayside,VIC,15 - 19,6014
Bayside,VIC,20 - 24,10639
Bayside,VIC,20 - 24,4975
Bayside,VIC,25 - 29,12449
Bayside,VIC,25 - 29,4006
Bayside,VIC,30 - 34,11442
Bayside,VIC,30 - 34,4589
Bayside,VIC,35 - 39,11157
Bayside,VIC,35 - 39,6949
Bayside,VIC,40 - 44,9689
Bayside,VIC,40 - 44,7266
Bayside,VIC,45 - 49,9192
Bayside,VIC,45 - 49,7734
Bayside,VIC,50 - 54,8228
Bayside,VIC,50 - 54,6761
Bayside,VIC,55 - 59,7556
Bayside,VIC,55 - 59,6152
Bayside,VIC,60 - 64,6904
Bayside,VIC,60 - 64,5547
Bayside,VIC,65 - 69,5396
Bayside,VIC,65 - 69,3814
Bayside,VIC,70 - 74,4844
Bayside,VIC,70 - 74,3022
Bayside,VIC,75 - 79,3963
Bayside,VIC,75 - 79,2961
Bayside,VIC,80 - 84,3157
Bayside,VIC,80 - 84,2893
Bayside,VIC,85 and over,2984
Bayside,VIC,85 and over,2974
Bayswater,WA,0 - 4,3639
Bayswater,WA,5 - 9,3023
Bayswater,WA,10 - 14,3140
Bayswater,WA,15 - 19,3579
Bayswater,WA,20 - 24,5077
Bayswater,WA,25 - 29,5259
Bayswater,WA,30 - 34,4942
Bayswater,WA,35 - 39,4976
Bayswater,WA,40 - 44,4438
Bayswater,WA,45 - 49,4347
Bayswater,WA,50 - 54,4163
Bayswater,WA,55 - 59,3897
Bayswater,WA,60 - 64,3374
Bayswater,WA,65 - 69,2485
Bayswater,WA,70 - 74,2051
Bayswater,WA,75 - 79,1635
Bayswater,WA,80 - 84,1323
Bayswater,WA,85 and over,1269
Bega Valley,NSW,0 - 4,1762
Bega Valley,NSW,5 - 9,1969
Bega Valley,NSW,10 - 14,2212
Bega Valley,NSW,15 - 19,2172
Bega Valley,NSW,20 - 24,1347
Bega Valley,NSW,25 - 29,1178
Bega Valley,NSW,30 - 34,1347
Bega Valley,NSW,35 - 39,1791
Bega Valley,NSW,40 - 44,2082
Bega Valley,NSW,45 - 49,2605
Bega Valley,NSW,50 - 54,2727
Bega Valley,NSW,55 - 59,2552
Bega Valley,NSW,60 - 64,2423
Bega Valley,NSW,65 - 69,1965
Bega Valley,NSW,70 - 74,1551
Bega Valley,NSW,75 - 79,1155
Bega Valley,NSW,80 - 84,851
Bega Valley,NSW,85 and over,678
Bellingen,NSW,0 - 4,653
Bellingen,NSW,5 - 9,848
Bellingen,NSW,10 - 14,981
Bellingen,NSW,15 - 19,841
Bellingen,NSW,20 - 24,503
Bellingen,NSW,25 - 29,369
Bellingen,NSW,30 - 34,491
Bellingen,NSW,35 - 39,757
Bellingen,NSW,40 - 44,884
Bellingen,NSW,45 - 49,1085
Bellingen,NSW,50 - 54,1125
Bellingen,NSW,55 - 59,981
Bellingen,NSW,60 - 64,888
Bellingen,NSW,65 - 69,728
Bellingen,NSW,70 - 74,572
Bellingen,NSW,75 - 79,454
Bellingen,NSW,80 - 84,332
Bellingen,NSW,85 and over,295
Belmont,WA,0 - 4,2162
Belmont,WA,5 - 9,1734
Belmont,WA,10 - 14,1639
Belmont,WA,15 - 19,1996
Belmont,WA,20 - 24,2832
Belmont,WA,25 - 29,3114
Belmont,WA,30 - 34,2808
Belmont,WA,35 - 39,2797
Belmont,WA,40 - 44,2270
Belmont,WA,45 - 49,2231
Belmont,WA,50 - 54,2012
Belmont,WA,55 - 59,1860
Belmont,WA,60 - 64,1606
Belmont,WA,65 - 69,1330
Belmont,WA,70 - 74,1211
Belmont,WA,75 - 79,1028
Belmont,WA,80 - 84,734
Belmont,WA,85 and over,606
Belyuen,NT,0 - 4,21
Belyuen,NT,5 - 9,27
Belyuen,NT,10 - 14,23
Belyuen,NT,15 - 19,12
Belyuen,NT,20 - 24,15
Belyuen,NT,25 - 29,22
Belyuen,NT,30 - 34,7
Belyuen,NT,35 - 39,14
Belyuen,NT,40 - 44,19
Belyuen,NT,45 - 49,10
Belyuen,NT,50 - 54,6
Belyuen,NT,55 - 59,8
Belyuen,NT,60 - 64,5
Belyuen,NT,65 - 69,7
Belyuen,NT,70 - 74,1
Belyuen,NT,75 - 79,2
Belyuen,NT,80 - 84,1
Belyuen,NT,85 and over,0
Benalla,VIC,0 - 4,741
Benalla,VIC,5 - 9,804
Benalla,VIC,10 - 14,988
Benalla,VIC,15 - 19,946
Benalla,VIC,20 - 24,667
Benalla,VIC,25 - 29,575
Benalla,VIC,30 - 34,567
Benalla,VIC,35 - 39,738
Benalla,VIC,40 - 44,850
Benalla,VIC,45 - 49,1114
Benalla,VIC,50 - 54,1064
Benalla,VIC,55 - 59,1025
Benalla,VIC,60 - 64,913
Benalla,VIC,65 - 69,744
Benalla,VIC,70 - 74,629
Benalla,VIC,75 - 79,543
Benalla,VIC,80 - 84,512
Benalla,VIC,85 and over,372
Berri and Barmera,SA,0 - 4,700
Berri and Barmera,SA,5 - 9,767
Berri and Barmera,SA,10 - 14,776
Berri and Barmera,SA,15 - 19,742
Berri and Barmera,SA,20 - 24,585
Berri and Barmera,SA,25 - 29,592
Berri and Barmera,SA,30 - 34,637
Berri and Barmera,SA,35 - 39,735
Berri and Barmera,SA,40 - 44,715
Berri and Barmera,SA,45 - 49,836
Berri and Barmera,SA,50 - 54,840
Berri and Barmera,SA,55 - 59,759
Berri and Barmera,SA,60 - 64,621
Berri and Barmera,SA,65 - 69,426
Berri and Barmera,SA,70 - 74,444
Berri and Barmera,SA,75 - 79,366
Berri and Barmera,SA,80 - 84,273
Berri and Barmera,SA,85 and over,215
Berrigan,NSW,0 - 4,482
Berrigan,NSW,5 - 9,497
Berrigan,NSW,10 - 14,574
Berrigan,NSW,15 - 19,506
Berrigan,NSW,20 - 24,328
Berrigan,NSW,25 - 29,317
Berrigan,NSW,30 - 34,406
Berrigan,NSW,35 - 39,483
Berrigan,NSW,40 - 44,450
Berrigan,NSW,45 - 49,548
Berrigan,NSW,50 - 54,597
Berrigan,NSW,55 - 59,596
Berrigan,NSW,60 - 64,632
Berrigan,NSW,65 - 69,532
Berrigan,NSW,70 - 74,465
Berrigan,NSW,75 - 79,364
Berrigan,NSW,80 - 84,241
Berrigan,NSW,85 and over,219
Beverley,WA,0 - 4,98
Beverley,WA,5 - 9,112
Beverley,WA,10 - 14,88
Beverley,WA,15 - 19,75
Beverley,WA,20 - 24,37
Beverley,WA,25 - 29,58
Beverley,WA,30 - 34,69
Beverley,WA,35 - 39,86
Beverley,WA,40 - 44,104
Beverley,WA,45 - 49,118
Beverley,WA,50 - 54,144
Beverley,WA,55 - 59,145
Beverley,WA,60 - 64,153
Beverley,WA,65 - 69,129
Beverley,WA,70 - 74,78
Beverley,WA,75 - 79,73
Beverley,WA,80 - 84,37
Beverley,WA,85 and over,30
Blacktown,NSW,0 - 4,24105
Blacktown,NSW,5 - 9,23078
Blacktown,NSW,10 - 14,22281
Blacktown,NSW,15 - 19,21588
Blacktown,NSW,20 - 24,22077
Blacktown,NSW,25 - 29,22803
Blacktown,NSW,30 - 34,22828
Blacktown,NSW,35 - 39,23079
Blacktown,NSW,40 - 44,20790
Blacktown,NSW,45 - 49,19945
Blacktown,NSW,50 - 54,17618
Blacktown,NSW,55 - 59,15217
Blacktown,NSW,60 - 64,12286
Blacktown,NSW,65 - 69,8092
Blacktown,NSW,70 - 74,6030
Blacktown,NSW,75 - 79,4776
Blacktown,NSW,80 - 84,3169
Blacktown,NSW,85 and over,2240
Bland,NSW,0 - 4,442
Bland,NSW,5 - 9,452
Bland,NSW,10 - 14,423
Bland,NSW,15 - 19,383
Bland,NSW,20 - 24,280
Bland,NSW,25 - 29,318
Bland,NSW,30 - 34,361
Bland,NSW,35 - 39,366
Bland,NSW,40 - 44,362
Bland,NSW,45 - 49,467
Bland,NSW,50 - 54,431
Bland,NSW,55 - 59,394
Bland,NSW,60 - 64,340
Bland,NSW,65 - 69,310
Bland,NSW,70 - 74,248
Bland,NSW,75 - 79,241
Bland,NSW,80 - 84,168
Bland,NSW,85 and over,127
Blayney,NSW,0 - 4,491
Blayney,NSW,5 - 9,509
Blayney,NSW,10 - 14,514
Blayney,NSW,15 - 19,472
Blayney,NSW,20 - 24,334
Blayney,NSW,25 - 29,310
Blayney,NSW,30 - 34,326
Blayney,NSW,35 - 39,498
Blayney,NSW,40 - 44,467
Blayney,NSW,45 - 49,528
Blayney,NSW,50 - 54,472
Blayney,NSW,55 - 59,473
Blayney,NSW,60 - 64,405
Blayney,NSW,65 - 69,339
Blayney,NSW,70 - 74,295
Blayney,NSW,75 - 79,240
Blayney,NSW,80 - 84,141
Blayney,NSW,85 and over,86
Blue Mountains,NSW,0 - 4,4966
Blue Mountains,NSW,5 - 9,5008
Blue Mountains,NSW,10 - 14,5230
Blue Mountains,NSW,15 - 19,5235
Blue Mountains,NSW,20 - 24,4389
Blue Mountains,NSW,25 - 29,3740
Blue Mountains,NSW,30 - 34,4255
Blue Mountains,NSW,35 - 39,5499
Blue Mountains,NSW,40 - 44,5397
Blue Mountains,NSW,45 - 49,6100
Blue Mountains,NSW,50 - 54,6027
Blue Mountains,NSW,55 - 59,5710
Blue Mountains,NSW,60 - 64,4961
