LGA_CODE11,LGA_NAME11,STE_CODE11,STE_NAME11,AREA_SQKM
61410,Clarence (C),6,Tasmania,377.954586884487014
61510,Derwent Valley (M),6,Tasmania,4108.106406386429626
61610,Devonport (C),6,Tasmania,111.258438779339997
61810,Dorset (M),6,Tasmania,3227.597445148020142
62010,Flinders (M),6,Tasmania,1996.624368093079966
62210,George Town (M),6,Tasmania,653.438119217943949
62410,Glamorgan/Spring Bay (M),6,Tasmania,2591.346624180110211
62610,Glenorchy (C),6,Tasmania,121.148693001398996
62810,Hobart (C),6,Tasmania,77.910753098327007
63010,Huon Valley (M),6,Tasmania,5507.355763772509817
63210,Kentish (M),6,Tasmania,1155.965485631520096
63410,King Island (M),6,Tasmania,1095.763977901089902
63610,Kingborough (M),6,Tasmania,720.103399369842009
63810,Latrobe (M),6,Tasmania,600.463508130781975
64010,Launceston (C),6,Tasmania,1413.622879635629943
64210,Meander Valley (M),6,Tasmania,3330.339482595590198
64610,Northern Midlands (M),6,Tasmania,5136.501046887499797
64810,Sorell (M),6,Tasmania,583.676397722693991
65010,Southern Midlands (M),6,Tasmania,2615.420500630310016
65210,Tasman (M),6,Tasmania,660.495886001117015
65410,Waratah/Wynyard (M),6,Tasmania,3531.042576275830015
65610,West Coast (M),6,Tasmania,9589.775670129400169
65810,West Tamar (M),6,Tasmania,691.144608082151990
69399,Unincorporated Tas,6,Tasmania,0.000000000000000
69499,No usual address (Tas.),6,Tasmania,0.000000000000000
70200,Alice Springs (T),7,Northern Territory,327.509896756556998
70420,Barkly (S),7,Northern Territory,322788.842725843016524
70540,Belyuen (S),7,Northern Territory,41.405463968023099
70620,Central Desert (S),7,Northern Territory,281311.382104811025783
70700,Coomalie (S),7,Northern Territory,1507.852774949780041
71000,Darwin (C),7,Northern Territory,111.510598790643996
71300,East Arnhem (S),7,Northern Territory,33295.597015346400440
72200,Katherine (T),7,Northern Territory,7416.644482017130031
72300,Litchfield (M),7,Northern Territory,2903.191819933139868
72330,MacDonnell (S),7,Northern Territory,268336.614226527977735
72800,Palmerston (C),7,Northern Territory,52.654411098898201
73600,Roper Gulf (S),7,Northern Territory,185286.629588653013343
74050,Tiwi Islands (S),7,Northern Territory,7462.568492198220156
74500,Victoria-Daly (S),7,Northern Territory,167323.548724046995630
74560,Wagait (S),7,Northern Territory,5.634774828828400
74660,West Arnhem (S),7,Northern Territory,49692.479374412003381
79399,Unincorporated NT,7,Northern Territory,0.000000000000000
79499,No usual address (NT),7,Northern Territory,0.000000000000000
89399,Unincorporated ACT,8,Australian Capital Territory,0.000000000000000
89499,No usual address (ACT),8,Australian Capital Territory,0.000000000000000
99399,Unincorp. Other Territories,9,Other Territories,0.000000000000000
99499,No usual address (OT),9,Other Territories,0.000000000000000
