Local Government Area,State/Territory,Age Group,Population
Augusta-Margaret River,WA,5 - 9,775
Augusta-Margaret River,WA,10 - 14,801
Augusta-Margaret River,WA,15 - 19,631
Augusta-Margaret River,WA,20 - 24,546
Augusta-Margaret River,WA,25 - 29,687
Augusta-Margaret River,WA,30 - 34,928
Augusta-Margaret River,WA,35 - 39,898
Augusta-Margaret River,WA,40 - 44,962
Augusta-Margaret River,WA,45 - 49,930
Augusta-Margaret River,WA,50 - 54,734
Augusta-Margaret River,WA,55 - 59,582
Augusta-Margaret River,WA,60 - 64,423
Augusta-Margaret River,WA,65 - 69,377
Augusta-Margaret River,WA,70 - 74,299
Augusta-Margaret River,WA,75 - 79,247
Augusta-Margaret River,WA,80 - 84,152
Augusta-Margaret River,WA,85 and over,131
Aurukun,QLD,0 - 4,122
Aurukun,QLD,5 - 9,113
Aurukun,QLD,10 - 14,97
Aurukun,QLD,15 - 19,94
Aurukun,QLD,20 - 24,99
Aurukun,QLD,25 - 29,90
Aurukun,QLD,30 - 34,108
Aurukun,QLD,35 - 39,92
Aurukun,QLD,40 - 44,72
Aurukun,QLD,45 - 49,51
Aurukun,QLD,50 - 54,61
Aurukun,QLD,55 - 59,51
Aurukun,QLD,60 - 64,20
Aurukun,QLD,65 - 69,17
Aurukun,QLD,70 - 74,14
Aurukun,QLD,75 - 79,5
Aurukun,QLD,80 - 84,4
Aurukun,QLD,85 and over,0
Ballarat,VIC,0 - 4,5412
Ballarat,VIC,5 - 9,5774
Ballarat,VIC,10 - 14,6096
Ballarat,VIC,15 - 19,6852
Ballarat,VIC,20 - 24,6585
Ballarat,VIC,25 - 29,5509
Ballarat,VIC,30 - 34,5784
Ballarat,VIC,35 - 39,5667
Ballarat,VIC,40 - 44,6008
Ballarat,VIC,45 - 49,5861
Ballarat,VIC,50 - 54,5318
Ballarat,VIC,55 - 59,4668
Ballarat,VIC,60 - 64,3498
Ballarat,VIC,65 - 69,3050
Ballarat,VIC,70 - 74,2830
Ballarat,VIC,75 - 79,2670
Ballarat,VIC,80 - 84,1795
Ballarat,VIC,85 and over,1398
Ballina,NSW,0 - 4,2193
Ballina,NSW,5 - 9,2468
Ballina,NSW,10 - 14,2831
Ballina,NSW,15 - 19,2565
Ballina,NSW,20 - 24,1860
Ballina,NSW,25 - 29,1719
Ballina,NSW,30 - 34,2112
Ballina,NSW,35 - 39,2416
Ballina,NSW,40 - 44,2946
Ballina,NSW,45 - 49,3013
Ballina,NSW,50 - 54,2983
Ballina,NSW,55 - 59,2579
Ballina,NSW,60 - 64,2003
Ballina,NSW,65 - 69,1806
Ballina,NSW,70 - 74,1723
Ballina,NSW,75 - 79,1717
Ballina,NSW,80 - 84,1254
Ballina,NSW,85 and over,932
Balonne,QLD,0 - 4,527
Balonne,QLD,5 - 9,444
Balonne,QLD,10 - 14,324
Balonne,QLD,15 - 19,263
Balonne,QLD,20 - 24,325
Balonne,QLD,25 - 29,367
Balonne,QLD,30 - 34,445
Balonne,QLD,35 - 39,409
Balonne,QLD,40 - 44,387
Balonne,QLD,45 - 49,322
Balonne,QLD,50 - 54,288
Balonne,QLD,55 - 59,272
Balonne,QLD,60 - 64,182
Balonne,QLD,65 - 69,145
Balonne,QLD,70 - 74,130
Balonne,QLD,75 - 79,84
Balonne,QLD,80 - 84,45
Balonne,QLD,85 and over,41
Balranald,NSW,0 - 4,178
Balranald,NSW,5 - 9,194
Balranald,NSW,10 - 14,192
Balranald,NSW,15 - 19,174
Balranald,NSW,20 - 24,139
Balranald,NSW,25 - 29,151
Balranald,NSW,30 - 34,188
Balranald,NSW,35 - 39,175
Balranald,NSW,40 - 44,228
Balranald,NSW,45 - 49,208
Balranald,NSW,50 - 54,185
Balranald,NSW,55 - 59,144
Balranald,NSW,60 - 64,111
Balranald,NSW,65 - 69,99
Balranald,NSW,70 - 74,91
Balranald,NSW,75 - 79,66
Balranald,NSW,80 - 84,51
Balranald,NSW,85 and over,22
Banana,QLD,0 - 4,1214
Banana,QLD,5 - 9,1225
Banana,QLD,10 - 14,1173
Banana,QLD,15 - 19,964
Banana,QLD,20 - 24,1005
Banana,QLD,25 - 29,1032
Banana,QLD,30 - 34,1167
Banana,QLD,35 - 39,1060
Banana,QLD,40 - 44,1281
Banana,QLD,45 - 49,1092
Banana,QLD,50 - 54,984
Banana,QLD,55 - 59,785
Banana,QLD,60 - 64,593
Banana,QLD,65 - 69,581
Banana,QLD,70 - 74,351
Banana,QLD,75 - 79,245
Banana,QLD,80 - 84,129
Banana,QLD,85 and over,78
Banyule,VIC,0 - 4,6766
Banyule,VIC,5 - 9,6785
Banyule,VIC,10 - 14,7349
Banyule,VIC,15 - 19,7894
Banyule,VIC,20 - 24,8350
Banyule,VIC,25 - 29,7926
Banyule,VIC,30 - 34,8669
Banyule,VIC,35 - 39,8283
Banyule,VIC,40 - 44,8559
Banyule,VIC,45 - 49,8389
Banyule,VIC,50 - 54,8000
Banyule,VIC,55 - 59,7399
Banyule,VIC,60 - 64,5583
Banyule,VIC,65 - 69,4418
Banyule,VIC,70 - 74,3936
Banyule,VIC,75 - 79,3734
Banyule,VIC,80 - 84,2707
Banyule,VIC,85 and over,1914
Barcaldine,QLD,0 - 4,269
Barcaldine,QLD,5 - 9,266
Barcaldine,QLD,10 - 14,228
Barcaldine,QLD,15 - 19,194
Barcaldine,QLD,20 - 24,201
Barcaldine,QLD,25 - 29,216
Barcaldine,QLD,30 - 34,250
Barcaldine,QLD,35 - 39,272
Barcaldine,QLD,40 - 44,277
Barcaldine,QLD,45 - 49,222
Barcaldine,QLD,50 - 54,207
Barcaldine,QLD,55 - 59,176
Barcaldine,QLD,60 - 64,177
Barcaldine,QLD,65 - 69,139
Barcaldine,QLD,70 - 74,103
Barcaldine,QLD,75 - 79,74
Barcaldine,QLD,80 - 84,40
Barcaldine,QLD,85 and over,39
Barcoo,QLD,0 - 4,21
Barcoo,QLD,5 - 9,32
Barcoo,QLD,10 - 14,18
Barcoo,QLD,15 - 19,29
Barcoo,QLD,20 - 24,37
Barcoo,QLD,25 - 29,30
Barcoo,QLD,30 - 34,34
Barcoo,QLD,35 - 39,28
Barcoo,QLD,40 - 44,38
Barcoo,QLD,45 - 49,30
Barcoo,QLD,50 - 54,32
Barcoo,QLD,55 - 59,20
Barcoo,QLD,60 - 64,26
Barcoo,QLD,65 - 69,16
Barcoo,QLD,70 - 74,6
Barcoo,QLD,75 - 79,6
Barcoo,QLD,80 - 84,1
Barcoo,QLD,85 and over,0
Barkly,NT,0 - 4,786
Barkly,NT,5 - 9,718
Barkly,NT,10 - 14,656
Barkly,NT,15 - 19,699
Barkly,NT,20 - 24,699
Barkly,NT,25 - 29,613
Barkly,NT,30 - 34,617
Barkly,NT,35 - 39,520
Barkly,NT,40 - 44,491
Barkly,NT,45 - 49,415
Barkly,NT,50 - 54,394
Barkly,NT,55 - 59,281
Barkly,NT,60 - 64,183
Barkly,NT,65 - 69,120
Barkly,NT,70 - 74,69
Barkly,NT,75 - 79,35
Barkly,NT,80 - 84,20
Barkly,NT,85 and over,17
Barossa,SA,0 - 4,1217
Barossa,SA,5 - 9,1290
Barossa,SA,10 - 14,1427
Barossa,SA,15 - 19,1394
Barossa,SA,20 - 24,987
Barossa,SA,25 - 29,1026
Barossa,SA,30 - 34,1281
Barossa,SA,35 - 39,1398
Barossa,SA,40 - 44,1683
Barossa,SA,45 - 49,1664
Barossa,SA,50 - 54,1532
Barossa,SA,55 - 59,1350
Barossa,SA,60 - 64,1022
Barossa,SA,65 - 69,832
Barossa,SA,70 - 74,712
Barossa,SA,75 - 79,653
Barossa,SA,80 - 84,495
Barossa,SA,85 and over,407
Barunga West,SA,0 - 4,148
Barunga West,SA,5 - 9,164
Barunga West,SA,10 - 14,170
Barunga West,SA,15 - 19,116
Barunga West,SA,20 - 24,76
Barunga West,SA,25 - 29,119
Barunga West,SA,30 - 34,136
Barunga West,SA,35 - 39,155
Barunga West,SA,40 - 44,190
Barunga West,SA,45 - 49,174
Barunga West,SA,50 - 54,194
Barunga West,SA,55 - 59,225
Barunga West,SA,60 - 64,168
Barunga West,SA,65 - 69,144
Barunga West,SA,70 - 74,147
Barunga West,SA,75 - 79,121
Barunga West,SA,80 - 84,93
Barunga West,SA,85 and over,56
Bass Coast,VIC,0 - 4,1423
Bass Coast,VIC,5 - 9,1532
Bass Coast,VIC,10 - 14,1742
Bass Coast,VIC,15 - 19,1464
Bass Coast,VIC,20 - 24,1008
Bass Coast,VIC,25 - 29,1098
Bass Coast,VIC,30 - 34,1462
Bass Coast,VIC,35 - 39,1591
Bass Coast,VIC,40 - 44,1788
Bass Coast,VIC,45 - 49,1803
Bass Coast,VIC,50 - 54,1895
Bass Coast,VIC,55 - 59,1960
Bass Coast,VIC,60 - 64,1819
Bass Coast,VIC,65 - 69,1664
Bass Coast,VIC,70 - 74,1520
Bass Coast,VIC,75 - 79,1324
Bass Coast,VIC,80 - 84,843
Bass Coast,VIC,85 and over,540
Bassendean,WA,0 - 4,832
Bassendean,WA,5 - 9,859
Bassendean,WA,10 - 14,817
Bassendean,WA,15 - 19,897
Bassendean,WA,20 - 24,880
Bassendean,WA,25 - 29,868
Bassendean,WA,30 - 34,1114
Bassendean,WA,35 - 39,1051
Bassendean,WA,40 - 44,1125
Bassendean,WA,45 - 49,1082
Bassendean,WA,50 - 54,965
Bassendean,WA,55 - 59,855
Bassendean,WA,60 - 64,625
Bassendean,WA,65 - 69,539
Bassendean,WA,70 - 74,527
Bassendean,WA,75 - 79,443
Bassendean,WA,80 - 84,302
Bassendean,WA,85 and over,215
Bathurst Regional,NSW,0 - 4,2431
Bathurst Regional,NSW,5 - 9,2394
Bathurst Regional,NSW,10 - 14,2702
Bathurst Regional,NSW,15 - 19,3388
Bathurst Regional,NSW,20 - 24,3032
Bathurst Regional,NSW,25 - 29,2140
Bathurst Regional,NSW,30 - 34,2465
Bathurst Regional,NSW,35 - 39,2335
Bathurst Regional,NSW,40 - 44,2664
Bathurst Regional,NSW,45 - 49,2504
Bathurst Regional,NSW,50 - 54,2293
Bathurst Regional,NSW,55 - 59,2078
Bathurst Regional,NSW,60 - 64,1550
Bathurst Regional,NSW,65 - 69,1203
Bathurst Regional,NSW,70 - 74,1026
Bathurst Regional,NSW,75 - 79,932
Bathurst Regional,NSW,80 - 84,596
Bathurst Regional,NSW,85 and over,512
Baw Baw,VIC,0 - 4,2248
Baw Baw,VIC,5 - 9,2696
Baw Baw,VIC,10 - 14,3048
Baw Baw,VIC,15 - 19,2825
Baw Baw,VIC,20 - 24,1816
Baw Baw,VIC,25 - 29,1794
Baw Baw,VIC,30 - 34,2210
Baw Baw,VIC,35 - 39,2374
Baw Baw,VIC,40 - 44,2826
Baw Baw,VIC,45 - 49,2830
Baw Baw,VIC,50 - 54,2621
Baw Baw,VIC,55 - 59,2291
Baw Baw,VIC,60 - 64,1863
Baw Baw,VIC,65 - 69,1567
Baw Baw,VIC,70 - 74,1207
Baw Baw,VIC,75 - 79,1103
Baw Baw,VIC,80 - 84,726
Baw Baw,VIC,85 and over,598
Bayside,VIC,0 - 4,8315
Bayside,VIC,0 - 4,5380
Bayside,VIC,5 - 9,7550
Bayside,VIC,5 - 9,5525
Bayside,VIC,10 - 14,6956
Bayside,VIC,10 - 14,5859
Bayside,VIC,15 - 19,7203
Bayside,VIC,15 - 19,5626
Bayside,VIC,20 - 24,9658
Bayside,VIC,20 - 24,4605
Bayside,VIC,25 - 29,10789
Bayside,VIC,25 - 29,3705
Bayside,VIC,30 - 34,11187
Bayside,VIC,30 - 34,5548
Bayside,VIC,35 - 39,10059
Bayside,VIC,35 - 39,6396
Bayside,VIC,40 - 44,9707
Bayside,VIC,40 - 44,7475
Bayside,VIC,45 - 49,8491
Bayside,VIC,45 - 49,7054
Bayside,VIC,50 - 54,7943
Bayside,VIC,50 - 54,6551
Bayside,VIC,55 - 59,7482
Bayside,VIC,55 - 59,6045
Bayside,VIC,60 - 64,5951
Bayside,VIC,60 - 64,4225
Bayside,VIC,65 - 69,5415
Bayside,VIC,65 - 69,3284
Bayside,VIC,70 - 74,4506
Bayside,VIC,70 - 74,3130
Bayside,VIC,75 - 79,4131
Bayside,VIC,75 - 79,3328
Bayside,VIC,80 - 84,3160
Bayside,VIC,80 - 84,3044
Bayside,VIC,85 and over,2641
Bayside,VIC,85 and over,2614
Bayswater,WA,0 - 4,3127
Bayswater,WA,5 - 9,3034
Bayswater,WA,10 - 14,2958
Bayswater,WA,15 - 19,3689
Bayswater,WA,20 - 24,4526
Bayswater,WA,25 - 29,4549
Bayswater,WA,30 - 34,4803
Bayswater,WA,35 - 39,4441
Bayswater,WA,40 - 44,4405
Bayswater,WA,45 - 49,4162
Bayswater,WA,50 - 54,4062
Bayswater,WA,55 - 59,3734
Bayswater,WA,60 - 64,2732
Bayswater,WA,65 - 69,2337
Bayswater,WA,70 - 74,1922
Bayswater,WA,75 - 79,1717
Bayswater,WA,80 - 84,1263
Bayswater,WA,85 and over,1044
Bega Valley,NSW,0 - 4,1662
Bega Valley,NSW,5 - 9,2096
Bega Valley,NSW,10 - 14,2555
Bega Valley,NSW,15 - 19,2095
Bega Valley,NSW,20 - 24,1142
Bega Valley,NSW,25 - 29,1128
Bega Valley,NSW,30 - 34,1546
Bega Valley,NSW,35 - 39,1859
Bega Valley,NSW,40 - 44,2419
Bega Valley,NSW,45 - 49,2657
Bega Valley,NSW,50 - 54,2380
Bega Valley,NSW,55 - 59,2289
Bega Valley,NSW,60 - 64,1985
Bega Valley,NSW,65 - 69,1716
Bega Valley,NSW,70 - 74,1389
Bega Valley,NSW,75 - 79,1166
Bega Valley,NSW,80 - 84,779
Bega Valley,NSW,85 and over,543
Bellingen,NSW,0 - 4,673
Bellingen,NSW,5 - 9,908
Bellingen,NSW,10 - 14,1055
Bellingen,NSW,15 - 19,849
Bellingen,NSW,20 - 24,426
Bellingen,NSW,25 - 29,386
Bellingen,NSW,30 - 34,602
Bellingen,NSW,35 - 39,760
Bellingen,NSW,40 - 44,1042
Bellingen,NSW,45 - 49,1120
Bellingen,NSW,50 - 54,1009
Bellingen,NSW,55 - 59,849
Bellingen,NSW,60 - 64,770
Bellingen,NSW,65 - 69,656
Bellingen,NSW,70 - 74,548
Bellingen,NSW,75 - 79,445
Bellingen,NSW,80 - 84,334
Bellingen,NSW,85 and over,240
Belmont,WA,0 - 4,1881
Belmont,WA,5 - 9,1652
Belmont,WA,10 - 14,1616
Belmont,WA,15 - 19,1733
Belmont,WA,20 - 24,2397
Belmont,WA,25 - 29,2527
Belmont,WA,30 - 34,2747
Belmont,WA,35 - 39,2240
Belmont,WA,40 - 44,2167
Belmont,WA,45 - 49,1950
Belmont,WA,50 - 54,1816
Belmont,WA,55 - 59,1755
Belmont,WA,60 - 64,1435
Belmont,WA,65 - 69,1363
Belmont,WA,70 - 74,1206
Belmont,WA,75 - 79,1017
Belmont,WA,80 - 84,733
Belmont,WA,85 and over,514
Belyuen,NT,0 - 4,25
Belyuen,NT,5 - 9,27
Belyuen,NT,10 - 14,23
Belyuen,NT,15 - 19,19
Belyuen,NT,20 - 24,22
Belyuen,NT,25 - 29,13
Belyuen,NT,30 - 34,13
Belyuen,NT,35 - 39,14
Belyuen,NT,40 - 44,13
Belyuen,NT,45 - 49,8
Belyuen,NT,50 - 54,9
Belyuen,NT,55 - 59,9
Belyuen,NT,60 - 64,9
Belyuen,NT,65 - 69,0
Belyuen,NT,70 - 74,4
Belyuen,NT,75 - 79,0
Belyuen,NT,80 - 84,1
Belyuen,NT,85 and over,0
Benalla,VIC,0 - 4,792
Benalla,VIC,5 - 9,933
Benalla,VIC,10 - 14,1097
Benalla,VIC,15 - 19,975
Benalla,VIC,20 - 24,594
Benalla,VIC,25 - 29,532
Benalla,VIC,30 - 34,666
Benalla,VIC,35 - 39,796
Benalla,VIC,40 - 44,1063
Benalla,VIC,45 - 49,1075
Benalla,VIC,50 - 54,1021
Benalla,VIC,55 - 59,948
Benalla,VIC,60 - 64,754
Benalla,VIC,65 - 69,668
Benalla,VIC,70 - 74,609
Benalla,VIC,75 - 79,578
Benalla,VIC,80 - 84,417
Benalla,VIC,85 and over,328
Berri and Barmera,SA,0 - 4,732
Berri and Barmera,SA,5 - 9,737
Berri and Barmera,SA,10 - 14,819
Berri and Barmera,SA,15 - 19,763
Berri and Barmera,SA,20 - 24,626
Berri and Barmera,SA,25 - 29,670
Berri and Barmera,SA,30 - 34,754
Berri and Barmera,SA,35 - 39,709
Berri and Barmera,SA,40 - 44,869
Berri and Barmera,SA,45 - 49,849
Berri and Barmera,SA,50 - 54,799
Berri and Barmera,SA,55 - 59,705
Berri and Barmera,SA,60 - 64,458
Berri and Barmera,SA,65 - 69,472
Berri and Barmera,SA,70 - 74,420
Berri and Barmera,SA,75 - 79,382
Berri and Barmera,SA,80 - 84,252
Berri and Barmera,SA,85 and over,181
Berrigan,NSW,0 - 4,472
Berrigan,NSW,5 - 9,527
Berrigan,NSW,10 - 14,581
Berrigan,NSW,15 - 19,511
Berrigan,NSW,20 - 24,335
Berrigan,NSW,25 - 29,370
Berrigan,NSW,30 - 34,422
Berrigan,NSW,35 - 39,438
Berrigan,NSW,40 - 44,513
Berrigan,NSW,45 - 49,571
Berrigan,NSW,50 - 54,557
Berrigan,NSW,55 - 59,555
Berrigan,NSW,60 - 64,498
Berrigan,NSW,65 - 69,470
Berrigan,NSW,70 - 74,423
Berrigan,NSW,75 - 79,365
Berrigan,NSW,80 - 84,226
Berrigan,NSW,85 and over,180
Beverley,WA,0 - 4,92
Beverley,WA,5 - 9,106
Beverley,WA,10 - 14,108
Beverley,WA,15 - 19,55
Beverley,WA,20 - 24,45
Beverley,WA,25 - 29,63
Beverley,WA,30 - 34,97
Beverley,WA,35 - 39,100
Beverley,WA,40 - 44,99
Beverley,WA,45 - 49,142
Beverley,WA,50 - 54,141
Beverley,WA,55 - 59,154
Beverley,WA,60 - 64,142
Beverley,WA,65 - 69,102
Beverley,WA,70 - 74,72
Beverley,WA,75 - 79,51
Beverley,WA,80 - 84,28
Beverley,WA,85 and over,28
Blacktown,NSW,0 - 4,22571
Blacktown,NSW,5 - 9,22585
Blacktown,NSW,10 - 14,21371
Blacktown,NSW,15 - 19,20069
Blacktown,NSW,20 - 24,20251
Blacktown,NSW,25 - 29,20585
Blacktown,NSW,30 - 34,22857
Blacktown,NSW,35 - 39,20926
Blacktown,NSW,40 - 44,20639
Blacktown,NSW,45 - 49,18388
Blacktown,NSW,50 - 54,16383
Blacktown,NSW,55 - 59,13938
Blacktown,NSW,60 - 64,9355
Blacktown,NSW,65 - 69,7120
Blacktown,NSW,70 - 74,5785
Blacktown,NSW,75 - 79,4297
Blacktown,NSW,80 - 84,2647
Blacktown,NSW,85 and over,1667
Bland,NSW,0 - 4,473
Bland,NSW,5 - 9,494
Bland,NSW,10 - 14,488
Bland,NSW,15 - 19,413
Bland,NSW,20 - 24,285
Bland,NSW,25 - 29,347
Bland,NSW,30 - 34,369
Bland,NSW,35 - 39,380
Bland,NSW,40 - 44,479
Bland,NSW,45 - 49,462
Bland,NSW,50 - 54,415
Bland,NSW,55 - 59,392
Bland,NSW,60 - 64,334
Bland,NSW,65 - 69,291
Bland,NSW,70 - 74,271
Bland,NSW,75 - 79,245
Bland,NSW,80 - 84,123
Bland,NSW,85 and over,99
Blayney,NSW,0 - 4,455
Blayney,NSW,5 - 9,512
Blayney,NSW,10 - 14,530
Blayney,NSW,15 - 19,443
Blayney,NSW,20 - 24,289
Blayney,NSW,25 - 29,280
Blayney,NSW,30 - 34,445
Blayney,NSW,35 - 39,424
Blayney,NSW,40 - 44,527
Blayney,NSW,45 - 49,487
Blayney,NSW,50 - 54,466
Blayney,NSW,55 - 59,421
Blayney,NSW,60 - 64,351
Blayney,NSW,65 - 69,317
Blayney,NSW,70 - 74,274
Blayney,NSW,75 - 79,198
Blayney,NSW,80 - 84,91
Blayney,NSW,85 and over,88
Blue Mountains,NSW,0 - 4,4811
Blue Mountains,NSW,5 - 9,5128
Blue Mountains,NSW,10 - 14,5607
Blue Mountains,NSW,15 - 19,5529
Blue Mountains,NSW,20 - 24,4148
Blue Mountains,NSW,25 - 29,3775
Blue Mountains,NSW,30 - 34,4805
Blue Mountains,NSW,35 - 39,5142
Blue Mountains,NSW,40 - 44,6016
Blue Mountains,NSW,45 - 49,6120
Blue Mountains,NSW,50 - 54,6079
Blue Mountains,NSW,55 - 59,5280
Blue Mountains,NSW,60 - 64,3703
Blue Mountains,NSW,65 - 69,2918
